frame,x,y,xg,yg,area,diam
105,1535.5656565656566,707.8434343434343,1533.0,719.0,198,21.0
106,1530.6078431372548,713.1078431372549,1526.5,721.0,102,16.0
107,1527.7758620689656,721.6091954022988,1526.5,732.0,174,23.0
108,1524.1759259259259,725.8796296296297,1521.0,736.0,216,27.0
109,1521.3716216216217,729.918918918919,1518.5,740.0,148,20.0
110,1517.6913580246915,724.0061728395061,1514.5,729.0,162,18.0
111,1501.33,718.24,1496.5,722.0,100,17.0
112,1495.892405063291,715.8481012658228,1503.0,723.0,158,18.0
113,1488.1223021582734,711.4748201438849,1495.5,716.0,139,22.0
114,1482.8387096774193,708.6,1488.0,715.0,155,20.0
115,1471.3984375,709.0234375,1480.0,714.0,128,20.0
116,1464.2945736434108,708.9767441860465,1473.0,714.0,129,19.0
117,1457.2091503267975,712.6862745098039,1466.0,718.0,153,22.0
118,1451.3957219251338,715.2513368983957,1458.0,721.0,187,22.0
119,1448.7407407407406,718.8333333333334,1450.0,723.0,162,21.0
120,1444.0853658536585,722.829268292683,1450.5,728.0,164,20.0
121,1439.9236641221373,727.6412213740458,1440.0,731.0,131,20.0
122,1436.1344537815125,729.3613445378152,1437.0,733.0,119,17.0
123,1433.5808823529412,730.9558823529412,1430.0,735.0,136,19.0
124,1432.8167938931297,731.9007633587786,1430.0,736.0,131,19.0
125,1432.4820143884892,732.431654676259,1432.0,736.0,139,21.0
126,1430.1162790697674,732.7325581395348,1428.5,737.0,172,20.0
127,1422.8643216080402,730.8140703517588,1416.0,736.0,199,23.0
128,1418.5349794238682,728.679012345679,1420.5,736.0,243,26.0
129,1416.239852398524,725.5239852398524,1420.5,733.0,271,27.0
130,1414.112970711297,722.4142259414226,1413.5,728.0,239,24.0
131,1414.4216417910447,723.2649253731344,1417.0,731.0,268,24.0
132,1414.6333333333334,722.5333333333333,1414.0,731.0,270,24.0
133,1414.3938223938223,722.2857142857143,1413.5,731.0,259,22.0
134,1414.4589552238806,721.9179104477612,1414.5,730.0,268,22.0
135,1414.4548736462093,721.028880866426,1414.0,729.0,277,23.0
136,1411.180904522613,719.6733668341709,1413.0,728.0,199,17.0
137,1414.5075757575758,720.655303030303,1413.0,729.0,264,25.0
138,1413.9883720930231,720.3023255813954,1412.5,728.0,258,26.0
139,1413.8764940239043,720.1673306772908,1412.5,728.0,251,25.0
140,1413.02489626556,720.7468879668049,1409.5,728.0,241,24.0
141,1412.0398406374502,721.4183266932271,1407.5,729.0,251,25.0
142,1410.9964157706092,722.2544802867384,1406.5,732.0,279,24.0
143,1410.1974522292994,723.5,1406.5,734.0,314,22.0
144,1407.983660130719,726.2549019607843,1405.5,737.0,306,24.0
145,1406.084745762712,727.0474576271187,1402.0,736.0,295,23.0
146,1400.8761467889908,727.2844036697247,1398.0,740.0,218,25.0
147,1398.9453781512605,729.3823529411765,1394.5,741.0,238,25.0
148,1399.87,728.9766666666667,1391.0,744.0,300,29.0
149,1398.4139194139193,730.3186813186813,1391.5,745.0,273,28.0
150,1397.763440860215,730.8709677419355,1391.0,746.0,279,28.0
151,1397.7519083969466,730.9274809160305,1391.0,745.0,262,26.0
152,1398.2101167315175,730.976653696498,1391.5,744.0,257,25.0
153,1399.2910447761194,729.9141791044776,1392.5,742.0,268,24.0
154,1400.560975609756,730.0772357723578,1398.0,743.0,246,23.0
155,1400.4840182648402,730.269406392694,1398.0,743.0,219,23.0
156,1401.0318181818182,730.9954545454545,1398.5,744.0,220,24.0
157,1400.728,733.46,1398.5,748.0,250,28.0
158,1399.60409556314,734.5972696245734,1397.5,750.0,293,32.0
159,1398.3950617283951,734.3765432098766,1391.0,751.0,324,33.0
160,1396.6470588235295,734.9195046439628,1390.5,751.0,323,32.0
161,1395.6018237082067,733.6899696048632,1387.5,749.0,329,31.0
162,1394.4423676012461,734.411214953271,1384.0,750.0,321,31.0
163,1393.937304075235,737.2758620689655,1383.0,752.0,319,30.0
164,1394.1881188118812,739.3432343234324,1383.0,754.0,303,29.0
165,1395.7307692307693,743.8365384615385,1384.0,757.0,312,31.0
166,1398.6326530612246,746.047619047619,1391.0,760.0,294,28.0
167,1401.8992248062016,751.5271317829457,1398.5,763.0,258,28.0
168,1406.4057971014493,752.5217391304348,1405.5,763.0,207,22.0
169,1413.1877394636015,748.5095785440614,1413.0,759.0,261,29.0
170,1412.5170731707317,749.4048780487805,1414.0,759.0,205,24.0
171,1423.1107491856678,746.2214983713355,1424.5,758.0,307,27.0
172,1445.0266666666666,753.8233333333334,1443.5,765.0,300,27.0
173,1453.8305084745762,748.7118644067797,1458.0,759.0,472,35.0
174,1462.936061381074,750.9590792838875,1466.0,763.0,391,29.0
175,1475.147577092511,743.6762114537445,1476.0,759.0,454,33.0
176,1483.6120218579235,749.1639344262295,1487.0,757.0,183,17.0
177,1486.8992805755395,739.7098321342926,1495.0,751.0,417,29.0
178,1501.892857142857,733.3333333333334,1503.5,743.0,168,22.0
179,1508.1456310679612,727.3009708737864,1509.5,732.0,103,16.0
180,1509.327868852459,711.1516393442623,1511.0,719.0,244,22.0
181,1509.3617747440273,689.6757679180887,1511.5,702.0,293,38.0
182,1496.6794258373207,671.4417862838916,1496.0,693.0,627,39.0
183,1526.429553264605,680.9415807560138,1518.0,698.0,291,30.0
184,1485.1640625,621.4973958333334,1485.0,631.0,384,22.0
185,1523.1960132890365,684.2308970099667,1517.5,698.0,602,48.0
186,1546.4499314128943,678.1124828532236,1533.0,706.0,729,55.0
187,1466.443076923077,562.6892307692308,1481.0,584.0,325,32.0
188,1462.1479820627803,546.0919282511211,1462.5,558.0,446,25.0
189,1454.9578783151326,531.594383775351,1453.5,546.0,641,29.0
190,1451.4155172413793,514.4775862068966,1450.5,527.0,580,30.0
191,1442.262910798122,499.0798122065728,1443.0,504.0,213,22.0
192,1434.3096774193548,489.3322580645161,1436.0,499.0,310,21.0
193,1430.8243902439024,474.9560975609756,1428.5,487.0,410,25.0
194,1421.8991596638655,468.5042016806723,1420.5,477.0,357,26.0
195,1415.825552825553,459.67813267813267,1420.5,474.0,407,27.0
196,1409.208108108108,449.9513513513514,1409.5,459.0,370,23.0
197,1404.1435768261965,447.53652392947106,1406.0,457.0,397,22.0
198,1402.142543859649,446.8464912280702,1404.0,457.0,456,24.0
199,1390.7064516129033,430.3838709677419,1390.5,439.0,310,20.0
200,1378.0041493775934,428.0746887966805,1376.5,437.0,241,19.0
201,1374.2361516034985,425.6705539358601,1375.0,435.0,343,21.0
202,1366.844827586207,424.76847290640393,1367.5,436.0,406,23.0
203,1359.4515235457063,425.1301939058172,1358.0,435.0,361,21.0
204,1352.412429378531,426.31073446327684,1353.0,436.0,354,21.0
205,1344.6952662721894,427.8816568047337,1343.0,437.0,338,21.0
206,1340.8262295081968,429.20983606557377,1341.5,438.0,305,22.0
207,1327.5188284518829,430.4225941422594,1327.5,437.0,239,20.0
208,1319.431623931624,434.03418803418805,1325.0,441.0,234,23.0
209,1317.9155405405406,449.8614864864865,1316.0,462.0,296,23.0
210,1312.3449477351917,457.4320557491289,1315.0,467.0,287,20.0
211,1302.996183206107,468.5381679389313,1307.5,481.0,524,26.0
212,1299.0150537634408,475.541935483871,1299.0,488.0,465,26.0
213,1296.7277628032346,485.5256064690027,1298.0,495.0,371,23.0
214,1285.878892733564,498.3148788927336,1286.0,508.0,289,19.0
215,1278.6321585903083,513.8832599118942,1278.0,525.0,454,24.0
216,1272.0497592295344,528.5810593900482,1271.0,543.0,623,31.0
217,1267.1070707070708,542.5575757575757,1268.0,554.0,495,25.0
218,1258.7800925925926,557.800925925926,1256.0,570.0,432,25.0
219,1251.9900744416873,576.3200992555832,1248.5,586.0,403,26.0
220,1244.8643410852712,595.7635658914729,1240.5,609.0,516,27.0
221,1240.877729257642,610.3580786026201,1241.0,625.0,458,39.0
222,1233.910514541387,632.682326621924,1233.0,643.0,447,25.0
223,1227.4070981210855,652.8288100208769,1226.5,665.0,479,26.0
224,1221.9031531531532,674.6644144144144,1221.5,686.0,444,24.0
225,1214.6253164556963,698.1113924050633,1216.0,708.0,395,23.0
226,1210.0996168582376,704.9310344827586,1218.0,714.0,261,19.0
227,1207.9899749373433,700.2681704260651,1210.0,710.0,399,22.0
228,1208.9522613065326,671.3391959798995,1207.5,682.0,398,24.0
229,1209.1620947630922,641.9825436408978,1207.5,653.0,401,24.0
230,1206.8202764976959,616.5184331797235,1208.0,627.0,434,23.0
231,1207.2881773399015,589.9630541871921,1206.0,601.0,406,23.0
232,1206.1304347826087,565.5524296675192,1205.0,576.0,391,23.0
233,1205.1518624641833,541.7879656160459,1204.0,552.0,349,22.0
234,1204.9080118694362,519.8635014836796,1204.0,530.0,337,22.0
235,1206.0355329949239,498.8477157360406,1205.0,510.0,394,23.0
236,1207.2560483870968,481.39112903225805,1205.5,494.0,496,26.0
237,1205.951573849879,464.3607748184019,1203.5,475.0,413,22.0
238,1207.114914425428,448.5965770171149,1203.0,459.0,409,24.0
239,1208.0150753768844,429.7185929648241,1207.0,440.0,398,22.0
240,1207.8564593301435,414.2631578947368,1210.0,426.0,418,24.0
241,1208.456375838926,402.1230425055928,1210.0,414.0,447,24.0
242,1209.838,390.81,1210.5,403.0,500,26.0
243,1209.0334728033472,380.2384937238494,1206.0,393.0,478,26.0
244,1208.9932584269663,371.26067415730336,1208.5,383.0,445,25.0
245,1209.2819277108433,363.71084337349396,1208.5,375.0,415,24.0
246,1208.859410430839,356.75736961451247,1207.5,370.0,441,28.0
247,1209.5012853470437,348.5964010282776,1211.0,360.0,389,23.0
248,1210.2744680851065,344.33404255319147,1205.0,357.0,470,25.0
249,1210.4884259259259,340.00694444444446,1204.5,351.0,432,25.0
250,1211.0199115044247,338.3561946902655,1213.0,349.0,452,25.0
251,1210.9588377723971,336.6004842615012,1213.0,348.0,413,23.0
252,1210.8788598574822,336.6698337292162,1213.5,348.0,421,23.0
253,1211.2494577006507,337.6420824295011,1211.5,349.0,461,24.0
254,1211.2178649237474,339.14814814814815,1204.5,350.0,459,25.0
255,1211.4598540145985,341.17761557177613,1206.0,350.0,411,28.0
256,1211.5078125,344.015625,1207.0,353.0,384,27.0
257,1210.5746478873239,349.3380281690141,1203.5,359.0,355,25.0
258,1214.080831408776,356.1524249422633,1211.5,367.0,433,28.0
259,1212.3455723542118,365.8682505399568,1207.0,377.0,463,24.0
260,1213.226012793177,374.04051172707887,1215.0,385.0,469,25.0
261,1213.1460481099657,383.80584192439864,1208.5,398.0,582,29.0
262,1214.5408921933085,393.19516728624535,1211.5,406.0,538,27.0
263,1214.78730703259,403.8833619210978,1211.0,418.0,583,29.0
264,1215.8513274336283,416.870796460177,1214.5,430.0,565,29.0
265,1215.3807439824946,431.6061269146608,1217.5,444.0,457,25.0
266,1215.1072874493927,446.58906882591094,1207.0,458.0,494,27.0
267,1214.8914285714286,461.8285714285714,1211.0,475.0,525,31.0
268,1214.7016666666666,479.18666666666667,1213.5,492.0,600,29.0
269,1213.6612903225807,495.5806451612903,1211.0,508.0,496,26.0
270,1214.3079710144928,514.3677536231884,1211.5,527.0,552,26.0
271,1213.0741482965932,534.6673346693386,1213.5,547.0,499,26.0
272,1213.2928571428572,553.1904761904761,1211.5,565.0,420,24.0
273,1213.9630606860158,574.7071240105541,1216.5,585.0,379,23.0
274,1214.45,597.9321428571428,1215.5,606.0,280,19.0
275,1214.2212389380531,621.0022123893805,1219.0,633.0,452,25.0
276,1203.4811715481171,626.8305439330544,1203.5294117647059,636.0,478,29.0
277,1168.88605108055,612.1355599214145,1169.5,624.0,509,40.0
278,1137.8400852878465,598.7462686567164,1140.5,610.0,469,29.0
279,,,,,0,0.0
280,1076.3649635036497,569.2992700729927,1076.0,573.0,137,18.0
281,1048.4293193717278,567.2984293193717,1046.0,579.0,382,23.0
282,1016.832,560.36,1015.0,571.0,375,23.0
283,987.2047477744807,550.8842729970327,993.5,562.0,337,22.0
284,964.273607748184,547.3825665859564,963.0,559.0,413,24.0
285,945.8096774193548,543.3467741935484,935.0,554.0,620,36.0
286,908.5200945626477,542.5744680851063,909.0,553.0,423,23.0
287,885.025,540.645,883.5,552.0,600,30.0
288,858.7348643006263,541.0626304801671,858.0,552.0,479,24.0
289,833.3018867924528,543.4669811320755,834.5,555.0,424,25.0
290,808.5394402035623,545.8804071246819,810.0,556.0,393,22.0
291,787.592039800995,548.3855721393035,788.0,558.0,402,24.0
292,764.5219941348973,551.4369501466275,762.0,560.0,341,25.0
293,742.6828478964401,557.4239482200647,744.5,568.0,309,21.0
294,720.635687732342,564.7620817843866,721.0,572.0,269,20.0
295,698.3264604810996,570.5154639175257,700.0,581.0,291,21.0
296,680.189090909091,579.32,681.5,587.0,275,20.0
297,660.855,588.84,663.0,598.0,200,18.0
298,658.2410423452769,580.9218241042345,663.0,592.0,307,22.0
299,659.6590909090909,562.3409090909091,658.0,573.0,308,22.0
300,663.2594339622641,546.0495283018868,663.5,556.0,424,26.0
301,663.4191616766467,530.4221556886228,660.5,541.0,334,23.0
302,667.3024523160763,515.2970027247957,670.0,526.0,367,22.0
303,670.2523364485982,501.22118380062307,670.0,510.0,321,23.0
304,675.223849372385,489.1380753138075,677.5,500.0,478,25.0
305,676.3629441624365,478.51015228426394,672.5,489.0,394,22.0
306,678.8104265402843,469.0592417061611,685.0,481.0,422,25.0
307,679.751282051282,459.03846153846155,678.0,471.0,390,25.0
308,682.5388349514564,452.0364077669903,684.0,464.0,412,26.0
309,683.8875,444.155,678.5,461.0,400,32.0
310,686.7773851590106,433.4416961130742,685.0,444.0,283,21.0
311,691.1268436578171,428.2713864306785,689.5,439.0,339,22.0
312,694.2012195121952,422.6067073170732,695.0,432.0,328,20.0
313,694.9439252336449,418.98442367601245,693.0,430.0,321,22.0
314,700.2465753424658,416.2109589041096,700.5,426.0,365,22.0
315,702.8482384823848,413.9512195121951,701.0,426.0,369,24.0
316,706.557603686636,412.94930875576034,701.0,425.0,434,24.0
317,707.6102088167054,413.046403712297,701.5,425.0,431,25.0
318,710.0691489361702,413.5718085106383,708.5,423.0,376,21.0
319,713.2,414.7298701298701,714.5,425.0,385,24.0
320,716.5012853470437,416.95886889460155,718.5,427.0,389,23.0
321,718.9375,420.7172619047619,723.5,432.0,336,24.0
322,723.5532544378698,424.594674556213,727.0,433.0,338,23.0
323,726.1089743589744,430.4519230769231,726.5,440.0,312,21.0
324,728.6444444444444,436.39629629629627,727.0,445.0,270,18.0
325,732.2271468144045,448.12742382271466,730.5,460.0,361,24.0
326,736.335092348285,455.21108179419525,733.0,464.0,379,26.0
327,737.8483412322275,466.9668246445498,738.5,478.0,422,23.0
328,738.8282051282051,474.2358974358974,739.0,485.0,390,27.0
329,742.3882783882784,485.7765567765568,740.0,496.0,273,23.0
330,757.6292834890966,493.42367601246104,761.5,501.0,321,33.0
331,757.473544973545,508.6825396825397,760.5,518.0,378,28.0
332,761.2240143369175,521.3530465949821,754.0,537.0,558,30.0
333,760.1546961325967,540.4419889502763,759.0,555.0,543,40.0
334,763.3511705685619,560.5384615384615,768.0,571.0,299,21.0
335,766.6,579.065671641791,768.5,590.0,335,22.0
336,774.9556025369978,599.3636363636364,776.0,612.0,473,31.0
337,778.2408963585434,610.2647058823529,776.0,628.0,714,38.0
338,780.3301435406698,636.700956937799,780.0,647.0,418,26.0
339,785.7088948787062,659.2830188679245,785.0,669.0,371,24.0
340,789.4627659574468,679.9760638297872,788.0,689.0,376,23.0
341,793.4930362116992,702.2061281337047,792.0,713.0,359,23.0
342,797.0131578947369,693.3315789473684,797.5,703.0,380,22.0
343,799.2724719101124,665.1376404494382,799.0,675.0,356,21.0
344,802.1457142857142,637.14,802.5,647.0,350,21.0
345,803.7225274725274,611.8296703296703,805.0,623.0,364,25.0
346,806.379652605459,589.5856079404466,806.0,611.0,403,36.0
347,808.7367021276596,564.3191489361702,812.5,577.0,376,24.0
348,812.0734966592428,543.2516703786191,813.5,555.0,449,25.0
349,816.7284595300262,519.6762402088773,813.5,530.0,383,22.0
350,815.8535031847134,504.18471337579615,819.0,515.0,314,23.0
351,820.375366568915,481.3313782991202,813.0,497.0,341,27.0
352,823.8575757575758,466.40909090909093,826.5,478.0,330,23.0
353,822.7884615384615,448.5128205128205,818.5,458.0,312,21.0
354,824.5593220338983,438.9279661016949,828.0,447.0,236,26.0
355,837.7708333333334,435.97083333333336,834.5,441.0,240,30.0
356,845.4422310756972,436.7211155378486,851.0,442.0,251,31.0
357,847.5370370370371,435.6296296296296,844.5,439.0,108,23.0
358,845.8495575221239,436.46017699115043,849.0,441.0,226,34.0
359,845.873831775701,377.5934579439252,843.5,387.0,214,21.0
360,846.5361990950227,366.86425339366514,836.0,424.0,442,70.0
361,849.1088435374149,361.7551020408163,847.5,374.0,441,29.0
362,850.7591743119266,355.38761467889907,851.0,368.0,436,27.0
363,852.2566371681415,353.43362831858406,850.5,365.0,452,26.0
364,853.9290540540541,351.22635135135135,850.0,365.0,592,29.0
365,855.5272161741835,349.92223950233284,849.0,364.0,643,31.0
366,857.5689381933439,349.0047543581617,848.5,363.0,631,32.0
367,859.3327868852459,347.8672131147541,847.5,361.0,610,32.0
368,863.0921052631579,348.48538011695905,850.5,364.0,684,41.0
369,870.2348993288591,346.75615212527964,873.6666666666666,356.0,447,28.0
370,874.3449367088608,347.25632911392404,874.0,357.0,316,22.0
371,876.9428571428572,351.76666666666665,877.5,362.0,420,25.0
372,879.3057644110276,355.44611528822054,881.0,366.0,399,24.0
373,883.8009950248756,361.39303482587064,887.5,372.0,402,23.0
374,889.3559633027523,366.697247706422,889.5,378.0,545,36.0
375,891.3885350318471,373.24628450106155,888.0,384.0,471,33.0
376,892.3715596330276,381.67660550458714,891.5,392.0,436,29.0
377,894.7116564417178,389.3721881390593,892.5,402.0,489,26.0
378,896.7775119617224,400.6818181818182,896.0,412.0,418,23.0
379,899.371921182266,410.9605911330049,902.0,421.0,406,24.0
380,901.6095890410959,420.19520547945206,903.0,429.0,292,22.0
381,900.2767123287671,430.33972602739726,904.0,439.0,365,40.0
382,907.662100456621,446.5342465753425,906.0,455.0,219,26.0
383,912.2348754448399,459.93238434163703,904.0,470.0,281,20.0
384,916.6994535519126,474.71311475409834,913.0,484.0,366,24.0
385,918.3853427895981,487.12529550827423,924.5,499.0,423,24.0
386,919.1320754716982,487.9919137466307,925.5,499.0,371,24.0
387,918.4064837905237,487.33167082294267,925.0,499.0,401,24.0
388,917.2063157894737,486.01894736842104,925.0,499.0,475,27.0
389,,,,,0,0.0
390,,,,,0,0.0
391,,,,,0,0.0
392,,,,,0,0.0
393,1030.6450839328538,535.7098321342926,1033.3,546.0,417,28.0
394,1057.1715210355987,525.0809061488674,1060.0,534.0,309,25.0
395,1085.5,521.4021739130435,1085.5,530.0,368,26.0
396,1113.295358649789,516.2151898734177,1108.0,528.0,474,25.0
397,1140.7893700787401,514.0944881889764,1145.5,525.0,508,28.0
398,1167.3197424892703,513.1909871244635,1166.0,524.0,466,24.0
399,1194.295871559633,511.2133027522936,1194.0,522.0,436,23.0
400,1223.1395939086294,510.5558375634518,1222.5,521.0,394,22.0
401,1248.6178660049627,511.99007444168734,1249.0,522.0,403,24.0
402,1273.9543378995434,513.3584474885845,1274.5,524.0,438,24.0
403,1304.3347547974413,515.4434968017058,1299.5,524.0,469,31.0
404,1332.646913580247,518.4617283950618,1337.0,527.0,405,29.0
405,1354.1472527472527,527.8021978021978,1352.5,546.0,455,32.0
406,1380.1393258426967,532.2337078651685,1381.5,544.0,445,24.0
407,1405.504608294931,537.2972350230415,1407.5,547.0,434,24.0
408,1430.686746987952,544.2981927710844,1429.5,554.0,332,20.0
409,1456.017857142857,552.1285714285714,1458.5,561.0,280,19.0
410,1479.7732342007434,563.1895910780669,1480.0,573.0,269,19.0
411,1504.715302491103,572.5551601423488,1504.5,582.0,281,20.0
412,1527.2194092827003,583.7088607594936,1527.5,591.0,237,17.0
413,1550.2857142857142,597.5645161290323,1563.5,609.0,434,33.0
414,1567.9043062200958,608.6555023923445,1573.0,618.0,209,23.0
415,1593.9789915966387,624.9327731092437,1594.5,634.0,238,20.0
416,1616.9067164179105,639.3134328358209,1618.0,648.0,268,19.0
417,1638.0766550522649,654.801393728223,1637.5,663.0,287,19.0
418,1658.9463087248323,670.4261744966443,1658.5,679.0,298,20.0
419,1679.1182795698924,687.5340501792115,1677.0,697.0,279,20.0
420,1698.2702702702702,704.988416988417,1698.5,712.0,259,21.0
421,1719.633064516129,723.4879032258065,1719.0,732.0,248,18.0
422,1736.028,742.24,1735.5,750.0,250,20.0
423,1756.3002544529263,764.3715012722646,1762.0,776.0,393,24.0
424,1770.9408099688474,760.1246105919004,1773.0,773.0,321,24.0
425,1786.5873605947954,748.453531598513,1786.5,757.0,269,20.0
426,1802.9054054054054,738.8918918918919,1803.0,746.0,222,17.0
427,1818.071186440678,727.9525423728813,1817.5,737.0,295,19.0
428,1834.4245614035087,719.3754385964912,1834.0,728.0,285,20.0
429,1849.9854545454546,712.1054545454546,1848.0,721.0,275,19.0
430,1865.3870967741937,705.2795698924731,1864.5,714.0,279,19.0
431,1879.4603174603174,699.6944444444445,1878.5,708.0,252,19.0
432,1894.8045112781954,695.4285714285714,1893.0,704.0,266,19.0
433,1909.9714285714285,693.5485714285714,1909.0,699.0,175,20.0
434,,,,,0,0.0
435,,,,,0,0.0
436,,,,,0,0.0
437,,,,,0,0.0
438,,,,,0,0.0
439,,,,,0,0.0
440,,,,,0,0.0
