frame,track_id,bbox_x1,bbox_y1,bbox_x2,bbox_y2,center_x,center_y,field_x,field_y,timestamp_sec
86,3,1398,669,1454,779,1426,779,1257.2779541015625,413.1830139160156,2.8666666666666667
86,4,1454,729,1569,862,1511,862,1282.7742919921875,805.0445556640625,2.8666666666666667
87,1,240,661,284,812,262,812,-12.155421257019043,539.941650390625,2.9
87,2,894,660,955,824,924,824,698.9091186523438,619.7086181640625,2.9
87,3,1396,670,1454,778,1425,778,1256.9554443359375,407.8123474121094,2.9
87,4,1454,727,1568,860,1511,860,1284.2554931640625,796.7703857421875,2.9
88,1,240,659,285,811,262,811,-13.373611450195312,535.0452880859375,2.933333333333333
88,2,894,660,956,826,925,826,700.166015625,629.0332641601562,2.933333333333333
88,3,1395,669,1454,780,1424,780,1254.247314453125,418.425537109375,2.933333333333333
88,4,1452,724,1568,863,1510,863,1281.05322265625,809.1334228515625,2.933333333333333
89,1,234,656,287,810,260,810,-16.75473403930664,530.0641479492188,2.966666666666667
89,2,894,657,956,823,925,823,699.8530883789062,615.0750732421875,2.966666666666667
89,3,1393,669,1456,782,1424,782,1252.6705322265625,429.0066223144531,2.966666666666667
89,4,1453,725,1567,863,1510,863,1281.05322265625,809.1334228515625,2.966666666666667
90,1,229,656,288,806,258,806,-23.867612838745117,510.19219970703125,3.0
90,2,894,658,954,824,924,824,698.9091186523438,619.7086181640625,3.0
90,3,1394,669,1455,782,1424,782,1252.6705322265625,429.0066223144531,3.0
90,4,1454,726,1560,863,1507,863,1278.1019287109375,809.0421142578125,3.0
91,1,227,655,292,806,259,806,-22.781200408935547,510.2272644042969,3.033333333333333
91,2,894,660,955,823,924,823,698.8028564453125,615.0416259765625,3.033333333333333
91,3,1392,668,1456,783,1424,783,1251.885986328125,434.2714538574219,3.033333333333333
91,4,1450,725,1545,860,1497,860,1270.4228515625,796.3416137695312,3.033333333333333
92,1,227,658,299,819,263,819,-2.6687166690826416,573.8275756835938,3.066666666666667
92,2,894,657,955,823,924,823,698.8028564453125,615.0416259765625,3.066666666666667
92,3,1382,669,1457,778,1419,778,1250.229248046875,407.5900573730469,3.066666666666667
92,4,1445,727,1540,860,1492,860,1265.4820556640625,796.1884765625,3.066666666666667
93,1,230,659,299,822,264,822,1.9400819540023804,588.146484375,3.1
93,2,894,657,955,823,924,823,698.8028564453125,615.0416259765625,3.1
93,3,1381,670,1456,772,1418,772,1253.865966796875,375.17718505859375,3.1
93,4,1440,726,1541,859,1490,859,1264.2197265625,791.9708862304688,3.1
94,1,234,665,298,820,266,820,1.7065194845199585,578.7057495117188,3.1333333333333333
94,2,894,656,957,823,925,823,699.8530883789062,615.0750732421875,3.1333333333333333
94,3,1377,671,1459,776,1418,776,1250.6837158203125,396.8318176269531,3.1333333333333333
94,4,1445,727,1541,859,1493,859,1267.1884765625,792.06298828125,3.1333333333333333
95,1,237,666,304,820,270,820,5.9577155113220215,578.8414916992188,3.1666666666666665
95,2,894,659,955,824,924,824,698.9091186523438,619.7086181640625,3.1666666666666665
95,3,1377,673,1465,772,1421,772,1257.262451171875,375.2900085449219,3.1666666666666665
95,4,1448,738,1539,861,1493,861,1265.754150390625,800.3633422851562,3.1666666666666665
96,1,237,666,304,818,270,818,3.603682518005371,569.2750854492188,3.2
96,2,894,660,955,823,924,823,698.8028564453125,615.0416259765625,3.2
96,3,1379,675,1454,771,1416,771,1252.4000244140625,369.64337158203125,3.2
96,4,1423,711,1535,861,1479,861,1251.938720703125,799.9354858398438,3.2
97,1,241,664,305,816,273,816,4.443167686462402,559.7522583007812,3.2333333333333334
97,2,894,659,956,823,925,823,699.8530883789062,615.0750732421875,3.2333333333333334
97,3,1378,677,1452,770,1415,770,1252.065185546875,364.12890625,3.2333333333333334
97,4,1426,709,1530,859,1478,859,1252.3436279296875,791.6025390625,3.2333333333333334
98,1,247,663,307,819,277,819,12.233159065246582,574.3037719726562,3.2666666666666666
98,2,894,660,954,823,924,823,698.8028564453125,615.0416259765625,3.2666666666666666
98,3,1376,677,1450,774,1413,774,1246.627197265625,385.8529968261719,3.2666666666666666
98,4,1421,708,1526,859,1473,859,1247.394775390625,791.4490356445312,3.2666666666666666
99,1,249,668,310,818,279,818,13.197821617126465,569.5819091796875,3.3
99,2,894,657,954,823,924,823,698.8028564453125,615.0416259765625,3.3
99,3,1376,677,1450,774,1413,774,1246.627197265625,385.8529968261719,3.3
99,4,1411,702,1522,859,1466,859,1240.466064453125,791.234130859375,3.3
100,1,256,671,317,822,286,822,25.247819900512695,588.8895874023438,3.3333333333333335
100,2,894,657,952,823,923,823,697.7526245117188,615.0081787109375,3.3333333333333335
100,3,1376,677,1450,774,1413,774,1246.627197265625,385.8529968261719,3.3333333333333335
100,4,1380,681,1516,860,1448,860,1221.99267578125,794.840576171875,3.3333333333333335
101,1,258,672,320,826,289,826,32.938846588134766,607.826416015625,3.3666666666666667
101,2,894,657,951,823,922,823,696.702392578125,614.9747314453125,3.3666666666666667
101,3,1380,680,1461,789,1420,789,1242.826171875,465.36126708984375,3.3666666666666667
101,4,1378,684,1514,863,1446,863,1218.072509765625,807.185546875,3.3666666666666667
102,1,260,671,322,822,291,822,30.544235229492188,589.0584716796875,3.4
102,2,894,656,951,822,922,822,696.5925903320312,610.2932739257812,3.4
102,3,1380,680,1461,789,1420,789,1242.826171875,465.36126708984375,3.4
102,4,1381,682,1493,861,1437,861,1210.48046875,798.6514282226562,3.4
103,1,263,676,322,821,292,821,30.471431732177734,584.347412109375,3.433333333333333
103,2,894,658,952,822,923,822,697.6444702148438,610.3268432617188,3.433333333333333
103,3,1414,710,1475,856,1444,856,1220.643310546875,778.0081176757812,3.433333333333333
103,4,1392,684,1481,859,1436,859,1210.7655029296875,790.3129272460938,3.433333333333333
104,1,265,677,327,822,296,822,35.84035873413086,589.227294921875,3.466666666666667
104,2,894,657,953,823,923,823,697.7526245117188,615.0081787109375,3.466666666666667
104,3,1402,725,1476,856,1439,856,1215.6712646484375,777.853515625,3.466666666666667
104,4,1390,684,1475,856,1432,856,1208.7100830078125,777.6371459960938,3.466666666666667
105,1,271,677,341,822,306,822,46.43171310424805,589.56494140625,3.5
105,2,895,659,951,823,923,823,697.7526245117188,615.0081787109375,3.5
105,3,1402,725,1476,856,1439,856,1215.6712646484375,777.853515625,3.5
105,4,1376,681,1472,856,1424,856,1200.753662109375,777.3898315429688,3.5
106,1,277,678,366,820,321,820,60.14381408691406,580.5717163085938,3.533333333333333
106,2,895,658,952,824,923,824,697.8604736328125,619.6752319335938,3.533333333333333
106,3,1402,725,1476,856,1439,856,1215.6712646484375,777.853515625,3.533333333333333
106,4,1381,684,1465,853,1423,853,1201.6419677734375,764.694580078125,3.533333333333333
107,1,279,675,353,822,316,822,57.02189254760742,589.902587890625,3.566666666666667
107,2,895,659,952,823,923,823,697.7526245117188,615.0081787109375,3.566666666666667
107,3,1402,725,1476,856,1439,856,1215.6712646484375,777.853515625,3.566666666666667
107,4,1378,682,1460,849,1419,849,1200.1590576171875,747.5101928710938,3.566666666666667
108,1,281,673,351,821,316,821,55.92903518676758,585.15966796875,3.6
108,2,896,658,953,823,924,823,698.8028564453125,615.0416259765625,3.6
108,3,1346,689,1459,850,1402,850,1182.4696044921875,751.2613525390625,3.6
108,4,1379,683,1456,851,1417,851,1196.8951416015625,756.0025634765625,3.6
109,1,283,673,354,821,318,821,58.050193786621094,585.2273559570312,3.6333333333333333
109,2,896,656,953,823,924,823,698.8028564453125,615.0416259765625,3.6333333333333333
109,3,1340,690,1441,848,1390,848,1171.6051025390625,742.3014526367188,3.6333333333333333
109,4,1393,674,1451,787,1422,787,1246.563232421875,455.0887451171875,3.6333333333333333
110,1,285,672,351,819,318,819,55.860939025878906,575.6979370117188,3.6666666666666665
110,2,897,655,951,822,924,822,698.6962890625,610.3603515625,3.6666666666666665
110,3,1346,689,1427,846,1386,846,1168.75244140625,733.5405883789062,3.6666666666666665
110,4,1393,673,1449,777,1421,777,1253.2633056640625,402.3125915527344,3.6666666666666665
111,1,288,672,360,822,324,822,65.4931869506836,590.1726684570312,3.7
111,2,897,654,951,822,924,822,698.6962890625,610.3603515625,3.7
111,3,1336,686,1418,845,1377,845,1160.2418212890625,728.9188842773438,3.7
111,4,1385,671,1447,777,1416,777,1247.6488037109375,402.12689208984375,3.7
112,1,286,671,354,823,320,823,62.340633392333984,594.7657470703125,3.7333333333333334
112,2,897,654,950,822,923,822,697.6444702148438,610.3268432617188,3.7333333333333334
112,3,1333,682,1410,843,1371,843,1155.3140869140625,720.0150756835938,3.7333333333333334
112,4,1381,670,1448,777,1414,777,1245.40283203125,402.0526123046875,3.7333333333333334
113,1,287,672,363,827,325,827,71.89364624023438,613.7010498046875,3.7666666666666666
113,2,897,653,952,822,924,822,698.6962890625,610.3603515625,3.7666666666666666
113,3,1323,683,1407,840,1365,840,1150.9234619140625,706.6553344726562,3.7666666666666666
113,4,1388,667,1452,781,1420,781,1248.995361328125,423.57757568359375,3.7666666666666666
114,1,286,674,355,826,320,826,65.56982421875,608.863525390625,3.8
114,2,898,656,953,821,925,821,699.642822265625,605.6983642578125,3.8
114,3,1315,680,1403,838,1359,838,1145.9306640625,697.6177368164062,3.8
114,4,1404,661,1449,776,1426,776,1259.6812744140625,397.12969970703125,3.8
115,1,290,677,359,828,324,828,71.90306091308594,618.3238525390625,3.8333333333333335
115,2,899,656,954,822,926,822,700.7999267578125,610.4274291992188,3.8333333333333335
115,3,1311,681,1390,835,1350,835,1138.3848876953125,683.9588623046875,3.8333333333333335
115,4,1394,656,1452,781,1423,781,1252.342041015625,423.6878967285156,3.8333333333333335
116,1,293,679,356,828,324,828,71.90306091308594,618.3238525390625,3.8666666666666667
116,2,899,655,954,821,926,821,700.6962280273438,605.7319946289062,3.8666666666666667
116,3,1305,683,1386,836,1345,836,1132.7073974609375,688.2669067382812,3.8666666666666667
116,4,1393,655,1451,779,1422,779,1252.80126953125,413.0351867675781,3.8666666666666667
117,1,310,682,363,829,336,829,85.53012084960938,623.364501953125,3.9
117,2,899,658,957,821,928,821,702.8030395507812,605.7991943359375,3.9
117,3,1300,684,1373,833,1336,833,1125.0782470703125,674.5234375,3.9
117,4,1393,650,1453,779,1423,779,1253.92041015625,413.0721435546875,3.9
118,1,318,682,365,827,341,827,88.70441436767578,614.2349853515625,3.933333333333333
118,2,898,660,955,820,926,820,700.5922241210938,601.0221557617188,3.933333333333333
118,3,1297,684,1358,829,1327,829,1117.90576171875,656.101806640625,3.933333333333333
118,4,1393,649,1452,776,1422,776,1255.1826171875,396.9807434082031,3.933333333333333
119,1,321,680,370,823,345,823,88.7690658569336,595.607666015625,3.966666666666667
119,2,898,661,954,818,926,818,700.38330078125,591.5590209960938,3.966666666666667
119,3,1289,682,1344,830,1316,830,1105.998779296875,660.2938232421875,3.966666666666667
119,4,1399,647,1451,777,1425,777,1257.7547607421875,402.4611511230469,3.966666666666667
120,1,321,677,377,827,349,827,97.10868835449219,614.5018920898438,4.0
120,2,897,660,955,818,926,818,700.38330078125,591.5590209960938,4.0
120,3,1280,683,1337,828,1308,828,1098.7161865234375,650.90966796875,4.0
120,4,1400,644,1454,778,1427,778,1259.1973876953125,407.8864440917969,4.0
121,1,323,676,381,829,352,829,102.28766632080078,623.8958740234375,4.033333333333333
121,2,897,663,956,818,926,818,700.38330078125,591.5590209960938,4.033333333333333
121,3,1269,684,1332,827,1300,827,1090.9000244140625,646.0639038085938,4.033333333333333
121,4,1400,641,1458,776,1429,776,1263.05517578125,397.2413635253906,4.033333333333333
122,1,328,675,391,838,359,838,118.49293518066406,665.2578125,4.066666666666666
122,2,897,658,957,817,927,817,701.3381958007812,586.8395385742188,4.066666666666666
122,3,1260,683,1326,825,1293,825,1084.5799560546875,636.62548828125,4.066666666666666
122,4,1399,641,1458,774,1428,774,1263.5533447265625,386.414306640625,4.066666666666666
123,1,329,677,399,842,364,842,127.49512481689453,683.3452758789062,4.1
123,2,897,657,972,820,934,820,709.0320434570312,601.2916870117188,4.1
123,3,1252,681,1319,817,1285,817,1080.0213623046875,598.9598388671875,4.1
123,4,1397,641,1461,774,1429,774,1264.6817626953125,386.45172119140625,4.1
124,1,331,677,392,836,361,836,118.61373138427734,656.2793579101562,4.133333333333334
124,2,902,657,957,816,929,816,703.3576049804688,582.1395263671875,4.133333333333334
124,3,1246,678,1315,817,1280,817,1074.742919921875,598.7908935546875,4.133333333333334
124,4,1395,642,1456,774,1425,774,1260.16845703125,386.30206298828125,4.133333333333334
125,1,335,680,396,835,365,835,121.7873306274414,651.8681640625,4.166666666666667
125,2,905,655,957,813,931,813,705.1875,567.8157958984375,4.166666666666667
125,3,1245,679,1313,816,1279,816,1074.156982421875,594.016845703125,4.166666666666667
125,4,1390,645,1466,776,1428,776,1261.9305419921875,397.2041320800781,4.166666666666667
126,1,341,683,394,835,367,835,123.86256408691406,651.9337158203125,4.2
126,2,908,654,955,814,931,814,705.2854614257812,572.6279296875,4.2
126,3,1241,677,1310,817,1275,817,1069.464111328125,598.6219482421875,4.2
126,4,1389,646,1475,783,1432,783,1260.7811279296875,434.56414794921875,4.2
127,1,343,682,404,839,373,839,133.90379333496094,670.2139282226562,4.233333333333333
127,2,911,654,956,818,933,818,707.7908935546875,591.7959594726562,4.233333333333333
127,3,1245,676,1306,816,1275,816,1069.927490234375,593.88134765625,4.233333333333333
127,4,1389,647,1474,784,1431,784,1258.8746337890625,439.77471923828125,4.233333333333333
128,1,351,685,408,843,379,843,143.8250732421875,688.2757568359375,4.266666666666667
128,2,910,652,974,813,942,813,716.9173583984375,568.1924438476562,4.266666666666667
128,3,1247,677,1305,815,1276,815,1071.451171875,589.1600952148438,4.266666666666667
128,4,1382,648,1473,785,1427,785,1253.6494140625,444.85931396484375,4.266666666666667
129,1,354,688,411,843,382,843,146.90032958984375,688.3722534179688,4.3
129,2,910,653,962,808,936,808,710.06640625,543.703125,4.3
129,3,1244,675,1301,812,1272,812,1068.6031494140625,574.6695556640625,4.3
129,4,1379,649,1466,781,1422,781,1251.2265625,423.651123046875,4.3
130,1,364,684,424,843,394,843,159.20034790039062,688.7581787109375,4.333333333333333
130,2,909,655,962,806,935,806,708.80517578125,533.8482055664062,4.333333333333333
130,3,1244,672,1300,813,1272,813,1068.1390380859375,579.46923828125,4.333333333333333
130,4,1383,650,1463,783,1423,783,1250.7740478515625,434.23486328125,4.333333333333333
131,1,372,684,424,844,398,844,164.19749450683594,693.319091796875,4.366666666666666
131,2,910,653,969,803,939,803,712.855712890625,519.1421508789062,4.366666666666666
131,3,1244,672,1299,812,1271,812,1067.5391845703125,574.6353149414062,4.366666666666666
131,4,1384,650,1462,784,1423,784,1249.9937744140625,439.48272705078125,4.366666666666666
132,1,375,685,427,843,401,843,166.37461853027344,688.9832763671875,4.4
132,2,909,655,970,801,939,801,712.6798706054688,509.1671142578125,4.4
132,3,1242,671,1297,812,1269,812,1065.4111328125,574.5669555664062,4.4
132,4,1378,649,1459,782,1418,782,1245.98779296875,428.7865295410156,4.4
133,1,375,684,431,849,403,849,173.7242889404297,715.4434814453125,4.433333333333334
133,2,910,651,970,802,940,802,713.8527221679688,514.1976318359375,4.433333333333334
133,3,1241,670,1295,811,1268,811,1064.80615234375,569.7178344726562,4.433333333333334
133,4,1372,651,1454,779,1413,779,1242.727783203125,412.70257568359375,4.433333333333334
134,1,377,683,438,849,407,849,177.7872314453125,715.5704345703125,4.466666666666667
134,2,912,651,973,801,942,801,715.939453125,509.2727966308594,4.466666666666667
134,3,1240,673,1293,813,1266,813,1061.7647705078125,579.2645874023438,4.466666666666667
134,4,1367,642,1452,777,1409,777,1239.787841796875,401.86688232421875,4.466666666666667
135,1,379,682,453,847,416,847,185.21109008789062,707.1111450195312,4.5
135,2,913,651,968,802,940,802,713.8527221679688,514.1976318359375,4.5
135,3,1240,675,1291,812,1265,812,1061.155029296875,574.43017578125,4.5
135,4,1365,643,1448,777,1406,777,1236.4185791015625,401.75543212890625,4.5
136,1,383,685,477,864,430,864,213.40084838867188,780.2665405273438,4.533333333333333
136,2,915,649,969,799,942,799,715.7728271484375,499.2350769042969,4.533333333333333
136,3,1237,675,1290,809,1263,809,1060.38330078125,559.870849609375,4.533333333333333
136,4,1358,645,1440,771,1399,771,1233.119140625,369.0022888183594,4.533333333333333
137,1,387,685,479,864,433,864,216.38119506835938,780.3587036132812,4.566666666666666
137,2,916,649,974,797,945,797,718.8853149414062,489.2402648925781,4.566666666666666
137,3,1236,677,1288,807,1262,807,1060.2222900390625,550.1002197265625,4.566666666666666
137,4,1347,645,1424,768,1385,768,1219.47412109375,351.98077392578125,4.566666666666666
138,1,393,689,478,865,435,865,219.1591033935547,784.5860595703125,4.6
138,2,915,650,976,793,945,793,718.5677490234375,468.8444519042969,4.6
138,3,1229,679,1286,808,1257,808,1054.413818359375,554.8032836914062,4.6
138,4,1346,642,1408,767,1377,767,1211.0880126953125,346.1415100097656,4.6
139,1,398,692,480,861,439,861,219.9720458984375,767.9734497070312,4.633333333333334
139,2,915,649,971,798,943,798,716.7808227539062,494.2278137207031,4.633333333333334
139,3,1226,682,1284,803,1255,803,1054.501220703125,530.19970703125,4.633333333333334
139,4,1323,641,1427,772,1375,772,1205.1705322265625,373.55950927734375,4.633333333333334
140,1,402,693,480,862,441,862,222.7566680908203,772.2369995117188,4.666666666666667
140,2,913,647,972,787,942,787,714.7506713867188,437.6474304199219,4.666666666666667
140,3,1220,684,1283,807,1251,807,1048.4251708984375,549.7196044921875,4.666666666666667
140,4,1316,640,1422,774,1369,774,1196.95947265625,384.2059020996094,4.666666666666667
141,1,405,693,483,861,444,861,224.96038818359375,768.1279296875,4.7
141,2,913,646,973,777,943,777,714.9973754882812,384.5086975097656,4.7
141,3,1220,685,1283,809,1251,809,1047.5538330078125,559.4576416015625,4.7
141,4,1315,638,1417,773,1366,773,1194.2725830078125,378.6661376953125,4.7
142,1,412,694,483,862,447,862,228.73385620117188,772.4219970703125,4.733333333333333
142,2,919,647,975,780,947,780,719.7545166015625,400.7919006347656,4.733333333333333
142,3,1223,686,1281,804,1252,804,1050.820068359375,535.0328369140625,4.733333333333333
142,4,1314,637,1413,774,1363,774,1190.1845703125,383.9812316894531,4.733333333333333
143,1,415,692,479,860,447,860,227.17042541503906,764.007080078125,4.766666666666667
143,2,921,646,974,774,947,774,719.2719116210938,368.3646545410156,4.766666666666667
143,3,1224,684,1281,808,1252,808,1049.0596923828125,554.6307373046875,4.766666666666667
143,4,1314,636,1409,776,1361,776,1186.55078125,394.7087097167969,4.766666666666667
144,1,417,693,487,861,452,861,232.94119262695312,768.3751220703125,4.8
144,2,924,645,968,773,946,773,718.0538330078125,362.8598937988281,4.8
144,3,1223,685,1276,807,1249,807,1046.2801513671875,549.650390625,4.8
144,4,1315,635,1407,774,1361,774,1187.92626953125,383.9063415527344,4.8
145,1,419,695,492,860,455,860,235.16256713867188,764.2547607421875,4.833333333333333
145,2,923,639,971,776,947,776,719.433837890625,379.24481201171875,4.833333333333333
145,3,1222,683,1274,804,1248,804,1046.509765625,534.8934326171875,4.833333333333333
145,4,1313,635,1397,768,1355,768,1185.264404296875,350.84033203125,4.833333333333333
146,1,420,694,501,867,460,867,245.4593963623047,793.644775390625,4.866666666666666
146,2,923,643,969,775,946,775,718.2200317382812,373.7761535644531,4.866666666666666
146,3,1222,682,1274,803,1248,803,1046.946533203125,529.9552001953125,4.866666666666666
146,4,1311,636,1384,768,1347,768,1176.1397705078125,350.5361328125,4.866666666666666
147,1,423,694,501,869,462,869,248.9268341064453,801.950927734375,4.9
147,2,922,636,974,774,948,774,720.40673828125,368.40228271484375,4.9
147,3,1223,680,1271,801,1247,801,1046.741455078125,519.9967651367188,4.9
147,4,1303,634,1373,770,1338,770,1164.55712890625,361.216796875,4.9
148,1,425,695,502,868,463,868,249.17047119140625,797.8646850585938,4.933333333333334
148,2,921,631,972,776,946,776,718.302734375,379.2073669433594,4.933333333333334
148,3,1225,678,1273,802,1249,802,1048.465576171875,525.036376953125,4.933333333333334
148,4,1294,642,1373,772,1333,772,1157.583251953125,371.9786376953125,4.933333333333334
149,1,425,697,501,872,463,872,252.12730407714844,814.2608642578125,4.966666666666667
149,2,921,629,972,777,946,777,718.3851928710938,384.6207580566406,4.966666666666667
149,3,1219,676,1271,802,1245,802,1044.1416015625,524.8963012695312,4.966666666666667
149,4,1289,635,1370,774,1329,774,1151.784423828125,382.7077941894531,4.966666666666667
150,1,426,702,497,874,461,874,251.6351318359375,822.3291015625,5.0
150,2,918,627,971,772,944,772,715.693115234375,357.29901123046875,5.0
150,3,1218,665,1270,801,1244,801,1043.4932861328125,519.8914794921875,5.0
150,4,1278,636,1363,774,1320,774,1141.6170654296875,382.37060546875,5.0
151,1,430,704,496,873,463,873,252.86126708984375,818.330810546875,5.033333333333333
151,2,918,626,974,773,946,773,718.0538330078125,362.8598937988281,5.033333333333333
151,3,1218,659,1270,801,1244,801,1043.4932861328125,519.8914794921875,5.033333333333333
151,4,1262,638,1357,772,1309,772,1130.3797607421875,371.074951171875,5.033333333333333
152,1,434,704,512,873,473,873,262.66461181640625,818.6318969726562,5.066666666666666
152,2,919,626,972,760,945,760,715.784423828125,290.0683288574219,5.066666666666666
152,3,1215,660,1269,801,1242,801,1041.3277587890625,519.8212890625,5.066666666666666
152,4,1253,632,1350,771,1301,771,1121.8936767578125,365.30413818359375,5.066666666666666
153,1,435,707,509,872,472,872,260.96295166015625,814.5324096679688,5.1
153,2,918,626,970,762,944,762,714.8041381835938,301.4295654296875,5.1
153,3,1215,649,1274,802,1244,802,1043.060546875,524.8612670898438,5.1
153,4,1236,633,1344,772,1290,772,1108.838134765625,370.3593444824219,5.1
154,1,436,707,507,872,471,872,259.98126220703125,814.5022583007812,5.133333333333334
154,2,915,625,969,761,942,761,712.39404296875,295.6612548828125,5.133333333333334
154,3,1211,649,1271,802,1241,802,1039.8173828125,524.7562255859375,5.133333333333334
154,4,1240,637,1336,766,1288,766,1109.9530029296875,337.1857604980469,5.133333333333334
155,1,437,708,503,871,470,871,258.2733154296875,810.3909912109375,5.166666666666667
155,2,910,627,968,759,939,759,708.7130737304688,284.104736328125,5.166666666666667
155,3,1209,645,1277,800,1243,800,1042.843017578125,514.870849609375,5.166666666666667
155,4,1246,639,1330,768,1288,768,1108.8179931640625,348.2918395996094,5.166666666666667
156,1,435,711,485,869,460,869,246.9547882080078,801.8901977539062,5.2
156,2,908,624,971,760,939,760,708.8140869140625,289.83428955078125,5.2
156,3,1218,630,1281,801,1249,801,1048.9068603515625,520.0670166015625,5.2
156,4,1246,639,1330,768,1288,768,1108.8179931640625,348.2918395996094,5.2
157,1,436,711,487,868,461,868,247.1956024169922,797.8038330078125,5.233333333333333
157,2,904,629,968,754,936,754,704.6819458007812,255.04495239257812,5.233333333333333
157,3,1206,650,1275,801,1240,801,1039.1622314453125,519.7510986328125,5.233333333333333
157,4,1240,648,1282,776,1261,776,1073.931640625,390.9804382324219,5.233333333333333
158,1,436,710,489,869,462,869,248.9268341064453,801.950927734375,5.266666666666667
158,2,898,628,969,755,933,755,701.2755126953125,260.7543029785156,5.266666666666667
158,3,1204,633,1262,794,1233,794,1034.5174560546875,484.2667541503906,5.266666666666667
158,4,1205,629,1302,793,1253,793,1056.873291015625,479.884033203125,5.266666666666667
159,1,438,708,492,868,465,868,251.14529418945312,797.925537109375,5.3
159,2,894,630,969,754,931,754,698.8132934570312,254.84683227539062,5.3
159,3,1204,633,1262,794,1233,794,1034.5174560546875,484.2667541503906,5.3
159,4,1200,626,1291,794,1245,794,1047.6558837890625,484.69512939453125,5.3
160,1,439,708,496,864,467,864,250.1519775390625,781.4024047851562,5.333333333333333
160,2,889,630,971,756,930,756,697.8804931640625,266.4444580078125,5.333333333333333
160,3,1198,628,1266,794,1232,794,1033.4224853515625,484.2310485839844,5.333333333333333
160,4,1201,629,1300,793,1250,793,1053.583984375,479.7767028808594,5.333333333333333
161,1,439,708,499,864,469,864,252.13812255859375,781.4638061523438,5.366666666666666
161,2,887,632,970,758,928,758,695.7881469726562,277.9244384765625,5.366666666666666
161,3,1194,625,1269,792,1231,792,1033.171142578125,473.98193359375,5.366666666666666
161,4,1201,629,1300,793,1250,793,1053.583984375,479.7767028808594,5.366666666666666
162,1,438,708,502,864,470,864,253.1311798095703,781.4945068359375,5.4
162,2,889,633,970,756,929,756,696.710693359375,266.4050598144531,5.4
162,3,1185,628,1270,788,1227,788,1030.45263671875,453.21295166015625,5.4
162,4,1201,629,1300,793,1250,793,1053.583984375,479.7767028808594,5.4
163,1,438,708,505,864,471,864,254.1242218017578,781.525146484375,5.433333333333334
163,2,896,638,969,756,932,756,700.2200317382812,266.5233154296875,5.433333333333334
163,3,1177,624,1267,784,1222,784,1026.5858154296875,432.13726806640625,5.433333333333334
163,4,1201,629,1300,793,1250,793,1053.583984375,479.7767028808594,5.433333333333334
164,1,438,708,503,864,470,864,253.1311798095703,781.4945068359375,5.466666666666667
164,2,891,634,971,758,931,758,699.2857055664062,278.0420837402344,5.466666666666667
164,3,1174,627,1245,785,1209,785,1011.7244262695312,436.9117431640625,5.466666666666667
164,4,1171,631,1237,757,1204,757,1017.4409790039062,282.98773193359375,5.466666666666667
165,1,438,707,502,866,470,866,254.6109161376953,789.8098754882812,5.5
165,2,882,638,970,755,926,755,693.0729370117188,260.4776611328125,5.5
165,3,1189,629,1242,787,1215,787,1017.5855712890625,447.5791931152344,5.5
165,4,1159,625,1230,761,1194,761,1004.204345703125,305.449951171875,5.5
166,1,438,707,497,865,467,865,250.89720153808594,785.5662841796875,5.533333333333333
166,2,874,640,968,755,921,755,687.2135009765625,260.280029296875,5.533333333333333
166,3,1193,633,1238,788,1215,788,1017.1847534179688,452.7781982421875,5.533333333333333
166,4,1150,624,1205,757,1177,757,986.0111083984375,281.92962646484375,5.533333333333333
167,1,437,708,494,865,465,865,248.91387939453125,785.5050048828125,5.566666666666666
167,2,871,636,966,760,918,760,684.4138793945312,289.0150451660156,5.566666666666666
167,3,1183,636,1237,786,1210,786,1012.4411010742188,442.18133544921875,5.566666666666666
167,4,1139,631,1201,756,1170,756,978.2161865234375,275.8907775878906,5.566666666666666
168,1,436,708,493,864,464,864,247.17269897460938,781.310302734375,5.6
168,2,857,637,962,758,909,758,673.63427734375,277.1792907714844,5.6
168,3,1182,649,1234,790,1208,790,1008.6712646484375,462.87371826171875,5.6
168,4,1132,626,1193,757,1162,757,968.5455322265625,281.34161376953125,5.6
169,1,436,708,494,865,465,865,248.91387939453125,785.5050048828125,5.633333333333334
169,2,836,635,957,759,896,759,658.6594848632812,282.42266845703125,5.633333333333334
169,3,1185,649,1235,789,1210,789,1011.2651977539062,457.7797546386719,5.633333333333334
169,4,1122,629,1185,758,1153,758,957.7439575195312,286.7354431152344,5.633333333333334
170,1,436,709,496,864,466,864,249.15890502929688,781.3717041015625,5.666666666666667
170,2,828,631,956,763,892,763,654.771728515625,305.0877685546875,5.666666666666667
170,3,1184,653,1239,794,1211,794,1010.4256591796875,483.4812316894531,5.666666666666667
170,4,1112,629,1177,748,1144,748,950.35595703125,228.01730346679688,5.666666666666667
171,1,436,709,497,864,466,864,249.15890502929688,781.3717041015625,5.7
171,2,839,634,947,764,893,764,656.1171875,310.7839660644531,5.7
171,3,1187,657,1230,789,1208,789,1009.05712890625,457.70745849609375,5.7
171,4,1098,670,1171,754,1134,754,936.7900390625,262.8804016113281,5.7
172,1,436,708,499,865,467,865,250.89720153808594,785.5662841796875,5.733333333333333
172,2,826,634,934,764,880,764,641.10595703125,310.2817687988281,5.733333333333333
172,3,1183,653,1230,790,1206,790,1006.4666748046875,462.8016052246094,5.733333333333333
172,4,1091,635,1163,760,1127,760,926.974365234375,297.15899658203125,5.733333333333333
