frame,track_id,bbox_x1,bbox_y1,bbox_x2,bbox_y2,center_x,center_y,field_x,field_y,timestamp_sec
25,6,1002,658,1083,836,1042,836,807.2538452148438,582.7889404296875,0.8333333333333334
25,2,1784,654,1871,796,1827,796,1379.557373046875,505.23480224609375,0.8333333333333334
26,3,407,729,477,885,442,885,414.72247314453125,673.8502807617188,0.8666666666666667
26,6,1002,658,1081,835,1041,835,806.6214599609375,580.5723266601562,0.8666666666666667
26,2,1787,655,1881,796,1834,796,1384.5653076171875,505.3750915527344,0.8666666666666667
27,3,408,729,476,885,442,885,414.72247314453125,673.8502807617188,0.9
27,6,1002,658,1081,835,1041,835,806.6214599609375,580.5723266601562,0.9
27,2,1787,655,1846,794,1816,794,1373.623291015625,500.139404296875,0.9
28,3,410,729,476,883,443,883,414.3664855957031,669.98974609375,0.9333333333333333
28,6,1002,658,1082,836,1042,836,807.2538452148438,582.7889404296875,0.9333333333333333
28,2,1788,652,1846,794,1817,794,1374.34130859375,500.15960693359375,0.9333333333333333
29,3,411,729,477,882,444,882,414.5171203613281,668.0588989257812,0.9666666666666667
29,6,1003,658,1083,836,1043,836,807.9451904296875,582.8067016601562,0.9666666666666667
29,2,1788,642,1843,793,1815,793,1373.877685546875,497.669921875,0.9666666666666667
30,3,413,729,475,881,444,881,414.0084533691406,666.1071166992188,1.0
30,6,1003,658,1084,836,1043,836,807.9451904296875,582.8067016601562,1.0
30,2,1788,636,1842,792,1815,792,1374.8533935546875,495.2127685546875,1.0
31,3,414,728,478,882,446,882,415.8345947265625,668.089599609375,1.0333333333333334
31,6,1003,658,1084,836,1043,836,807.9451904296875,582.8067016601562,1.0333333333333334
31,2,1788,635,1841,793,1814,793,1373.158447265625,497.6496276855469,1.0333333333333334
32,3,416,727,479,881,447,881,415.9875183105469,666.1533813476562,1.0666666666666667
32,2,1787,621,1838,794,1812,794,1370.7508544921875,500.0585632324219,1.0666666666666667
32,6,1018,786,1068,836,1043,836,807.9451904296875,582.8067016601562,1.0666666666666667
33,3,416,727,481,882,448,882,417.1520080566406,668.120361328125,1.1
33,2,1786,625,1836,794,1811,794,1370.0325927734375,500.0383605957031,1.1
33,6,1018,786,1068,836,1043,836,807.9451904296875,582.8067016601562,1.1
34,3,417,727,485,882,451,882,419.1279296875,668.16650390625,1.1333333333333333
34,2,1784,619,1841,794,1812,794,1370.7508544921875,500.0585632324219,1.1333333333333333
34,6,1018,786,1068,836,1043,836,807.9451904296875,582.8067016601562,1.1333333333333333
35,3,418,727,482,882,450,882,418.4693298339844,668.151123046875,1.1666666666666667
35,2,1780,620,1842,792,1811,792,1371.9718017578125,495.1313171386719,1.1666666666666667
35,6,1018,786,1068,836,1043,836,807.9451904296875,582.8067016601562,1.1666666666666667
36,3,418,727,480,881,449,881,417.3067932128906,666.1842041015625,1.2
36,2,1776,624,1839,790,1807,790,1371.0321044921875,490.1105041503906,1.2
36,6,1018,786,1068,836,1043,836,807.9451904296875,582.8067016601562,1.2
37,3,419,727,479,881,449,881,417.3067932128906,666.1842041015625,1.2333333333333334
37,2,1771,621,1833,787,1802,787,1370.3375244140625,482.53753662109375,1.2333333333333334
37,6,1018,786,1068,836,1043,836,807.9451904296875,582.8067016601562,1.2333333333333334
38,3,420,727,479,882,449,882,417.8106689453125,668.1357421875,1.2666666666666666
38,2,1768,614,1825,785,1796,785,1367.9267578125,477.39117431640625,1.2666666666666666
38,6,1018,786,1068,836,1043,836,807.9451904296875,582.8067016601562,1.2666666666666666
39,3,420,726,481,884,450,884,419.4708251953125,672.0372924804688,1.3
39,2,1769,599,1820,785,1794,785,1366.4688720703125,477.3493347167969,1.3
39,6,1003,657,1084,837,1043,837,807.8842163085938,584.9987182617188,1.3
40,3,420,725,481,883,450,883,418.9707946777344,670.0969848632812,1.3333333333333333
40,2,1766,596,1816,789,1791,789,1360.4205322265625,487.29913330078125,1.3333333333333333
40,6,1003,657,1084,837,1043,837,807.8842163085938,584.9987182617188,1.3333333333333333
41,3,420,724,482,882,451,882,419.1279296875,668.16650390625,1.3666666666666667
41,2,1762,609,1813,793,1787,793,1353.7293701171875,497.1016845703125,1.3666666666666667
41,6,1003,657,1085,837,1044,837,808.5745849609375,585.0164184570312,1.3666666666666667
42,3,421,724,487,882,454,882,421.10369873046875,668.2125854492188,1.4
42,2,1759,614,1810,796,1784,796,1348.7666015625,504.3721923828125,1.4
42,6,1003,658,1086,838,1044,838,808.5126953125,587.2017211914062,1.4
43,3,422,725,485,883,453,883,420.9437561035156,670.1429443359375,1.4333333333333333
43,2,1755,623,1807,797,1781,797,1345.6917724609375,506.7403564453125,1.4333333333333333
43,6,1003,657,1087,838,1045,838,809.2019653320312,587.2192993164062,1.4333333333333333
44,3,424,727,488,884,456,884,423.41082763671875,672.1288452148438,1.4666666666666666
44,2,1741,621,1805,794,1773,794,1342.7227783203125,499.2698669433594,1.4666666666666666
44,6,1003,657,1087,838,1045,838,809.2019653320312,587.2192993164062,1.4666666666666666
45,3,425,728,487,883,456,883,422.91650390625,670.1889038085938,1.5
45,2,1736,632,1802,793,1769,793,1340.76611328125,496.7361145019531,1.5
45,6,1019,787,1069,837,1044,837,808.5745849609375,585.0164184570312,1.5
46,3,426,729,490,883,458,883,424.2315673828125,670.2195434570312,1.5333333333333334
46,2,1726,640,1799,794,1762,794,1334.810302734375,499.0472106933594,1.5333333333333334
46,6,1018,786,1068,836,1043,836,807.9451904296875,582.8067016601562,1.5333333333333334
47,3,428,731,492,883,460,883,425.54656982421875,670.2501220703125,1.5666666666666667
47,2,1719,650,1796,793,1757,793,1332.119140625,496.49224853515625,1.5666666666666667
47,6,1003,657,1083,836,1043,836,807.9451904296875,582.8067016601562,1.5666666666666667
48,3,431,731,503,884,467,884,430.6322326660156,672.2966918945312,1.6
48,2,1712,656,1794,792,1753,792,1330.140869140625,493.948974609375,1.6
48,6,1003,657,1085,837,1044,837,808.5745849609375,585.0164184570312,1.6
49,3,432,733,506,884,469,884,431.9449157714844,672.3272094726562,1.6333333333333333
49,2,1708,658,1794,790,1751,790,1330.5106201171875,488.9600830078125,1.6333333333333333
49,6,1003,657,1087,837,1045,837,809.2648315429688,585.0341186523438,1.6333333333333333
50,3,435,733,506,884,470,884,432.60125732421875,672.3424682617188,1.6666666666666667
50,2,1709,659,1794,789,1751,789,1331.421875,486.4739990234375,1.6666666666666667
50,6,1003,657,1086,836,1044,836,808.6365966796875,582.824462890625,1.6666666666666667
51,3,436,722,515,886,475,886,436.83099365234375,676.280029296875,1.7
51,2,1717,660,1792,790,1754,790,1332.6834716796875,489.0217590332031,1.7
51,6,1003,657,1085,836,1044,836,808.6365966796875,582.824462890625,1.7
52,3,438,727,512,885,475,885,436.3574523925781,674.3521728515625,1.7333333333333334
52,2,1725,659,1792,791,1758,791,1334.6639404296875,491.5815124511719,1.7333333333333334
52,6,1003,656,1085,836,1044,836,808.6365966796875,582.824462890625,1.7333333333333334
53,3,438,709,521,886,479,886,439.4480895996094,676.3406372070312,1.7666666666666666
53,2,1729,658,1791,792,1760,792,1335.194091796875,494.091796875,1.7666666666666666
53,6,1003,657,1082,835,1042,835,807.3139038085938,580.5901489257812,1.7666666666666666
54,3,439,712,524,885,481,885,440.2886047363281,674.443359375,1.8
54,2,1729,658,1789,793,1759,793,1333.560546875,496.53289794921875,1.8
54,6,1003,657,1082,834,1042,834,807.3742065429688,578.3846435546875,1.8
55,3,439,715,527,884,483,884,441.1314697265625,672.540771484375,1.8333333333333333
55,2,1728,657,1788,792,1758,792,1333.75048828125,494.0509948730469,1.8333333333333333
55,6,1003,657,1083,835,1043,835,808.0064086914062,580.6079711914062,1.8333333333333333
56,3,441,698,540,881,490,881,444.3330383300781,666.8162841796875,1.8666666666666667
56,2,1724,657,1788,792,1756,792,1332.306640625,494.01019287109375,1.8666666666666667
56,6,1003,657,1083,835,1043,835,808.0064086914062,580.6079711914062,1.8666666666666667
57,3,442,690,546,881,494,881,446.9678039550781,666.8779296875,1.9
57,2,1722,657,1786,792,1754,792,1330.86279296875,493.9693908691406,1.9
57,6,1003,657,1084,836,1043,836,807.9451904296875,582.8067016601562,1.9
58,3,441,703,540,881,490,881,444.3330383300781,666.8162841796875,1.9333333333333333
58,2,1719,656,1784,793,1751,793,1327.7943115234375,496.3702697753906,1.9333333333333333
58,6,1003,657,1084,836,1043,836,807.9451904296875,582.8067016601562,1.9333333333333333
59,3,440,711,533,883,486,883,442.63360595703125,670.6481323242188,1.9666666666666666
59,2,1715,655,1778,794,1746,794,1323.295654296875,498.7231750488281,1.9666666666666666
59,6,1003,656,1085,836,1044,836,808.6365966796875,582.824462890625,1.9666666666666666
60,3,440,703,539,884,489,884,445.0672912597656,672.6322631835938,2.0
60,2,1712,654,1786,796,1749,796,1323.6690673828125,503.6690673828125,2.0
60,6,1003,657,1085,837,1044,837,808.5745849609375,585.0164184570312,2.0
61,3,440,701,523,880,481,880,437.9288635253906,664.7222290039062,2.033333333333333
61,2,1709,653,1788,798,1748,798,1321.17919921875,508.5030212402344,2.033333333333333
61,6,1003,656,1081,835,1042,835,807.3139038085938,580.5901489257812,2.033333333333333
62,3,442,734,511,877,476,877,433.1824645996094,658.7438354492188,2.066666666666667
62,2,1707,654,1781,795,1744,795,1320.967041015625,501.1295471191406,2.066666666666667
62,6,1002,656,1081,835,1041,835,806.6214599609375,580.5723266601562,2.066666666666667
63,3,443,736,509,878,476,878,433.6661071777344,660.716552734375,2.1
63,2,1705,654,1780,796,1742,796,1318.645751953125,503.5283508300781,2.1
63,6,1002,656,1078,838,1040,838,805.7554931640625,587.1311645507812,2.1
64,3,444,738,508,878,476,878,433.6661071777344,660.716552734375,2.1333333333333333
64,2,1704,654,1781,798,1742,798,1316.886962890625,508.3833312988281,2.1333333333333333
64,6,1014,787,1064,837,1039,837,805.1227416992188,584.9279174804688,2.1333333333333333
65,2,1703,653,1781,797,1742,797,1317.764892578125,505.959716796875,2.1666666666666665
65,3,446,734,513,875,479,875,434.20538330078125,654.8284912109375,2.1666666666666665
65,6,1014,787,1064,837,1039,837,805.1227416992188,584.9279174804688,2.1666666666666665
66,2,1699,651,1784,798,1741,798,1316.1715087890625,508.3633728027344,2.2
66,3,446,734,512,872,479,872,432.74639892578125,648.8418579101562,2.2
66,6,1014,787,1064,837,1039,837,805.1227416992188,584.9279174804688,2.2
67,2,1699,651,1772,795,1735,795,1314.496826171875,500.9478759765625,2.2333333333333334
67,3,450,738,514,872,482,872,434.7493591308594,648.8895874023438,2.2333333333333334
67,6,1014,787,1064,837,1039,837,805.1227416992188,584.9279174804688,2.2333333333333334
68,2,1696,647,1775,795,1735,795,1314.496826171875,500.9478759765625,2.2666666666666666
68,3,450,744,515,871,482,871,434.26312255859375,646.8825073242188,2.2666666666666666
68,6,1014,787,1064,837,1039,837,805.1227416992188,584.9279174804688,2.2666666666666666
69,2,1692,645,1773,797,1732,797,1310.597900390625,505.7593688964844,2.3
69,3,452,706,527,873,489,873,439.900146484375,651.001708984375,2.3
69,6,1004,662,1075,837,1039,837,805.1227416992188,584.9279174804688,2.3
70,3,452,709,528,871,490,871,439.61126708984375,647.0101928710938,2.3333333333333335
70,2,1687,647,1742,794,1714,794,1300.24609375,498.0745849609375,2.3333333333333335
70,6,1005,663,1073,836,1039,836,805.1795043945312,582.7356567382812,2.3333333333333335
71,3,451,713,534,869,492,869,439.9910888671875,643.0115356445312,2.3666666666666667
71,2,1682,647,1740,791,1711,791,1300.65380859375,490.6180725097656,2.3666666666666667
71,6,1005,663,1072,835,1038,835,804.5438842773438,580.5188598632812,2.3666666666666667
72,3,451,714,536,868,493,868,440.18182373046875,641.0035400390625,2.4
72,2,1678,647,1736,792,1707,792,1296.9017333984375,493.0094909667969,2.4
72,6,1005,664,1072,835,1038,835,804.5438842773438,580.5188598632812,2.4
73,3,449,715,541,869,495,869,442.0020751953125,643.0597534179688,2.433333333333333
73,2,1676,647,1734,792,1705,792,1295.455322265625,492.9685974121094,2.433333333333333
73,6,1005,664,1071,835,1038,835,804.5438842773438,580.5188598632812,2.433333333333333
74,3,449,714,548,871,498,871,444.9580078125,647.1378173828125,2.466666666666667
74,2,1674,650,1732,791,1703,791,1294.8590087890625,490.45391845703125,2.466666666666667
74,6,1004,664,1075,835,1039,835,805.2364501953125,580.5366821289062,2.466666666666667
75,3,450,716,558,872,504,872,449.4317626953125,649.2393798828125,2.5
75,2,1669,653,1729,792,1699,792,1291.1153564453125,492.845947265625,2.5
75,6,1015,785,1065,835,1040,835,805.928955078125,580.5545043945312,2.5
76,3,452,716,563,872,507,872,451.4330749511719,649.2870483398438,2.533333333333333
76,2,1664,654,1727,793,1695,793,1287.38330078125,495.2305908203125,2.533333333333333
76,6,1016,786,1066,836,1041,836,806.5623779296875,582.7711791992188,2.533333333333333
77,3,463,711,570,872,516,872,457.43585205078125,649.4300537109375,2.566666666666667
77,2,1661,656,1726,794,1693,794,1285.1053466796875,497.6485290527344,2.566666666666667
77,6,1017,787,1067,837,1042,837,807.1939086914062,584.9810180664062,2.566666666666667
78,3,467,711,572,874,519,874,460.3323059082031,653.4701538085938,2.6
78,2,1655,656,1726,795,1690,795,1282.1142578125,500.03863525390625,2.6
78,6,1018,787,1068,837,1043,837,807.8842163085938,584.9987182617188,2.6
79,3,474,714,583,874,528,874,466.3151550292969,653.612060546875,2.6333333333333333
79,2,1652,657,1726,795,1689,795,1281.39404296875,500.0184326171875,2.6333333333333333
79,6,1019,788,1069,838,1044,838,808.5126953125,587.2017211914062,2.6333333333333333
80,3,482,715,590,875,536,875,472.0612487792969,655.7247924804688,2.6666666666666665
80,2,1651,657,1725,795,1688,795,1280.673828125,499.9981994628906,2.6666666666666665
80,6,1020,789,1070,839,1045,839,809.1392822265625,589.39794921875,2.6666666666666665
81,3,490,716,598,875,544,875,477.36871337890625,655.8504638671875,2.7
81,2,1651,655,1723,795,1687,795,1279.9534912109375,499.9779968261719,2.7
81,6,1002,666,1092,840,1047,840,810.4510498046875,591.60498046875,2.7
82,3,499,715,605,875,552,875,482.6747741699219,655.9761352539062,2.7333333333333334
82,2,1649,654,1722,795,1685,795,1278.512939453125,499.9375305175781,2.7333333333333334
82,6,1003,665,1085,838,1044,838,808.5126953125,587.2017211914062,2.7333333333333334
83,3,470,714,546,822,508,822,427.2913513183594,541.3029174804688,2.7666666666666666
83,2,1648,654,1719,797,1683,797,1275.4417724609375,504.7766418457031,2.7666666666666666
83,6,1004,667,1084,836,1044,836,808.6365966796875,582.824462890625,2.7666666666666666
84,3,470,713,563,830,516,830,437.205810546875,559.857177734375,2.8
84,2,1646,654,1717,796,1681,796,1274.817138671875,502.30047607421875,2.8
84,6,1004,666,1090,836,1047,836,810.7105712890625,582.877685546875,2.8
85,3,470,714,559,826,514,826,433.71038818359375,550.6762084960938,2.8333333333333335
85,2,1641,654,1715,797,1678,797,1271.8509521484375,504.67626953125,2.8333333333333335
85,6,1004,669,1092,836,1048,836,811.4017944335938,582.8954467773438,2.8333333333333335
86,3,471,712,568,822,519,822,435.208740234375,541.5125122070312,2.8666666666666667
86,2,1638,655,1700,797,1669,797,1265.3857421875,504.49554443359375,2.8666666666666667
86,6,1004,671,1090,835,1047,835,810.7759399414062,580.6792602539062,2.8666666666666667
87,3,472,708,528,814,500,814,417.12158203125,522.2708740234375,2.9
87,2,1633,656,1684,795,1658,795,1259.054443359375,499.3912048339844,2.9
87,6,1004,668,1089,833,1046,833,810.2128295898438,576.2442016601562,2.9
88,3,473,705,570,825,521,825,438.20159912109375,548.5042114257812,2.933333333333333
88,2,1627,657,1679,797,1653,797,1253.886962890625,504.1741027832031,2.933333333333333
88,6,1003,668,1091,833,1047,833,810.9072875976562,576.2621459960938,2.933333333333333
89,3,474,702,566,820,520,820,434.8821105957031,536.8591918945312,2.966666666666667
89,2,1621,657,1672,796,1646,796,1249.6258544921875,501.5947265625,2.966666666666667
89,6,1002,667,1094,838,1048,838,811.2695922851562,587.272216796875,2.966666666666667
90,3,473,697,565,830,519,830,439.3377685546875,559.9126586914062,3.0
90,2,1614,656,1678,798,1646,798,1248.0848388671875,506.46429443359375,3.0
90,6,1001,662,1095,836,1048,836,811.4017944335938,582.8954467773438,3.0
91,3,471,693,566,834,518,834,440.6578674316406,568.9242553710938,3.033333333333333
91,2,1606,653,1683,799,1644,799,1245.88427734375,508.8475341796875,3.033333333333333
91,6,1023,788,1073,838,1048,838,811.2695922851562,587.272216796875,3.033333333333333
92,3,465,690,565,829,515,829,435.9801330566406,557.5634155273438,3.066666666666667
92,2,1600,651,1680,801,1640,801,1241.5037841796875,513.5917358398438,3.066666666666667
92,6,1001,669,1095,841,1048,841,811.0726928710938,593.7877197265625,3.066666666666667
93,3,469,689,565,821,517,821,433.24371337890625,539.1416625976562,3.1
93,2,1593,649,1674,801,1633,801,1236.5003662109375,513.4530639648438,3.1
93,6,1001,665,1094,842,1047,842,810.3224487304688,595.9290771484375,3.1
94,3,472,689,562,816,517,816,430.590087890625,527.3670043945312,3.1333333333333333
94,2,1590,648,1678,803,1634,803,1235.725341796875,518.2671508789062,3.1333333333333333
94,6,1002,667,1093,841,1047,841,810.3866577148438,593.770263671875,3.1333333333333333
95,3,478,689,565,813,521,813,431.8977355957031,520.2909545898438,3.1666666666666665
95,2,1586,648,1681,808,1633,808,1231.3348388671875,530.1015014648438,3.1666666666666665
95,6,1004,674,1086,842,1045,842,808.9523315429688,595.894287109375,3.1666666666666665
96,3,479,688,569,812,524,812,433.5548400878906,517.950439453125,3.2
96,2,1585,650,1680,808,1632,808,1230.627685546875,530.0821533203125,3.2
96,6,1000,667,1066,842,1033,842,800.7296752929688,595.6857299804688,3.2
97,3,483,685,571,811,527,811,435.2170715332031,515.6026000976562,3.2333333333333334
97,2,1579,653,1664,805,1621,805,1225.0079345703125,522.7774047851562,3.2333333333333334
97,6,996,665,1059,842,1027,842,796.6171264648438,595.5814208984375,3.2333333333333334
98,3,490,684,579,823,534,823,446.5049133300781,544.1223754882812,3.2666666666666666
98,2,1574,653,1658,805,1616,805,1221.4539794921875,522.6798095703125,3.2666666666666666
98,6,993,663,1060,839,1026,839,796.0593872070312,589.0640869140625,3.2666666666666666
99,3,494,683,586,829,540,829,453.76806640625,558.0272216796875,3.3
99,6,991,664,1060,835,1025,835,795.5386962890625,580.2869873046875,3.3
99,2,1564,653,1626,799,1595,799,1210.7276611328125,507.8691101074219,3.3
100,3,497,682,590,823,543,823,452.966796875,544.2930297851562,3.3333333333333335
100,6,991,674,1058,833,1024,833,794.928466796875,575.8490600585938,3.3333333333333335
100,2,1555,654,1622,799,1588,799,1205.7001953125,507.72918701171875,3.3333333333333335
101,3,498,681,592,817,545,817,451.42572021484375,530.2800903320312,3.3666666666666667
101,6,993,683,1055,831,1024,831,795.0115966796875,571.4017944335938,3.3666666666666667
101,2,1552,654,1616,801,1584,801,1201.4404296875,512.4816284179688,3.3666666666666667
102,3,499,680,594,814,546,814,450.6441955566406,523.1737060546875,3.4
102,6,992,690,1054,831,1023,831,794.314453125,571.3837280273438,3.4
102,2,1545,654,1616,802,1580,802,1197.890380859375,514.8072509765625,3.4
103,3,503,681,595,811,549,811,451.31842041015625,516.0391235351562,3.433333333333333
103,6,987,694,1052,835,1019,835,791.3810424804688,580.1799926757812,3.433333333333333
103,2,1537,652,1613,802,1575,802,1194.314453125,514.7083740234375,3.433333333333333
104,3,507,682,595,814,551,814,454.28460693359375,523.271728515625,3.466666666666667
104,6,989,696,1052,834,1020,834,792.111083984375,577.9909057617188,3.466666666666667
104,2,1532,653,1607,801,1569,801,1190.6954345703125,512.1839599609375,3.466666666666667
105,3,514,681,596,819,555,819,459.6468200683594,535.1856689453125,3.5
105,6,990,699,1051,834,1020,834,792.111083984375,577.9909057617188,3.5
105,2,1529,653,1600,802,1564,802,1186.4453125,514.4908447265625,3.5
106,3,525,682,599,818,562,818,464.22216796875,532.9686889648438,3.533333333333333
106,6,990,698,1050,842,1020,842,791.8180541992188,595.459716796875,3.533333333333333
106,2,1527,654,1599,803,1563,803,1185.065673828125,516.8696899414062,3.533333333333333
107,3,532,681,606,814,569,814,467.3847351074219,523.6245727539062,3.566666666666667
107,6,984,696,1049,847,1016,847,788.9161987304688,606.0966796875,3.566666666666667
107,2,1521,654,1586,803,1553,803,1177.920166015625,516.6725463867188,3.566666666666667
108,3,538,680,612,815,575,815,472.219482421875,526.1227416992188,3.6
108,6,982,689,1048,848,1015,848,788.205078125,608.2017211914062,3.6
108,2,1516,657,1574,805,1545,805,1170.92041015625,521.2918701171875,3.6
109,3,539,680,616,816,577,816,474.13800048828125,528.5347900390625,3.6333333333333333
109,6,983,678,1046,845,1014,845,787.6141357421875,601.7989501953125,3.6333333333333333
109,2,1510,658,1558,804,1534,804,1163.7071533203125,518.6909790039062,3.6333333333333333
110,3,543,679,622,818,582,818,478.67901611328125,533.3546752929688,3.6666666666666665
110,6,986,665,1045,842,1015,842,788.3894653320312,595.3727416992188,3.6666666666666665
110,2,1502,658,1549,801,1525,801,1159.1434326171875,511.3096923828125,3.6666666666666665
111,3,546,677,630,821,588,821,484.3570556640625,540.49755859375,3.7
111,6,988,657,1044,835,1016,835,789.3019409179688,580.12646484375,3.7
111,2,1490,659,1543,801,1516,801,1152.6834716796875,511.1307067871094,3.7
112,3,546,677,634,820,590,820,485.35101318359375,538.2008666992188,3.7333333333333334
