frame,track_id,bbox_x1,bbox_y1,bbox_x2,bbox_y2,center_x,center_y,field_x,field_y,timestamp_sec
112,6,984,634,1044,834,1014,834,787.9464111328125,577.8834228515625,3.7333333333333334
112,2,1478,659,1545,802,1511,802,1148.486328125,513.44140625,3.7333333333333334
113,3,550,678,646,822,598,822,491.9792785644531,543.0151977539062,3.7666666666666666
113,6,988,642,1045,836,1016,836,789.269287109375,582.326904296875,3.7666666666666666
113,2,1471,658,1548,804,1509,804,1145.8480224609375,518.1994018554688,3.7666666666666666
114,3,552,679,645,822,598,822,491.9792785644531,543.0151977539062,3.8
114,6,989,642,1048,832,1018,832,790.7930908203125,573.5206298828125,3.8
114,2,1462,657,1568,811,1515,811,1145.9332275390625,534.8687133789062,3.8
115,3,555,679,648,823,601,823,494.56072998046875,545.3916625976562,3.8333333333333335
115,6,991,643,1047,831,1019,831,791.5255737304688,571.3113403320312,3.8333333333333335
115,2,1448,656,1545,804,1496,804,1136.5550537109375,517.9435424804688,3.8333333333333335
116,3,557,681,650,824,603,824,496.41864013671875,547.7415771484375,3.8666666666666667
116,6,990,641,1065,832,1027,832,797.0580444335938,573.6829833984375,3.8666666666666667
116,2,1433,656,1545,807,1489,807,1129.8240966796875,524.9497680664062,3.8666666666666667
117,3,575,680,655,825,615,825,505.4098205566406,550.271728515625,3.9
117,6,991,638,1074,832,1032,832,800.5377807617188,573.7731323242188,3.9
117,2,1427,656,1541,806,1484,806,1126.832275390625,522.478271484375,3.9
118,3,595,675,659,825,627,825,513.9735717773438,550.4969482421875,3.933333333333333
118,6,991,637,1074,826,1032,826,800.8411254882812,560.3107299804688,3.933333333333333
118,2,1423,660,1525,805,1474,805,1120.2584228515625,519.900390625,3.933333333333333
119,3,612,672,666,826,639,826,522.9159545898438,553.0172119140625,3.966666666666667
119,6,991,636,1077,825,1034,825,802.299072265625,558.0796508789062,3.966666666666667
119,2,1418,663,1509,802,1463,802,1114.0458984375,512.4891967773438,3.966666666666667
120,3,620,670,669,825,644,825,526.099365234375,550.8157958984375,4.0
120,6,989,635,1076,821,1032,821,801.0983276367188,548.899658203125,4.0
120,2,1415,666,1496,802,1455,802,1108.300048828125,512.330322265625,4.0
121,3,624,669,676,825,650,825,530.3773193359375,550.9283447265625,4.033333333333333
121,6,986,635,1079,823,1032,823,800.9949951171875,553.4853515625,4.033333333333333
121,2,1413,670,1482,803,1447,803,1102.01953125,514.5787353515625,4.033333333333333
122,3,629,667,683,823,656,823,533.924560546875,546.4313354492188,4.066666666666666
122,6,988,633,1072,816,1030,816,799.9327392578125,537.2709350585938,4.066666666666666
122,2,1413,671,1475,805,1444,805,1098.8131103515625,519.3114013671875,4.066666666666666
123,3,633,666,689,826,661,826,538.5755615234375,553.4281616210938,4.1
123,6,989,635,1080,822,1034,822,802.4598999023438,551.2334594726562,4.1
123,2,1412,671,1467,804,1439,804,1095.7572021484375,516.820556640625,4.1
124,3,637,666,698,829,667,829,543.8905029296875,560.3771362304688,4.133333333333334
124,6,991,639,1084,824,1037,824,804.4658203125,555.8603515625,4.133333333333334
124,2,1409,672,1463,804,1436,804,1093.607666015625,516.7614135742188,4.133333333333334
125,3,640,666,699,829,669,829,545.3065795898438,560.4140625,4.166666666666667
125,6,989,645,1087,832,1038,832,804.7125854492188,573.8812866210938,4.166666666666667
125,2,1407,671,1460,804,1433,804,1091.4578857421875,516.7022094726562,4.166666666666667
126,3,651,669,705,827,678,827,551.0054931640625,556.0308227539062,4.2
126,6,987,644,1086,833,1036,833,803.2667846679688,576.0646362304688,4.2
126,2,1407,670,1457,802,1432,802,1091.771484375,511.8733825683594,4.2
127,3,659,672,713,827,686,827,556.6845703125,556.1795043945312,4.233333333333333
127,6,986,637,1082,837,1034,837,801.6702880859375,584.8394165039062,4.233333333333333
127,2,1407,669,1456,808,1431,808,1087.9881591796875,526.1901245117188,4.233333333333333
128,3,663,676,727,827,695,827,563.0716552734375,556.3467407226562,4.266666666666667
128,6,981,632,1084,836,1032,836,800.3385620117188,582.6112670898438,4.266666666666667
128,2,1403,669,1455,811,1429,811,1085.059814453125,533.218505859375,4.266666666666667
129,3,666,680,737,827,701,827,567.32861328125,556.458251953125,4.3
129,6,978,646,1084,840,1031,840,799.454345703125,591.3248901367188,4.3
129,2,1401,670,1455,812,1428,812,1083.8538818359375,535.5403442382812,4.3
130,3,671,683,745,827,708,827,572.2939453125,556.5882568359375,4.333333333333333
130,2,1400,669,1454,813,1427,813,1082.6517333984375,537.85498046875,4.333333333333333
130,6,1006,789,1056,839,1031,839,799.5022583007812,589.1519775390625,4.333333333333333
131,3,675,683,742,826,708,826,571.9896240234375,554.3050537109375,4.366666666666666
131,2,1399,669,1453,814,1426,814,1081.453125,540.1624145507812,4.366666666666666
131,6,1006,788,1056,838,1031,838,799.5503540039062,586.9724731445312,4.366666666666666
132,3,679,685,741,824,710,824,572.8032836914062,549.7546997070312,4.4
132,2,1398,668,1452,814,1425,814,1080.7474365234375,540.1434326171875,4.4
132,6,1006,788,1056,838,1031,838,799.5503540039062,586.9724731445312,4.4
133,3,683,689,742,824,712,824,574.228271484375,549.7922973632812,4.433333333333334
133,2,1401,666,1453,813,1427,813,1082.6517333984375,537.85498046875,4.433333333333334
133,6,1006,787,1056,837,1031,837,799.5985717773438,584.7863159179688,4.433333333333334
134,3,684,690,755,827,719,827,580.0941162109375,556.7925415039062,4.466666666666667
134,2,1402,664,1451,813,1426,813,1081.9449462890625,537.8358764648438,4.466666666666667
134,6,1006,786,1056,836,1031,836,799.6469116210938,582.593505859375,4.466666666666667
135,3,685,692,756,829,720,829,581.3823852539062,561.354736328125,4.5
135,2,1402,662,1450,812,1426,812,1082.438232421875,535.5020751953125,4.5
135,6,1006,786,1056,836,1031,836,799.6469116210938,582.593505859375,4.5
136,3,689,694,758,826,723,826,582.64208984375,554.5845947265625,4.533333333333333
136,2,1402,661,1450,813,1426,813,1081.9449462890625,537.8358764648438,4.533333333333333
136,6,1006,785,1056,835,1031,835,799.6954345703125,580.39404296875,4.533333333333333
137,3,692,695,760,822,726,822,583.6255493164062,545.4410400390625,4.566666666666666
137,2,1400,661,1447,814,1423,814,1079.3360595703125,540.1054077148438,4.566666666666666
137,6,1006,784,1056,834,1031,834,799.7440795898438,578.1878051757812,4.566666666666666
138,3,694,696,759,820,726,820,583.0469360351562,540.7979736328125,4.6
138,2,1399,659,1447,814,1423,814,1079.3360595703125,540.1054077148438,4.6
138,6,976,650,1087,834,1031,834,799.7440795898438,578.1878051757812,4.6
139,3,697,696,757,820,727,820,583.7635498046875,540.8170166015625,4.633333333333334
139,2,1398,659,1479,815,1438,815,1089.416259765625,542.7088012695312,4.633333333333334
139,6,975,651,1086,834,1030,834,799.05029296875,578.169921875,4.633333333333334
140,3,699,696,759,823,729,823,586.0531005859375,547.8081665039062,4.666666666666667
140,2,1396,659,1472,813,1434,813,1087.598388671875,537.9884643554688,4.666666666666667
140,6,974,646,1085,835,1029,835,798.3099365234375,580.3583374023438,4.666666666666667
141,3,704,695,763,828,733,828,590.29296875,559.3268432617188,4.7
141,2,1394,658,1469,813,1431,813,1085.478515625,537.9312744140625,4.7
141,6,977,654,1061,837,1019,837,791.3095092773438,584.5738525390625,4.7
142,3,708,694,764,828,736,828,592.4154052734375,559.3822631835938,4.733333333333333
142,2,1394,660,1471,812,1432,812,1086.68505859375,535.616943359375,4.733333333333333
142,6,978,676,1045,833,1011,833,785.8912963867188,575.6154174804688,4.733333333333333
143,3,712,692,765,828,738,828,593.8302612304688,559.4192504882812,4.766666666666667
143,2,1394,661,1472,814,1433,814,1086.392333984375,540.29541015625,4.766666666666667
143,6,982,685,1038,830,1010,830,785.2760009765625,568.9135131835938,4.766666666666667
144,3,716,691,765,828,740,828,595.2449951171875,559.4562377929688,4.8
144,2,1392,663,1474,814,1433,814,1086.392333984375,540.29541015625,4.8
144,6,985,691,1038,832,1011,832,785.9189453125,573.3943481445312,4.8
145,3,720,692,765,826,742,826,596.1271362304688,554.9384765625,4.833333333333333
145,2,1390,665,1474,814,1432,814,1085.686767578125,540.2764282226562,4.833333333333333
145,6,983,692,1040,830,1011,830,785.9745483398438,568.9317016601562,4.833333333333333
146,3,721,691,767,830,744,830,598.5989379882812,564.0564575195312,4.866666666666666
146,2,1389,666,1473,813,1431,813,1085.478515625,537.9312744140625,4.866666666666666
146,6,982,689,1042,826,1012,826,786.78955078125,559.9419555664062,4.866666666666666
147,3,720,691,769,831,744,831,598.8601684570312,566.30908203125,4.9
147,2,1388,670,1452,811,1420,811,1078.6785888671875,533.0455322265625,4.9
147,6,982,689,1042,819,1012,819,786.9968872070312,543.90673828125,4.9
148,3,717,689,782,842,749,842,605.141357421875,590.7250366210938,4.933333333333334
148,6,983,665,1060,818,1021,818,793.4306030273438,541.75830078125,4.933333333333334
148,2,1387,671,1474,815,1430,815,1083.7811279296875,542.557373046875,4.933333333333334
149,3,719,679,785,843,752,843,607.460693359375,592.9486083984375,4.966666666666667
149,6,983,676,1059,826,1021,826,793.1139526367188,560.10791015625,4.966666666666667
149,2,1386,673,1475,815,1430,815,1083.7811279296875,542.557373046875,4.966666666666667
150,3,723,678,811,851,767,851,619.6177978515625,610.3368530273438,5.0
150,6,984,684,1053,829,1018,829,790.8990478515625,566.8177490234375,5.0
150,2,1386,674,1473,813,1429,813,1084.065185546875,537.8931274414062,5.0
151,3,728,681,829,864,778,864,629.8062744140625,637.4871215820312,5.033333333333333
151,6,986,684,1055,831,1020,831,792.2228393554688,571.3294067382812,5.033333333333333
151,2,1386,676,1473,815,1429,815,1083.07666015625,542.5384521484375,5.033333333333333
152,3,731,680,828,861,779,861,629.8677368164062,631.3728637695312,5.066666666666666
152,6,995,676,1064,833,1029,833,798.4031982421875,575.9389038085938,5.066666666666666
152,2,1387,676,1476,818,1431,818,1083.0079345703125,549.48974609375,5.066666666666666
153,3,734,678,822,855,778,855,627.9585571289062,618.93115234375,5.1
153,6,994,667,1074,832,1034,832,801.9295043945312,573.8091430664062,5.1
153,2,1389,678,1453,813,1421,813,1078.41064453125,537.740478515625,5.1
154,3,737,678,816,847,776,847,624.9017944335938,601.9804077148438,5.133333333333334
154,6,992,662,1077,832,1034,832,801.9295043945312,573.8091430664062,5.133333333333334
154,2,1389,676,1452,816,1420,816,1076.2529296875,544.6804809570312,5.133333333333334
155,3,739,678,817,850,778,850,626.9105224609375,608.406005859375,5.166666666666667
155,6,991,661,1075,833,1033,833,801.1825561523438,576.0107421875,5.166666666666667
155,2,1390,676,1452,816,1421,816,1076.95654296875,544.6993408203125,5.166666666666667
156,3,741,681,818,853,779,853,628.2211303710938,614.7567749023438,5.2
156,6,995,665,1074,833,1034,833,801.8773193359375,576.0287475585938,5.2
156,2,1393,677,1449,812,1421,812,1078.8984375,535.4063110351562,5.2
157,3,740,683,821,855,780,855,629.3143920898438,618.964599609375,5.233333333333333
157,6,1003,669,1074,832,1038,832,804.7125854492188,573.8812866210938,5.233333333333333
157,2,1392,678,1447,814,1419,814,1076.5128173828125,540.0293579101562,5.233333333333333
158,3,741,687,817,854,779,854,628.4291381835938,616.8554077148438,5.266666666666667
158,6,1009,670,1077,831,1043,831,808.2529296875,571.74560546875,5.266666666666667
158,2,1391,679,1445,815,1418,815,1075.325439453125,542.3301391601562,5.266666666666667
159,3,741,693,824,855,782,855,630.6701049804688,618.998046875,5.3
159,6,1014,670,1079,834,1046,834,810.1480712890625,578.4561767578125,5.3
159,2,1388,680,1445,814,1416,814,1074.3951416015625,539.9723510742188,5.3
160,3,746,697,827,857,786,857,633.7800903320312,623.2303466796875,5.333333333333333
160,6,1017,670,1079,835,1048,835,811.46826171875,580.6970825195312,5.333333333333333
160,2,1385,680,1445,816,1415,816,1072.734375,544.5861206054688,5.333333333333333
161,3,751,700,828,859,789,859,636.1975708007812,627.4205932617188,5.366666666666666
161,6,1021,674,1078,838,1049,838,811.958740234375,587.2898559570312,5.366666666666666
161,2,1383,681,1450,819,1416,819,1072.0137939453125,551.5000610351562,5.366666666666666
162,3,754,701,822,857,788,857,635.1315307617188,623.2635498046875,5.4
162,6,1021,677,1080,843,1050,843,812.310302734375,598.1332397460938,5.4
162,2,1380,682,1450,821,1415,821,1070.373291015625,556.0426025390625,5.4
163,3,758,704,829,859,793,859,638.89208984375,627.486572265625,5.433333333333334
163,6,1021,680,1080,845,1050,845,812.1767578125,602.4180297851562,5.433333333333334
163,2,1379,683,1451,823,1415,823,1069.43896484375,560.5756225585938,5.433333333333334
164,3,757,705,828,862,792,862,638.790771484375,633.6344604492188,5.466666666666667
164,6,1024,681,1081,840,1052,840,813.88623046875,591.6924438476562,5.466666666666667
164,2,1377,685,1453,825,1415,825,1068.510498046875,565.080810546875,5.466666666666667
165,3,833,694,913,865,873,865,693.3665161132812,641.0501098632812,5.5
165,6,1024,679,1085,845,1054,845,814.904052734375,602.4867553710938,5.5
165,2,1378,689,1454,824,1416,824,1069.669189453125,562.8500366210938,5.5
166,3,754,705,823,862,788,862,636.1080932617188,633.5692138671875,5.533333333333333
166,6,1023,679,1089,858,1056,858,815.3401489257812,629.751708984375,5.533333333333333
166,2,1381,691,1455,822,1418,822,1071.9971923828125,558.3679809570312,5.533333333333333
167,3,749,703,824,867,786,867,635.73876953125,643.6922607421875,5.566666666666666
167,6,1028,685,1095,844,1061,844,819.7539672851562,600.4685668945312,5.566666666666666
167,2,1383,693,1454,821,1418,821,1072.46826171875,556.09814453125,5.566666666666666
168,3,829,695,899,861,864,861,686.8988037109375,632.7628784179688,5.6
168,6,1037,689,1098,832,1067,832,824.8788452148438,574.4037475585938,5.6
168,2,1385,696,1455,819,1420,819,1074.8155517578125,551.5746459960938,5.6
169,3,743,700,826,873,784,873,635.566650390625,655.653564453125,5.633333333333334
169,6,1046,691,1105,828,1075,828,830.82421875,565.6119995117188,5.633333333333334
169,2,1386,697,1485,827,1435,827,1081.4224853515625,569.9205322265625,5.633333333333334
170,3,740,698,833,876,786,876,637.4533081054688,661.6034545898438,5.666666666666667
170,6,1049,693,1112,828,1080,828,834.3195190429688,565.7033081054688,5.666666666666667
170,2,1388,698,1490,831,1439,831,1082.2591552734375,578.8596801757812,5.666666666666667
171,3,739,697,835,876,787,876,638.1104736328125,661.6189575195312,5.7
171,6,1051,692,1118,829,1084,829,837.0087890625,568.02001953125,5.7
171,2,1389,698,1499,840,1444,840,1081.39306640625,598.5060424804688,5.7
172,3,739,698,838,876,788,876,638.7676391601562,661.634521484375,5.733333333333333
172,6,1049,689,1125,829,1087,829,839.1021728515625,568.0746459960938,5.733333333333333
172,2,1390,697,1506,846,1448,846,1081.2764892578125,611.3202514648438,5.733333333333333
173,3,738,700,836,878,787,878,638.4835815429688,665.5361938476562,5.766666666666667
173,6,1046,688,1130,831,1088,831,839.5791625976562,572.5589599609375,5.766666666666667
173,2,1389,695,1510,848,1449,848,1081.014892578125,615.534912109375,5.766666666666667
174,3,737,702,835,881,786,881,638.3867797851562,671.3546752929688,5.8
174,6,1046,688,1134,830,1090,830,841.0826416015625,570.3655395507812,5.8
174,2,1389,693,1482,843,1435,843,1073.9102783203125,604.7542114257812,5.8
175,3,739,705,832,881,785,881,637.7343139648438,671.3394165039062,5.833333333333333
175,6,1048,689,1140,829,1094,829,843.98583984375,568.2019653320312,5.833333333333333
175,2,1391,692,1483,841,1437,841,1076.18359375,600.5260009765625,5.833333333333333
176,3,738,709,837,884,787,884,639.590087890625,677.15380859375,5.866666666666666
176,6,1051,688,1144,832,1097,832,845.7191772460938,574.9436645507812,5.866666666666666
176,2,1395,689,1492,835,1443,835,1083.0855712890625,587.689208984375,5.866666666666666
177,3,745,714,845,882,795,882,644.4346313476562,673.425048828125,5.9
177,6,1079,688,1148,832,1113,832,856.8251953125,575.2313842773438,5.9
177,2,1397,684,1501,839,1449,839,1085.2593994140625,596.4458618164062,5.9
178,3,758,720,835,880,796,880,644.7340087890625,669.5687255859375,5.933333333333334
178,6,1096,686,1148,831,1122,831,863.215576171875,573.172607421875,5.933333333333334
178,2,1401,681,1507,840,1454,840,1088.170654296875,598.6786499023438,5.933333333333334
179,3,773,723,840,878,806,878,650.9295654296875,665.8290405273438,5.966666666666667
179,6,1105,687,1149,832,1127,832,866.5379028320312,575.4830322265625,5.966666666666667
179,2,1409,668,1515,841,1462,841,1093.1021728515625,600.9559936523438,5.966666666666667
180,3,778,727,859,878,818,878,658.7862548828125,666.013916015625,6.0
180,6,1101,686,1150,832,1125,832,865.1506958007812,575.4470825195312,6.0
180,2,1424,668,1523,843,1473,843,1099.5460205078125,605.403076171875,6.0
181,3,788,693,872,873,830,873,665.907470703125,656.3748779296875,6.033333333333333
181,6,1108,686,1156,831,1132,831,870.1621704101562,573.3529663085938,6.033333333333333
181,2,1438,671,1519,845,1478,845,1101.9171142578125,609.7203369140625,6.033333333333333
182,3,781,690,870,879,825,879,663.517822265625,668.0698852539062,6.066666666666666
182,6,1114,684,1163,833,1138,833,874.0036010742188,577.8933715820312,6.066666666666666
182,2,1453,658,1527,843,1490,843,1111.0040283203125,605.6930541992188,6.066666666666666
183,6,1120,684,1169,832,1144,832,878.3256225585938,575.7883911132812,6.1
183,2,1467,661,1538,842,1502,842,1119.6142578125,603.7736206054688,6.1
183,3,779,688,877,881,828,881,665.7711791992188,671.9951171875,6.1
184,6,1119,684,1177,830,1148,830,881.44580078125,571.415771484375,6.133333333333334
184,2,1475,656,1545,843,1510,843,1124.4755859375,606.0339965820312,6.133333333333334
184,3,778,687,879,882,828,882,665.9169921875,673.9263916015625,6.133333333333334
185,6,1119,683,1181,832,1150,832,882.4843139648438,575.8961791992188,6.166666666666667
185,2,1479,652,1554,843,1516,843,1128.515380859375,606.13623046875,6.166666666666667
185,3,777,687,879,881,828,881,665.7711791992188,671.9951171875,6.166666666666667
186,6,1118,683,1187,835,1152,835,883.3403930664062,582.5472412109375,6.2
186,2,1479,650,1562,847,1520,847,1129.0478515625,614.6329345703125,6.2
186,3,780,687,880,882,830,882,667.2182006835938,673.956787109375,6.2
187,6,1120,684,1204,840,1162,840,889.31298828125,593.6136474609375,6.233333333333333
187,2,1484,650,1571,849,1527,849,1132.6470947265625,618.9263916015625,6.233333333333333
187,3,785,686,887,882,836,882,671.1213989257812,674.0479125976562,6.233333333333333
188,6,1120,684,1210,841,1165,841,891.1797485351562,595.8237915039062,6.266666666666667
188,2,1486,653,1586,853,1536,853,1136.4652099609375,627.3523559570312,6.266666666666667
188,3,786,685,895,882,840,882,673.7230834960938,674.1085815429688,6.266666666666667
189,6,1120,684,1232,845,1176,845,897.9100341796875,604.5787353515625,6.3
189,2,1490,666,1602,859,1546,859,1139.8072509765625,639.7459106445312,6.3
189,3,791,703,899,882,845,882,676.9747314453125,674.1845092773438,6.3
190,6,1122,687,1228,844,1175,844,897.4253540039062,602.4302368164062,6.333333333333333
190,2,1492,683,1611,861,1551,861,1141.9996337890625,643.8546752929688,6.333333333333333
190,3,783,685,844,873,813,873,654.6998901367188,656.1084594726562,6.333333333333333
191,6,1125,688,1226,843,1175,843,897.6202392578125,600.2924194335938,6.366666666666666
191,2,1493,696,1617,861,1555,861,1144.619384765625,643.9185180664062,6.366666666666666
191,3,779,685,840,870,809,870,651.5568237304688,650.079345703125,6.366666666666666
192,6,1127,690,1263,846,1195,846,910.5924072265625,607.027587890625,6.4
192,2,1495,704,1614,860,1554,860,1144.5125732421875,641.8914794921875,6.4
192,3,775,685,834,857,804,857,645.9398193359375,623.5291748046875,6.4
193,6,1132,691,1233,842,1182,842,902.5894775390625,598.2692260742188,6.433333333333334
193,2,1498,709,1616,862,1557,862,1145.3797607421875,645.9555053710938,6.433333333333334
193,3,768,684,829,849,798,849,640.3756713867188,606.6238403320312,6.433333333333334
194,6,1142,692,1242,844,1192,844,908.9822387695312,602.7221069335938,6.466666666666667
194,2,1506,711,1605,860,1555,860,1145.16845703125,641.907470703125,6.466666666666667
194,3,762,683,829,848,795,848,638.1301879882812,604.4432373046875,6.466666666666667
195,6,1157,693,1244,846,1200,846,913.979736328125,607.11279296875,6.5
195,2,1515,712,1596,859,1555,859,1145.7191162109375,639.8905639648438,6.5
195,3,758,684,829,847,793,847,636.5634765625,602.2731323242188,6.5
196,6,1159,694,1247,845,1203,845,916.2339477539062,605.0405883789062,6.533333333333333
196,2,1518,712,1589,857,1553,857,1145.5078125,635.8067016601562,6.533333333333333
196,3,754,683,833,847,793,847,636.5634765625,602.2731323242188,6.533333333333333
197,6,1170,694,1248,844,1209,844,920.5324096679688,603.0138549804688,6.566666666666666
197,2,1518,710,1586,862,1552,862,1142.1099853515625,645.8759765625,6.566666666666666
197,3,752,685,833,847,792,847,635.877685546875,602.2559204101562,6.566666666666666
198,6,1180,694,1247,844,1213,844,923.2491455078125,603.0824584960938,6.6
198,2,1513,707,1587,865,1550,865,1139.18310546875,651.8257446289062,6.6
198,3,750,687,832,848,791,848,635.3911743164062,604.3746337890625,6.6
199,6,1184,692,1248,845,1216,845,925.0505981445312,605.2627563476562,6.633333333333334
199,2,1511,705,1592,867,1551,867,1138.7611083984375,655.8003540039062,6.633333333333334
199,3,749,687,836,849,792,849,636.273681640625,606.5213012695312,6.633333333333334
200,6,1187,693,1247,843,1217,843,926.203125,601.0158081054688,6.666666666666667
200,2,1508,701,1598,867,1553,867,1140.059814453125,655.8316040039062,6.666666666666667
200,3,744,687,832,849,788,849,633.5385131835938,606.4529418945312,6.666666666666667
201,6,1190,693,1246,845,1218,845,926.4066162109375,605.2969360351562,6.7
201,3,741,684,801,848,771,848,621.6906127929688,604.0315551757812,6.7
201,2,1506,698,1622,870,1564,870,1145.5665283203125,661.8970336914062,6.7
202,6,1192,692,1246,847,1219,847,926.60888671875,609.5523071289062,6.733333333333333
202,3,735,681,793,847,764,847,616.6659545898438,601.7737426757812,6.733333333333333
202,2,1505,697,1598,867,1551,867,1138.7611083984375,655.8003540039062,6.733333333333333
203,6,1193,692,1245,847,1219,847,926.60888671875,609.5523071289062,6.766666666666667
203,3,728,680,789,849,758,849,613.0130004882812,605.9400024414062,6.766666666666667
203,2,1505,697,1599,868,1552,868,1138.875244140625,657.7868041992188,6.766666666666667
204,6,1193,692,1244,846,1218,846,926.16943359375,607.4193115234375,6.8
204,3,724,680,784,847,754,847,609.8001708984375,601.6014404296875,6.8
204,2,1506,698,1591,868,1548,868,1136.2813720703125,657.7244873046875,6.8
205,6,1194,693,1244,845,1219,845,927.0846557617188,605.3140258789062,6.833333333333333
205,3,720,678,778,847,749,847,606.366455078125,601.5152587890625,6.833333333333333
205,2,1508,700,1584,867,1546,867,1135.5140380859375,655.7222290039062,6.833333333333333
206,6,1195,693,1245,846,1220,846,927.5233764648438,607.453369140625,6.866666666666666
206,3,716,678,773,838,744,838,600.6660766601562,581.8851928710938,6.866666666666666
206,2,1512,703,1578,867,1545,867,1134.8646240234375,655.7066040039062,6.866666666666666
207,6,1196,694,1246,848,1221,848,927.7219848632812,611.69580078125,6.9
207,3,712,679,774,837,743,837,599.7130126953125,579.6625366210938,6.9
207,2,1513,707,1591,873,1552,873,1136.221923828125,667.5563354492188,6.9
208,6,1197,696,1247,849,1222,849,928.1577758789062,613.81591796875,6.933333333333334
208,3,704,679,773,839,738,839,596.7484741210938,583.9766845703125,6.933333333333334
208,2,1510,710,1582,873,1546,873,1132.358642578125,667.4644775390625,6.933333333333334
209,6,1198,699,1247,851,1222,851,927.6817626953125,618.0036010742188,6.966666666666667
209,3,696,681,777,843,736,843,596.4030151367188,592.6687622070312,6.966666666666667
209,2,1503,714,1614,878,1558,878,1137.441650390625,677.27734375,6.966666666666667
210,6,1198,700,1248,852,1223,852,928.1156616210938,620.104736328125,7.0
210,3,689,682,772,843,730,843,592.2548217773438,592.5637817382812,7.0
210,2,1498,716,1609,882,1553,882,1132.1761474609375,684.8086547851562,7.0
211,6,1198,702,1248,850,1223,850,928.59228515625,615.9296264648438,7.033333333333333
211,3,685,683,763,843,724,843,588.1057739257812,592.458740234375,7.033333333333333
211,2,1493,718,1601,884,1547,884,1127.3463134765625,688.4913330078125,7.033333333333333
212,6,1197,703,1247,853,1222,853,927.20849609375,622.1664428710938,7.066666666666666
212,3,681,683,760,844,720,844,585.615478515625,594.5551147460938,7.066666666666666
212,2,1486,722,1596,886,1541,886,1122.542724609375,692.154052734375,7.066666666666666
213,6,1194,703,1247,853,1220,853,925.8685913085938,622.1332397460938,7.1
213,3,677,683,762,846,719,846,585.4768676757812,598.8509521484375,7.1
213,2,1481,720,1589,887,1535,887,1118.255859375,693.9342041015625,7.1
214,6,1184,703,1247,853,1215,853,922.5184936523438,622.0502319335938,7.133333333333334
214,3,676,683,772,844,724,844,588.3777465820312,594.6248779296875,7.133333333333334
214,2,1479,721,1580,888,1529,888,1113.980224609375,695.709716796875,7.133333333333334
215,6,1180,701,1247,855,1213,855,920.7255859375,626.1563720703125,7.166666666666667
215,3,673,682,766,844,719,844,584.9248657226562,594.5376586914062,7.166666666666667
215,2,1477,719,1574,890,1525,890,1110.49658203125,699.3624267578125,7.166666666666667
216,6,1177,702,1297,863,1237,863,934.7840576171875,642.856689453125,7.2
216,3,670,680,747,842,708,842,576.7477416992188,590.0048828125,7.2
216,2,1473,720,1566,890,1519,890,1106.7210693359375,699.2756958007812,7.2
217,6,1176,702,1297,864,1236,864,933.8820190429688,644.8521118164062,7.233333333333333
217,3,668,680,740,839,704,839,573.0883178710938,583.372802734375,7.233333333333333
217,2,1468,722,1560,890,1514,890,1103.57421875,699.2034301757812,7.233333333333333
218,6,1174,706,1288,867,1231,867,929.879150390625,650.7723999023438,7.266666666666667
218,3,665,679,737,840,701,840,571.2991333007812,585.5136108398438,7.266666666666667
218,2,1464,722,1555,892,1509,892,1099.5,702.8229370117188,7.266666666666667
219,3,661,680,732,843,696,843,568.7322387695312,591.9683837890625,7.3
219,2,1457,722,1551,893,1504,893,1095.9036865234375,704.589599609375,7.3
219,6,1172,708,1281,868,1226,868,926.3681030273438,652.6821899414062,7.3
220,3,658,681,723,837,690,837,562.7118530273438,578.714111328125,7.333333333333333
220,2,1447,723,1534,888,1490,888,1089.361083984375,695.14208984375,7.333333333333333
220,6,1172,710,1285,876,1228,876,925.8483276367188,668.417724609375,7.333333333333333
221,3,654,679,707,833,680,833,554.4160766601562,569.6312255859375,7.366666666666666
221,2,1437,725,1538,891,1487,891,1086.127685546875,700.66259765625,7.366666666666666
221,6,1173,711,1286,879,1229,879,925.8176879882812,674.2294921875,7.366666666666666
222,3,646,680,695,835,670,835,548.0585327148438,573.9161987304688,7.4
222,2,1429,725,1534,892,1481,892,1081.9144287109375,702.4207763671875,7.4
222,6,1173,711,1285,880,1229,880,925.5928344726562,676.1506958007812,7.4
223,3,641,681,690,838,665,838,545.5752563476562,580.4760131835938,7.433333333333334
223,2,1418,723,1523,892,1470,892,1075.00146484375,702.2626953125,7.433333333333334
223,6,1173,711,1282,878,1227,878,924.751220703125,672.2724609375,7.433333333333334
224,3,633,680,689,841,661,841,543.8094482421875,586.9947509765625,7.466666666666667
224,2,1410,722,1515,894,1462,894,1069.13232421875,705.8235473632812,7.466666666666667
224,6,1173,709,1273,872,1223,872,923.5003051757812,660.5333251953125,7.466666666666667
225,3,628,680,716,842,672,842,551.7838745117188,589.3717041015625,7.5
225,2,1406,724,1510,895,1458,895,1066.2093505859375,707.5968627929688,7.5
225,6,1172,696,1274,874,1223,874,923.0533447265625,664.4484252929688,7.5
226,3,626,681,688,841,657,841,541.0284423828125,586.9240112304688,7.533333333333333
226,2,1404,726,1506,898,1455,898,1063.1005859375,713.015625,7.533333333333333
226,6,1172,694,1270,875,1221,875,921.5330810546875,666.3668823242188,7.533333333333333
227,3,623,680,689,841,656,841,540.3331298828125,586.9063720703125,7.566666666666666
227,2,1400,728,1503,900,1451,900,1059.7982177734375,716.575439453125,7.566666666666666
