frame,track_id,class,x,y,x1,y1,x2,y2
134,5,0,417,845,393,696,442,845
134,4,0,1303,846,1266,639,1341,846
134,24,0,1431,894,1381,734,1481,894
135,1,0,959,1027,916,852,1003,1027
135,3,0,936,884,907,722,965,884
135,5,0,418,845,393,695,443,845
135,4,0,1304,846,1266,640,1342,846
135,24,0,1424,895,1373,730,1475,895
136,1,0,955,1028,912,852,999,1028
136,3,0,935,881,906,723,964,881
136,5,0,419,846,393,696,445,846
136,4,0,1304,846,1266,642,1343,846
136,24,0,1419,898,1366,728,1472,898
136,32,38,1295,710,1268,646,1323,710
137,1,0,953,1028,910,853,997,1028
137,3,0,935,881,905,725,965,881
137,5,0,419,846,394,696,445,846
137,4,0,1305,847,1266,643,1345,847
137,24,0,1409,897,1356,726,1463,897
137,32,38,1295,709,1267,647,1324,709
138,1,0,951,1028,907,852,996,1028
138,3,0,934,882,903,728,966,882
138,5,0,421,847,394,697,449,847
138,4,0,1305,846,1266,645,1345,846
138,24,0,1398,895,1344,724,1453,895
138,32,38,1295,703,1267,646,1324,703
139,1,0,949,1028,904,853,995,1028
139,3,0,934,882,902,731,966,882
139,5,0,422,846,396,698,448,846
139,4,0,1304,844,1264,647,1344,844
139,24,0,1392,892,1340,723,1445,892
140,1,0,947,1029,901,854,994,1029
140,3,0,934,887,899,735,969,887
140,5,0,428,846,397,700,460,846
140,4,0,1302,843,1262,648,1342,843
140,24,0,1385,893,1331,723,1440,893
141,1,0,944,1028,896,852,993,1028
141,3,0,932,891,895,739,970,891
141,5,0,431,846,399,702,464,846
141,4,0,1299,842,1260,657,1339,842
141,24,0,1379,895,1326,721,1433,895
142,1,0,942,1027,892,852,992,1027
142,3,0,927,893,891,741,963,893
142,5,0,434,845,400,704,469,845
142,4,0,1295,840,1257,664,1334,840
143,1,0,940,1027,890,852,991,1027
143,3,0,918,894,884,745,953,894
143,5,0,436,845,402,705,471,845
143,4,0,1296,841,1255,668,1337,841
144,1,0,939,1028,889,852,990,1028
144,3,0,911,895,877,748,946,895
144,5,0,437,844,404,706,471,844
144,44,0,1318,889,1265,689,1371,889
145,1,0,939,1028,888,851,990,1028
145,3,0,904,896,866,750,942,896
145,5,0,438,843,406,706,470,843
145,44,0,1313,886,1255,686,1372,886
146,1,0,939,1027,890,851,989,1027
146,3,0,899,899,861,753,938,899
146,5,0,440,842,408,705,473,842
146,44,0,1309,887,1246,686,1372,887
147,1,0,940,1027,891,852,989,1027
147,3,0,894,901,856,754,933,901
147,5,0,444,842,407,705,481,842
147,44,0,1303,890,1244,686,1363,890
148,1,0,941,1027,893,851,989,1027
148,3,0,890,901,851,754,929,901
148,5,0,448,842,408,704,488,842
148,44,0,1297,893,1239,690,1356,893
149,1,0,942,1027,895,851,989,1027
149,3,0,885,901,843,756,928,901
149,5,0,453,842,410,702,497,842
149,44,0,1289,891,1233,715,1346,891
149,24,0,1322,848,1287,689,1357,848
149,4,0,1273,882,1234,720,1312,882
150,1,0,943,1027,898,851,989,1027
150,3,0,879,904,832,759,926,904
150,5,0,457,843,412,700,503,843
150,24,0,1318,845,1284,688,1353,845
150,4,0,1269,887,1229,722,1310,887
151,1,0,944,1027,900,851,989,1027
151,3,0,874,907,818,761,930,907
151,5,0,461,842,413,697,510,842
151,24,0,1324,850,1285,689,1364,850
151,4,0,1260,889,1221,723,1300,889
152,1,0,945,1027,902,850,989,1027
152,3,0,862,905,803,762,922,905
152,5,0,464,841,414,693,514,841
152,24,0,1327,852,1285,689,1369,852
152,4,0,1249,890,1214,722,1285,890
153,1,0,946,1027,903,850,990,1027
153,3,0,858,909,789,764,928,909
153,5,0,466,841,413,690,519,841
153,24,0,1324,851,1285,690,1364,851
153,4,0,1242,892,1206,720,1279,892
153,44,0,1261,894,1204,716,1318,894
154,1,0,947,1027,904,849,990,1027
154,3,0,845,910,776,764,914,910
154,5,0,468,835,418,685,519,835
154,24,0,1322,851,1284,690,1360,851
154,4,0,1233,892,1198,715,1269,892
154,44,0,1250,894,1197,712,1303,894
155,1,0,949,1027,906,850,992,1027
155,3,0,835,905,771,764,899,905
155,5,0,469,828,423,680,516,828
155,24,0,1321,849,1284,690,1359,849
155,4,0,1225,890,1186,714,1265,890
155,44,0,1249,899,1185,713,1314,899
156,1,0,950,1028,907,850,993,1028
156,3,0,830,902,771,763,890,902
156,5,0,467,824,430,676,505,824
156,24,0,1320,847,1283,689,1358,847
156,4,0,1218,880,1173,713,1263,880
157,1,0,950,1028,907,850,994,1028
157,3,0,821,906,763,763,879,906
157,5,0,467,821,435,673,500,821
157,24,0,1321,845,1282,688,1360,845
157,4,0,1212,877,1159,713,1265,877
158,1,0,951,1028,908,850,995,1028
158,3,0,812,904,755,759,869,904
158,5,0,470,818,442,671,498,818
158,24,0,1320,846,1280,688,1360,846
158,4,0,1205,866,1145,712,1266,866
159,1,0,951,1027,908,850,994,1027
159,3,0,805,904,746,754,865,904
159,5,0,477,817,446,670,509,817
159,24,0,1319,846,1280,687,1359,846
159,4,0,1197,872,1131,713,1263,872
160,1,0,951,1027,908,849,994,1027
160,3,0,799,904,736,752,863,904
160,5,0,486,818,449,671,523,818
160,24,0,1320,847,1279,687,1362,847
160,4,0,1191,873,1126,715,1256,873
161,1,0,951,1027,908,849,994,1027
161,3,0,790,902,727,749,854,902
161,5,0,482,810,452,673,513,810
161,24,0,1321,846,1278,687,1364,846
161,4,0,1182,867,1122,718,1242,867
162,1,0,951,1027,908,849,994,1027
162,3,0,786,903,714,748,858,903
162,5,0,484,809,456,674,512,809
162,24,0,1322,847,1276,687,1368,847
162,4,0,1171,866,1117,721,1226,866
162,44,0,1182,887,1120,721,1245,887
163,1,0,951,1027,908,849,994,1027
163,3,0,772,901,705,747,839,901
163,5,0,485,809,458,677,513,809
163,24,0,1321,847,1275,686,1367,847
163,4,0,1159,871,1110,722,1208,871
163,44,0,1174,882,1111,722,1238,882
164,1,0,951,1027,908,849,994,1027
164,3,0,757,903,695,748,820,903
164,5,0,489,808,460,681,519,808
164,24,0,1317,844,1273,685,1362,844
164,44,0,1169,885,1104,724,1234,885
164,48,0,504,820,459,682,550,820
165,1,0,951,1027,908,849,994,1027
165,3,0,737,896,684,748,790,896
165,5,0,492,806,461,685,524,806
165,24,0,1315,842,1271,684,1360,842
165,44,0,1163,887,1098,726,1228,887
165,48,0,503,818,462,685,544,818
166,1,0,950,1027,907,849,994,1027
166,3,0,720,898,671,750,769,898
166,5,0,497,806,464,689,530,806
166,24,0,1313,842,1270,683,1357,842
166,44,0,1153,883,1084,726,1222,883
166,48,0,508,816,466,688,550,816
166,4,0,1124,877,1083,727,1166,877
167,1,0,949,1027,906,849,993,1027
167,3,0,705,898,659,750,751,898
167,24,0,1303,833,1268,680,1338,833
167,44,0,1147,882,1077,724,1217,882
167,48,0,509,810,469,692,550,810
167,4,0,1117,877,1078,724,1157,877
168,1,0,949,1028,906,849,992,1028
168,3,0,693,897,648,751,738,897
168,24,0,1292,831,1258,677,1326,831
168,44,0,1137,881,1076,709,1198,881
168,48,0,512,810,472,695,553,810
168,4,0,1117,877,1081,710,1153,877
169,1,0,948,1028,905,850,991,1028
169,3,0,688,897,640,750,737,897
169,24,0,1283,827,1247,677,1319,827
169,48,0,517,811,476,697,559,811
169,4,0,1119,877,1088,697,1150,877
170,1,0,946,1027,903,850,990,1027
170,3,0,683,898,633,749,733,898
170,24,0,1275,827,1237,676,1313,827
170,48,0,520,810,478,697,562,810
170,4,0,1121,876,1094,684,1149,876
171,1,0,945,1027,903,849,988,1027
171,3,0,680,900,625,746,736,900
171,24,0,1270,826,1231,676,1310,826
171,48,0,519,807,477,693,561,807
171,4,0,1124,876,1098,672,1151,876
172,1,0,945,1027,902,848,988,1027
172,3,0,677,900,620,742,735,900
172,24,0,1266,827,1225,676,1308,827
172,48,0,521,805,477,690,565,805
172,4,0,1126,872,1100,658,1153,872
173,1,0,944,1027,901,848,987,1027
173,3,0,672,899,614,739,731,899
173,24,0,1263,827,1219,676,1307,827
173,48,0,523,803,477,687,569,803
173,4,0,1128,869,1099,651,1158,869
174,1,0,943,1028,900,848,986,1028
174,3,0,668,898,608,737,728,898
174,24,0,1260,828,1215,675,1305,828
174,48,0,525,804,478,684,573,804
174,4,0,1128,865,1093,647,1163,865
175,1,0,941,1028,898,848,985,1028
175,3,0,656,895,596,734,716,895
175,24,0,1258,828,1212,675,1305,828
175,48,0,528,805,480,680,577,805
175,4,0,1123,860,1081,654,1166,860
176,1,0,940,1028,898,848,983,1028
176,3,0,644,894,590,733,699,894
176,24,0,1258,826,1210,675,1306,826
176,48,0,530,804,480,677,581,804
176,4,0,1122,855,1072,661,1172,855
177,1,0,939,1028,896,847,982,1028
177,3,0,636,896,586,731,687,896
177,24,0,1257,825,1209,675,1305,825
177,48,0,536,802,483,671,589,802
177,4,0,1120,856,1065,660,1176,856
178,1,0,938,1028,896,847,981,1028
178,3,0,625,900,578,729,673,900
178,24,0,1257,824,1208,674,1306,824
178,48,0,543,801,493,668,593,801
178,4,0,1117,856,1058,656,1176,856
179,1,0,937,1028,895,846,980,1028
179,3,0,614,895,568,726,660,895
179,24,0,1255,821,1207,672,1303,821
179,48,0,557,794,513,667,601,794
179,4,0,1113,854,1059,647,1168,854
179,5,0,550,791,521,664,580,791
180,1,0,937,1028,895,846,980,1028
180,3,0,603,893,559,727,648,893
180,24,0,1254,821,1207,671,1302,821
180,48,0,565,794,524,666,606,794
180,4,0,1111,852,1061,629,1161,852
180,5,0,553,792,527,665,579,792
181,1,0,936,1028,893,846,979,1028
181,3,0,593,891,550,728,637,891
181,24,0,1254,823,1208,669,1300,823
181,48,0,573,793,532,666,614,793
181,4,0,1111,850,1064,657,1158,850
181,5,0,559,793,533,666,585,793
182,1,0,935,1028,892,845,979,1028
182,3,0,586,894,539,731,633,894
182,24,0,1253,823,1208,668,1299,823
182,48,0,579,785,539,667,620,785
182,4,0,1113,851,1066,665,1160,851
183,1,0,933,1028,890,845,977,1028
183,3,0,582,894,529,731,635,894
183,24,0,1256,824,1209,667,1303,824
183,48,0,583,784,544,668,622,784
183,4,0,1111,855,1064,675,1158,855
184,1,0,932,1028,889,845,975,1028
184,3,0,559,891,519,737,600,891
184,24,0,1256,824,1210,666,1302,824
184,48,0,588,783,551,670,626,783
184,4,0,1111,857,1066,665,1157,857
185,1,0,931,1028,888,845,974,1028
185,3,0,544,890,510,745,579,890
185,24,0,1249,820,1211,665,1287,820
185,48,0,593,792,556,672,630,792
185,4,0,1114,863,1068,678,1161,863
186,1,0,930,1028,887,844,974,1028
186,3,0,535,892,500,746,571,892
186,24,0,1248,817,1215,664,1282,817
186,48,0,599,796,561,674,637,796
186,4,0,1116,869,1067,688,1165,869
187,1,0,930,1028,887,844,973,1028
187,3,0,528,895,492,749,564,895
187,24,0,1247,816,1218,663,1276,816
187,48,0,599,796,564,676,634,796
187,4,0,1117,872,1066,697,1168,872
188,1,0,928,1028,885,844,972,1028
188,3,0,520,896,482,752,558,896
188,24,0,1246,815,1220,662,1273,815
188,48,0,600,796,567,676,634,796
188,4,0,1117,875,1065,706,1170,875
189,1,0,927,1028,883,844,971,1028
189,3,0,512,894,475,754,549,894
189,24,0,1247,815,1222,660,1272,815
189,48,0,599,795,565,675,634,795
189,4,0,1123,874,1074,712,1173,874
190,1,0,926,1028,882,844,971,1028
190,3,0,506,894,471,755,542,894
190,24,0,1247,815,1223,660,1271,815
190,48,0,600,795,564,674,636,795
190,4,0,1127,875,1082,717,1172,875
191,1,0,926,1028,881,844,971,1028
191,3,0,500,890,467,754,534,890
191,24,0,1247,815,1223,659,1271,815
191,48,0,602,796,563,671,641,796
191,4,0,1128,876,1087,718,1170,876
192,1,0,925,1028,880,844,971,1028
192,3,0,495,885,465,752,526,885
192,24,0,1246,815,1223,659,1270,815
192,48,0,604,796,563,668,646,796
192,4,0,1124,876,1090,719,1158,876
193,1,0,925,1028,879,845,971,1028
193,3,0,490,882,461,747,519,882
193,24,0,1246,815,1224,659,1269,815
193,48,0,605,796,564,666,646,796
193,4,0,1119,876,1090,719,1149,876
194,1,0,925,1028,879,845,971,1028
194,3,0,484,882,457,744,512,882
194,24,0,1247,815,1225,659,1269,815
194,48,0,606,793,566,662,647,793
194,4,0,1118,876,1090,717,1147,876
195,1,0,924,1028,878,845,971,1028
195,3,0,485,883,454,740,516,883
195,24,0,1248,814,1226,659,1270,814
195,48,0,611,796,572,659,650,796
195,4,0,1122,876,1091,714,1153,876
196,1,0,924,1028,878,845,971,1028
196,3,0,480,885,449,736,512,885
196,24,0,1248,814,1226,658,1270,814
196,48,0,615,795,580,656,651,795
196,4,0,1124,875,1091,711,1157,875
197,1,0,924,1028,878,846,971,1028
197,3,0,483,893,444,728,522,893
197,24,0,1249,814,1227,657,1271,814
197,48,0,619,795,585,655,653,795
197,4,0,1125,876,1091,708,1160,876
198,1,0,924,1028,878,846,971,1028
198,3,0,475,894,438,727,512,894
198,24,0,1249,814,1227,657,1271,814
198,48,0,621,798,588,656,655,798
198,4,0,1126,876,1092,705,1161,876
199,1,0,924,1028,878,846,971,1028
199,3,0,481,913,433,726,530,913
199,24,0,1250,814,1228,657,1272,814
199,48,0,625,799,593,658,657,799
199,4,0,1127,875,1094,703,1161,875
200,1,0,924,1028,878,845,971,1028
200,3,0,466,906,426,722,507,906
200,24,0,1250,814,1228,657,1273,814
200,48,0,632,798,596,661,668,798
200,4,0,1127,874,1096,702,1158,874
201,1,0,924,1028,878,845,971,1028
201,3,0,451,902,415,713,488,902
201,24,0,1251,815,1228,657,1275,815
201,48,0,636,796,600,663,673,796
201,4,0,1126,876,1099,701,1154,876
202,1,0,924,1028,878,845,971,1028
202,3,0,440,896,402,703,479,896
202,24,0,1252,815,1228,656,1276,815
202,48,0,644,801,605,669,683,801
202,4,0,1125,874,1098,702,1152,874
203,1,0,924,1028,878,845,971,1028
203,3,0,436,898,392,698,481,898
203,24,0,1253,813,1228,656,1278,813
203,48,0,649,805,610,673,688,805
203,4,0,1124,879,1095,704,1154,879
204,1,0,924,1028,878,845,971,1028
204,3,0,432,899,385,695,479,899
204,24,0,1253,809,1228,655,1279,809
204,48,0,650,801,616,674,684,801
204,4,0,1123,879,1093,708,1154,879
205,1,0,924,1028,878,845,971,1028
205,3,0,427,900,377,697,477,900
205,24,0,1254,807,1227,655,1281,807
205,48,0,657,805,619,677,695,805
205,4,0,1123,881,1090,711,1156,881
206,1,0,924,1028,878,845,971,1028
206,3,0,421,898,367,707,476,898
206,24,0,1255,807,1227,655,1283,807
206,48,0,656,800,621,677,692,800
206,4,0,1131,884,1087,713,1176,884
207,1,0,924,1028,878,846,971,1028
207,3,0,425,909,362,722,489,909
207,24,0,1257,807,1228,656,1287,807
207,48,0,660,802,625,678,696,802
207,4,0,1123,882,1084,714,1163,882
208,1,0,924,1028,878,846,971,1028
208,3,0,419,906,359,738,479,906
208,24,0,1261,806,1232,655,1291,806
208,48,0,662,803,626,678,699,803
208,4,0,1120,878,1082,714,1159,878
209,1,0,924,1028,879,846,970,1028
209,3,0,412,898,359,748,465,898
209,24,0,1265,805,1237,655,1294,805
209,48,0,665,801,626,680,704,801
209,4,0,1118,877,1079,714,1158,877
210,1,0,924,1028,879,847,970,1028
210,3,0,412,896,368,752,456,896
210,24,0,1267,803,1239,654,1296,803
210,48,0,666,802,624,681,708,802
210,4,0,1116,880,1077,713,1156,880
211,1,0,925,1028,879,847,971,1028
211,3,0,413,895,375,753,452,895
211,24,0,1269,803,1240,654,1298,803
211,48,0,665,804,620,683,710,804
211,4,0,1115,882,1076,713,1155,882
212,1,0,925,1028,880,846,971,1028
212,3,0,416,896,381,750,451,896
212,24,0,1271,803,1240,655,1303,803
212,48,0,663,806,616,683,710,806
212,4,0,1113,880,1073,713,1153,880
213,1,0,926,1028,881,846,971,1028
213,3,0,419,895,386,746,453,895
213,24,0,1272,804,1239,656,1306,804
213,48,0,659,807,612,684,706,807
213,4,0,1110,880,1070,712,1150,880
214,1,0,926,1028,881,846,972,1028
214,3,0,421,894,388,742,455,894
214,24,0,1273,804,1239,657,1308,804
214,48,0,656,808,611,683,701,808
214,4,0,1106,880,1067,712,1145,880
215,1,0,928,1028,883,845,973,1028
215,3,0,422,893,388,738,456,893
215,24,0,1273,803,1238,658,1309,803
215,48,0,655,811,613,683,697,811
215,4,0,1103,880,1065,711,1141,880
216,1,0,929,1028,885,845,974,1028
216,3,0,422,894,387,734,457,894
216,24,0,1277,804,1244,658,1311,804
216,48,0,656,813,616,683,697,813
216,4,0,1100,881,1062,708,1138,881
217,1,0,930,1029,886,845,974,1029
217,3,0,425,895,388,730,462,895
217,24,0,1284,804,1254,658,1314,804
217,48,0,656,812,616,682,697,812
217,4,0,1098,881,1060,707,1136,881
218,1,0,931,1029,888,845,974,1029
218,3,0,429,898,391,727,468,898
218,24,0,1288,804,1260,658,1317,804
218,48,0,661,815,618,681,705,815
218,4,0,1090,880,1058,707,1123,880
219,1,0,932,1028,889,846,975,1028
219,3,0,435,901,394,726,476,901
219,24,0,1293,803,1267,658,1320,803
219,48,0,668,825,618,679,718,825
219,4,0,1082,880,1055,711,1110,880
220,1,0,933,1028,890,846,977,1028
220,3,0,441,904,398,725,485,904
220,24,0,1298,805,1272,659,1325,805
220,48,0,671,830,618,678,725,830
220,4,0,1076,882,1044,709,1109,882
221,1,0,936,1028,893,845,979,1028
221,3,0,446,905,403,725,490,905
221,24,0,1303,805,1279,658,1328,805
221,48,0,671,835,617,678,726,835
221,4,0,1068,882,1038,708,1099,882
222,1,0,937,1028,895,845,980,1028
222,3,0,452,904,410,725,494,904
222,24,0,1309,803,1287,657,1332,803
222,48,0,669,833,617,679,722,833
222,4,0,1063,882,1030,710,1096,882
223,1,0,939,1027,897,846,982,1027
223,3,0,458,903,418,725,499,903
223,24,0,1315,802,1292,654,1338,802
223,48,0,668,834,616,679,720,834
223,4,0,1063,882,1032,709,1095,882
224,1,0,943,1027,900,846,986,1027
224,3,0,464,906,424,725,504,906
224,24,0,1320,803,1293,654,1347,803
224,48,0,662,830,614,681,710,830
224,4,0,1062,884,1030,708,1095,884
225,1,0,945,1027,902,847,988,1027
225,3,0,468,907,428,725,508,907
225,24,0,1324,803,1294,656,1355,803
225,48,0,659,832,609,682,710,832
225,4,0,1061,886,1027,707,1095,886
226,1,0,949,1027,906,849,992,1027
226,3,0,469,907,431,725,508,907
226,24,0,1328,803,1295,657,1361,803
226,48,0,657,835,606,685,708,835
226,4,0,1059,887,1025,707,1093,887
227,1,0,951,1027,909,850,993,1027
227,3,0,470,906,434,726,507,906
227,24,0,1330,804,1295,658,1366,804
227,48,0,653,831,603,686,703,831
227,4,0,1058,885,1024,709,1092,885
228,1,0,953,1028,912,850,995,1028
228,3,0,471,906,436,728,506,906
228,24,0,1335,805,1297,659,1373,805
228,48,0,650,835,599,687,702,835
228,4,0,1057,886,1022,712,1093,886
229,1,0,956,1028,915,851,997,1028
229,3,0,471,906,438,728,504,906
229,24,0,1338,806,1300,661,1376,806
229,48,0,648,840,594,686,702,840
229,4,0,1055,886,1019,710,1092,886
230,1,0,959,1028,918,851,1001,1028
230,3,0,470,907,439,728,501,907
230,24,0,1340,805,1304,662,1377,805
230,48,0,646,846,591,686,702,846
230,4,0,1047,886,1009,711,1086,886
231,1,0,964,1028,921,851,1007,1028
231,3,0,469,907,441,727,498,907
231,24,0,1344,806,1312,663,1377,806
231,48,0,645,845,590,688,700,845
231,4,0,1043,885,1004,710,1082,885
232,1,0,967,1028,923,852,1011,1028
232,3,0,469,907,444,726,494,907
232,24,0,1345,807,1313,663,1378,807
232,48,0,641,842,589,690,694,842
232,4,0,1039,884,1002,709,1077,884
233,1,0,969,1027,924,853,1015,1027
233,3,0,470,908,446,727,494,908
233,24,0,1350,806,1320,662,1380,806
233,48,0,638,844,587,691,689,844
233,4,0,1040,888,1005,708,1075,888
234,1,0,972,1027,927,854,1018,1027
234,3,0,473,908,448,727,498,908
234,24,0,1354,806,1327,661,1382,806
234,48,0,635,844,587,692,683,844
234,4,0,1038,893,1006,707,1070,893
235,1,0,974,1027,929,854,1020,1027
235,3,0,476,907,450,727,502,907
235,24,0,1358,807,1333,660,1384,807
235,48,0,632,847,587,693,678,847
235,4,0,1036,886,1008,707,1065,886
236,1,0,976,1027,930,854,1023,1027
236,3,0,479,908,452,727,507,908
236,24,0,1362,806,1339,659,1386,806
236,48,0,631,849,587,693,675,849
236,4,0,1034,883,1007,707,1061,883
237,1,0,978,1027,932,853,1024,1027
237,3,0,482,909,454,728,511,909
237,24,0,1366,803,1343,658,1389,803
237,48,0,630,852,587,694,673,852
237,4,0,1031,887,1004,707,1058,887
238,1,0,980,1027,935,852,1025,1027
238,3,0,485,910,455,729,515,910
238,24,0,1368,802,1345,657,1392,802
238,48,0,629,855,587,697,672,855
238,4,0,1030,892,1003,707,1058,892
239,1,0,981,1027,938,852,1025,1027
239,3,0,486,908,455,729,518,908
239,24,0,1371,800,1348,656,1394,800
239,48,0,631,859,590,702,672,859
239,4,0,1031,895,1005,708,1057,895
240,1,0,982,1027,940,852,1025,1027
240,3,0,488,907,456,729,521,907
240,24,0,1374,799,1350,655,1399,799
240,48,0,633,857,591,705,676,857
240,4,0,1030,896,1005,709,1056,896
241,1,0,983,1027,941,852,1025,1027
241,3,0,490,908,456,729,524,908
241,24,0,1377,799,1351,655,1403,799
241,48,0,635,859,593,708,678,859
241,4,0,1031,897,1006,710,1056,897
242,1,0,983,1027,942,852,1024,1027
242,3,0,492,909,458,730,527,909
242,24,0,1380,799,1352,656,1409,799
242,48,0,642,860,598,713,686,860
242,4,0,1031,897,1006,710,1056,897
243,1,0,984,1027,943,852,1025,1027
243,3,0,495,909,463,730,527,909
243,24,0,1383,799,1354,656,1412,799
243,48,0,647,867,602,716,692,867
243,4,0,1030,897,1005,711,1056,897
244,1,0,983,1027,944,851,1023,1027
244,3,0,497,909,467,729,527,909
244,24,0,1387,801,1355,655,1419,801
244,48,0,648,872,605,719,692,872
244,4,0,1031,897,1008,713,1055,897
245,1,0,983,1027,945,851,1022,1027
245,3,0,500,908,472,729,528,908
245,24,0,1391,802,1355,656,1427,802
245,48,0,649,877,609,721,689,877
245,4,0,1031,897,1008,713,1054,897
246,1,0,983,1027,946,851,1020,1027
246,3,0,506,906,479,728,533,906
246,24,0,1398,803,1357,657,1439,803
246,48,0,647,884,611,724,684,884
246,4,0,1029,898,1005,712,1054,898
246,66,0,13,650,0,508,26,650
247,1,0,984,1027,947,851,1021,1027
247,3,0,512,906,486,730,538,906
247,24,0,1403,804,1359,658,1448,804
247,48,0,650,887,612,726,689,887
247,4,0,1030,899,1005,712,1055,899
247,66,0,14,650,0,510,28,650
248,1,0,984,1027,948,851,1021,1027
248,3,0,517,905,489,732,545,905
248,24,0,1404,803,1359,659,1449,803
248,48,0,654,887,612,730,697,887
248,4,0,1030,900,1004,714,1056,900
248,66,0,14,645,0,510,29,645
249,1,0,985,1027,949,852,1022,1027
249,3,0,522,904,491,732,554,904
249,24,0,1409,804,1362,659,1457,804
249,48,0,656,886,613,734,700,886
249,4,0,1030,901,1003,715,1058,901
249,66,0,14,646,0,510,29,646
250,1,0,986,1027,949,851,1023,1027
250,3,0,527,905,492,734,562,905
250,24,0,1412,804,1363,658,1461,804
250,48,0,657,886,614,737,701,886
250,4,0,1031,902,1002,716,1060,902
250,66,0,15,647,0,511,30,647
250,67,0,1391,801,1362,658,1421,801
251,1,0,988,1027,950,851,1026,1027
251,3,0,533,906,492,736,574,906
251,24,0,1412,802,1365,658,1460,802
251,48,0,656,886,616,738,697,886
251,4,0,1032,902,1001,716,1063,902
251,66,0,15,648,0,512,30,648
251,67,0,1392,799,1364,657,1420,799
252,1,0,990,1027,951,850,1029,1027
252,3,0,538,906,493,739,584,906
252,24,0,1408,800,1369,657,1447,800
252,48,0,656,883,617,739,695,883
252,4,0,1033,902,1001,718,1065,902
252,66,0,15,644,0,512,31,644
252,67,0,1393,799,1366,657,1420,799
253,1,0,992,1027,953,850,1031,1027
253,3,0,543,907,493,739,593,907
253,24,0,1412,800,1369,655,1456,800
253,48,0,655,883,618,738,692,883
253,4,0,1033,902,1000,719,1066,902
253,66,0,16,643,0,512,32,643
253,67,0,1395,798,1369,656,1421,798
254,1,0,994,1027,955,849,1034,1027
254,3,0,547,908,494,741,601,908
254,24,0,1410,800,1370,654,1451,800
254,48,0,653,881,618,736,688,881
254,4,0,1034,906,1000,720,1069,906
254,66,0,16,645,0,512,32,645
254,67,0,1395,796,1370,655,1421,796
255,1,0,996,1026,956,849,1036,1026
255,3,0,551,908,495,742,607,908
255,48,0,651,881,618,729,684,881
255,4,0,1036,907,1000,719,1073,907
255,66,0,16,646,0,511,33,646
255,67,0,1395,795,1370,654,1421,795
256,1,0,998,1027,958,848,1039,1027
256,3,0,558,906,502,744,614,906
256,48,0,651,881,617,729,685,881
256,4,0,1039,906,1000,720,1078,906
256,66,0,17,645,0,510,34,645
256,67,0,1395,793,1369,653,1421,793
256,24,0,1412,798,1370,652,1454,798
257,1,0,1000,1027,960,847,1041,1027
257,3,0,560,905,514,746,607,905
257,48,0,651,879,619,725,684,879
257,4,0,1040,905,1000,722,1080,905
257,66,0,18,645,0,510,36,645
257,67,0,1397,794,1370,653,1424,794
257,24,0,1411,796,1371,652,1452,796
258,1,0,1003,1027,962,847,1044,1027
258,3,0,575,905,528,746,622,905
258,48,0,652,876,621,726,684,876
258,4,0,1041,906,999,723,1084,906
258,66,0,18,644,0,510,37,644
258,67,0,1397,794,1370,653,1425,794
258,24,0,1415,796,1371,652,1460,796
259,1,0,1005,1027,963,846,1047,1027
259,3,0,584,903,541,746,628,903
259,48,0,653,876,621,725,685,876
259,4,0,1042,906,1000,724,1084,906
259,66,0,19,645,0,512,38,645
259,67,0,1399,794,1371,653,1428,794
259,24,0,1418,799,1372,652,1465,799
260,1,0,1006,1026,964,845,1049,1026
260,3,0,591,906,547,746,635,906
260,48,0,654,877,623,724,685,877
260,4,0,1042,906,1000,725,1084,906
260,66,0,20,644,0,511,40,644
260,67,0,1401,793,1372,653,1430,793
260,24,0,1420,799,1372,652,1468,799
261,1,0,1009,1026,965,845,1053,1026
261,3,0,595,906,548,745,642,906
261,48,0,659,877,632,723,686,877
261,4,0,1042,906,1000,725,1084,906
261,66,0,21,643,0,511,42,643
261,67,0,1402,791,1373,653,1431,791
261,24,0,1417,796,1373,651,1462,796
262,1,0,1009,1025,966,844,1053,1025
262,3,0,599,906,550,743,649,906
262,48,0,658,877,631,721,686,877
262,4,0,1042,908,1000,725,1084,908
262,66,0,22,643,0,509,44,643
262,67,0,1402,790,1374,652,1430,790
262,24,0,1420,797,1375,651,1465,797
263,1,0,1010,1026,966,843,1054,1026
263,3,0,604,906,553,742,655,906
263,48,0,661,874,635,719,687,874
263,4,0,1041,908,1000,725,1083,908
263,66,0,22,640,0,507,45,640
263,67,0,1401,790,1374,653,1428,790
263,24,0,1414,795,1375,651,1454,795
264,1,0,1011,1027,967,843,1056,1027
264,3,0,611,906,559,741,664,906
264,48,0,664,875,637,717,692,875
264,4,0,1042,909,1000,723,1084,909
264,66,0,23,640,0,508,46,640
264,67,0,1399,789,1374,652,1425,789
264,24,0,1416,795,1374,650,1459,795
265,1,0,1012,1027,967,842,1057,1027
265,3,0,625,910,564,728,686,910
265,48,0,657,882,627,719,688,882
265,4,0,1042,908,999,723,1086,908
265,66,0,23,640,0,508,46,640
265,67,0,1398,790,1373,652,1423,790
265,24,0,1412,794,1373,650,1452,794
266,1,0,1012,1026,967,842,1058,1026
266,3,0,636,911,569,722,704,911
266,48,0,661,901,622,720,700,901
266,4,0,1043,908,1000,723,1087,908
266,66,0,23,639,0,508,46,639
266,67,0,1396,789,1370,652,1422,789
266,24,0,1411,794,1370,651,1452,794
