frame,track_id,conf,x,y,x1,y1,x2,y2
92,1,0.7359846830368042,62,63,39,37,85,89
93,1,0.7370746731758118,62,63,39,38,85,89
94,1,0.7378854155540466,62,63,39,38,85,89
95,1,0.7373195886611938,62,63,39,38,85,89
96,1,0.7371050715446472,62,63,39,37,85,89
97,1,0.7373999953269958,62,63,39,38,85,89
98,1,0.7377791404724121,62,63,39,38,85,89
99,1,0.7379856705665588,62,63,39,38,85,89
100,1,0.736811637878418,62,63,39,38,85,89
101,1,0.7359428405761719,62,63,39,38,85,89
102,1,0.7358810305595398,62,63,39,38,85,89
103,1,0.7347280383110046,61,63,38,38,85,89
104,1,0.7343763113021851,61,63,38,38,85,89
105,1,0.734282374382019,61,63,38,38,85,89
106,1,0.7330467700958252,62,63,39,38,85,89
107,1,0.734519362449646,61,63,38,38,85,89
108,1,0.732841968536377,61,63,38,38,85,89
109,1,0.7345841526985168,61,63,38,37,85,89
110,1,0.7338835597038269,61,63,38,38,85,89
111,1,0.7342843413352966,61,63,38,37,85,89
112,1,0.7354786396026611,61,63,38,37,85,89
113,1,0.7369767427444458,61,63,38,37,85,89
114,1,0.7360179424285889,61,63,38,37,85,89
115,1,0.73719322681427,61,63,38,37,85,89
116,1,0.7378321290016174,61,63,38,37,85,89
117,1,0.7379112243652344,61,63,38,37,85,89
118,1,0.737964928150177,61,63,38,37,85,89
119,1,0.7385574579238892,61,63,38,37,85,89
120,1,0.738376259803772,61,63,38,38,85,89
121,1,0.737922191619873,61,63,38,38,85,89
122,1,0.7382444143295288,61,63,38,37,85,89
123,1,0.7366263270378113,61,63,38,37,85,89
124,1,0.7382245659828186,61,63,38,37,85,89
125,1,0.7370639443397522,61,63,38,37,85,89
126,1,0.7372742891311646,61,63,38,37,85,89
127,1,0.7363426089286804,61,63,38,37,85,89
128,1,0.7392342686653137,61,63,38,37,85,89
129,1,0.7379806041717529,61,63,38,37,85,89
130,1,0.7367385029792786,61,63,38,38,85,89
131,1,0.7364912629127502,61,63,38,38,85,89
132,1,0.7350024580955505,61,63,38,38,85,89
133,1,0.7348924279212952,61,63,38,38,85,89
134,1,0.7358106374740601,61,63,38,38,85,89
135,1,0.7344614863395691,61,63,38,38,85,89
136,1,0.7344015836715698,61,63,38,38,85,89
137,1,0.7356548309326172,61,63,38,38,85,89
138,1,0.7348143458366394,61,63,38,38,85,89
139,1,0.735084593296051,62,63,39,38,85,89
140,1,0.7355465292930603,62,63,39,38,85,89
141,1,0.7351128458976746,61,63,38,38,85,89
142,1,0.7360734343528748,61,63,38,38,85,89
143,1,0.736321210861206,61,63,38,38,85,89
144,1,0.7368441820144653,61,63,38,38,85,89
145,1,0.7363160252571106,61,63,38,38,85,89
146,1,0.7361868023872375,61,63,38,38,85,89
147,1,0.7369088530540466,62,63,39,38,85,89
148,1,0.7365928292274475,62,63,39,38,85,89
149,1,0.7362440228462219,62,63,39,38,85,89
150,1,0.7368781566619873,61,63,38,38,85,89
151,1,0.7358872294425964,61,63,38,38,85,89
152,1,0.7364736795425415,61,63,38,38,85,89
153,1,0.7353526949882507,62,63,39,38,85,89
154,1,0.7362425923347473,61,63,38,38,85,89
155,1,0.7344862222671509,61,63,38,38,85,89
156,1,0.7353962063789368,61,63,38,38,85,89
157,1,0.7344481348991394,61,63,38,38,85,89
158,1,0.7360504269599915,61,63,38,38,85,89
159,1,0.7361629605293274,62,63,39,38,85,89
160,1,0.7365196347236633,62,63,39,38,85,89
161,1,0.7369914650917053,62,63,39,38,85,89
162,1,0.7368795871734619,62,63,39,38,85,89
163,1,0.7371172308921814,62,63,39,38,85,89
164,1,0.7369711399078369,62,63,39,38,85,89
165,1,0.7373161911964417,62,63,39,38,85,89
166,1,0.7374109029769897,62,63,39,38,85,89
167,1,0.7377986907958984,62,63,39,38,85,89
168,1,0.7376656532287598,62,63,39,38,85,89
169,1,0.7375954389572144,62,63,39,38,85,89
170,1,0.7378823161125183,62,63,39,38,85,89
171,1,0.737761914730072,62,63,39,38,85,89
172,1,0.7378740906715393,62,63,39,38,85,89
173,1,0.7380698323249817,62,63,39,38,85,89
174,1,0.7379840016365051,62,63,39,38,85,89
175,1,0.7395083904266357,61,63,38,38,85,89
176,1,0.7387374639511108,61,63,38,38,85,89
177,1,0.7392733097076416,61,63,38,38,85,89
178,1,0.7400723695755005,61,63,38,38,85,89
179,1,0.7398048043251038,61,63,38,38,85,89
180,1,0.73995041847229,61,63,38,38,85,89
181,1,0.7393660545349121,61,63,38,38,85,89
182,1,0.7393097877502441,61,63,38,38,85,89
183,1,0.7389220595359802,61,63,38,38,85,89
184,1,0.7383866906166077,61,63,38,38,85,89
185,1,0.7388724684715271,61,63,38,38,85,89
186,1,0.7381064891815186,61,63,38,38,85,89
187,1,0.7382103800773621,61,63,38,38,85,89
188,1,0.7374975681304932,61,63,38,38,85,89
189,1,0.7382757663726807,61,63,38,38,85,89
190,1,0.7389306426048279,61,63,38,38,85,89
191,1,0.7388517260551453,61,63,38,38,85,89
192,1,0.7399471998214722,61,63,38,38,85,89
193,1,0.7409182190895081,61,63,38,38,85,89
194,1,0.7406201362609863,61,63,38,38,85,89
195,1,0.7412521839141846,61,63,38,38,85,89
196,1,0.7402856945991516,61,63,38,38,85,89
197,1,0.740973711013794,61,63,38,38,85,89
198,1,0.7403476238250732,61,63,38,38,85,89
199,1,0.7403858304023743,61,63,38,38,85,89
200,1,0.7396323084831238,61,63,38,38,85,89
201,1,0.7401806712150574,61,63,38,38,85,89
202,1,0.7394402027130127,61,63,38,38,85,89
203,1,0.7398408055305481,61,63,38,38,85,89
204,1,0.739866316318512,61,63,38,38,85,89
205,1,0.7381837368011475,61,63,38,38,85,89
206,1,0.7383574843406677,61,63,38,38,85,89
207,1,0.7385885715484619,61,63,38,38,85,89
208,1,0.7386205196380615,61,63,38,38,85,89
209,1,0.7385716438293457,61,63,38,38,85,89
210,1,0.7399919033050537,61,63,38,38,85,89
211,1,0.7392471432685852,61,63,38,38,85,89
212,1,0.7393548488616943,61,63,38,38,85,89
213,1,0.7395288944244385,61,63,38,38,85,89
214,1,0.7405784726142883,61,63,38,38,85,89
215,1,0.7411832213401794,61,63,38,38,85,89
216,1,0.7404303550720215,61,63,38,38,85,89
217,1,0.7400503158569336,61,63,38,38,85,89
218,1,0.7396183609962463,61,63,38,38,85,89
219,1,0.7392258644104004,61,63,38,38,85,89
220,1,0.7394956350326538,61,63,38,38,85,89
221,1,0.7382376194000244,61,63,38,37,85,89
222,1,0.7372762560844421,61,63,38,37,85,89
223,1,0.7349749803543091,61,63,38,37,85,89
224,1,0.7344439625740051,61,63,38,37,85,89
225,1,0.7360934019088745,61,63,38,37,85,89
226,1,0.7361912727355957,61,63,38,38,85,89
227,1,0.7351397275924683,61,63,38,37,85,89
228,1,0.733811616897583,61,63,38,37,85,89
229,1,0.734754741191864,61,63,38,38,85,89
230,1,0.7359175682067871,61,63,38,38,85,89
231,1,0.7362474799156189,61,63,38,38,85,89
232,1,0.7372815012931824,61,63,38,38,85,89
233,1,0.7366852164268494,61,63,38,38,85,89
234,1,0.7370536923408508,61,63,38,38,85,89
235,1,0.74599289894104,62,63,39,37,85,89
236,1,0.7456986904144287,62,63,39,37,85,89
237,1,0.7460029721260071,62,63,39,37,85,89
238,1,0.7462056279182434,62,63,39,37,85,89
239,1,0.7457339763641357,62,63,39,37,85,89
240,1,0.7455755472183228,62,63,39,37,85,89
241,1,0.7456450462341309,62,63,39,37,85,89
242,1,0.7448318004608154,62,63,39,37,85,89
243,1,0.7450648546218872,62,63,39,37,85,89
244,1,0.7447399497032166,62,63,39,37,85,89
245,1,0.7454161643981934,62,63,39,37,85,89
246,1,0.7450345158576965,62,63,39,37,85,89
247,1,0.7452030777931213,62,63,39,37,85,89
248,1,0.7437278032302856,62,63,39,37,85,89
249,1,0.7432711124420166,62,63,39,37,85,89
250,1,0.7424783706665039,62,63,39,37,85,89
251,1,0.7427160143852234,62,63,39,37,85,89
252,1,0.7446596622467041,62,63,39,37,85,89
253,1,0.7446715831756592,62,63,39,37,85,89
254,1,0.7434713244438171,62,63,39,37,85,89
255,1,0.7454421520233154,62,63,39,37,85,89
256,1,0.7437306046485901,62,63,39,37,85,89
257,1,0.7440898418426514,62,63,39,37,85,89
258,1,0.744145929813385,62,63,39,37,85,89
259,1,0.7450335025787354,62,63,39,37,85,89
260,1,0.7462854385375977,62,63,39,37,85,89
261,1,0.7469393610954285,62,63,39,37,85,89
262,1,0.7472284436225891,62,63,39,37,85,89
263,1,0.7469028830528259,62,63,39,37,85,89
264,1,0.7475343346595764,62,63,39,37,85,89
265,1,0.7478540539741516,62,63,39,37,85,89
266,1,0.7472934126853943,62,63,39,37,85,89
267,1,0.747422456741333,62,63,39,37,85,89
268,1,0.7477386593818665,62,63,39,37,85,89
269,1,0.748268723487854,62,63,39,37,85,89
270,1,0.7476791143417358,62,63,39,37,85,89
271,1,0.7469195127487183,62,63,39,37,85,89
272,1,0.7469086050987244,62,63,39,37,85,89
273,1,0.7459442019462585,62,63,39,37,85,89
274,1,0.7465226650238037,62,63,39,37,85,89
275,1,0.7469502687454224,62,63,39,37,85,89
276,1,0.7468957901000977,62,63,39,37,85,89
277,1,0.7469369769096375,62,63,39,37,85,89
278,1,0.747014582157135,62,63,39,37,85,89
279,1,0.7471128106117249,62,63,39,37,85,89
280,1,0.7471894025802612,62,63,39,37,85,89
281,1,0.7477405667304993,62,63,39,37,85,89
282,1,0.7471187710762024,62,63,39,37,85,89
283,1,0.7461642026901245,62,63,39,37,85,89
284,1,0.7461516261100769,62,63,39,37,85,89
285,1,0.7451353073120117,62,63,39,37,85,89
286,1,0.7455284595489502,62,63,39,37,85,89
287,1,0.7455205917358398,62,63,39,37,85,89
288,1,0.7463158369064331,62,63,39,37,85,89
289,1,0.7475249171257019,62,63,39,37,85,89
290,1,0.7473238706588745,62,63,39,37,85,89
291,1,0.747271716594696,62,63,39,37,85,89
292,1,0.747589111328125,62,63,39,37,85,89
293,1,0.7473999857902527,62,63,39,37,85,89
294,1,0.7472003698348999,62,63,39,37,85,89
295,1,0.7468019127845764,62,63,39,37,85,89
296,1,0.7467578053474426,62,63,39,37,85,89
297,1,0.7468144297599792,62,63,39,37,85,89
298,1,0.746680736541748,62,63,39,37,85,89
299,1,0.746185302734375,62,63,39,37,85,89
300,1,0.746539294719696,62,63,39,37,85,89
301,1,0.7463822364807129,62,63,39,37,85,89
302,1,0.7464483976364136,62,63,39,37,85,89
303,1,0.7453628182411194,62,63,39,37,85,89
304,1,0.7458591461181641,62,63,39,37,85,89
305,1,0.7451006770133972,62,63,39,37,85,89
306,1,0.7455481290817261,62,63,39,37,85,89
307,1,0.7457435727119446,62,63,39,37,85,89
308,1,0.7447159290313721,62,63,39,38,85,89
309,1,0.7447507381439209,62,63,39,38,85,89
310,1,0.7453217506408691,62,63,39,38,85,89
311,1,0.7449554204940796,62,63,39,38,85,89
312,1,0.7443967461585999,62,63,39,38,85,89
313,1,0.7457200884819031,62,63,39,38,85,89
314,1,0.7458997368812561,62,63,39,37,85,89
315,1,0.7459273934364319,62,63,39,37,85,89
316,1,0.7446027398109436,62,63,39,37,85,89
317,1,0.7452554106712341,62,63,39,37,85,89
318,1,0.744820773601532,62,63,39,37,86,89
319,1,0.7450341582298279,62,63,39,37,86,89
320,1,0.7450231909751892,62,63,39,37,86,89
321,1,0.7450772523880005,62,63,39,37,86,89
322,1,0.7454964518547058,62,63,39,37,86,89
323,1,0.7457872629165649,62,63,39,37,86,89
324,1,0.7453746199607849,62,63,39,37,86,89
325,1,0.7463277578353882,62,63,39,37,86,89
326,1,0.7455482482910156,62,63,39,37,86,89
327,1,0.7460641264915466,62,63,39,37,86,89
328,1,0.7455816864967346,62,63,39,37,86,89
329,1,0.7461433410644531,62,63,39,37,86,89
330,1,0.7446355819702148,62,63,39,37,86,89
331,1,0.7453980445861816,62,63,39,37,86,89
332,1,0.7440022826194763,62,63,39,37,86,89
333,1,0.7437313795089722,62,63,39,37,85,89
334,1,0.7447015047073364,62,63,39,37,85,89
335,1,0.7440980672836304,62,63,39,37,85,89
336,1,0.7445926666259766,62,63,39,37,85,89
337,1,0.7450788021087646,62,63,39,37,85,89
338,1,0.7453361749649048,62,63,39,38,85,89
339,1,0.7461434006690979,62,63,39,37,85,89
340,1,0.74590003490448,62,63,39,37,86,89
341,1,0.7454309463500977,62,63,39,37,86,89
342,1,0.745431125164032,62,63,39,37,86,89
343,1,0.7456865310668945,62,63,39,37,86,89
344,1,0.7460655570030212,62,63,39,37,86,89
345,1,0.7456914186477661,62,63,39,37,86,89
346,1,0.7450962662696838,62,63,39,37,85,89
347,1,0.746100664138794,62,63,39,38,85,89
348,1,0.7457219362258911,62,63,39,38,85,89
349,1,0.745697021484375,62,63,39,38,85,89
350,1,0.7456676959991455,62,63,39,38,85,89
351,1,0.7455819845199585,62,63,39,38,85,89
352,1,0.7454637289047241,62,63,39,38,85,89
353,1,0.7457457780838013,62,63,39,38,85,89
354,1,0.7455295920372009,62,63,39,38,85,89
355,1,0.7431161403656006,62,63,39,38,85,89
356,1,0.7430830597877502,62,63,39,38,85,89
357,1,0.7423666715621948,62,63,39,38,85,89
358,1,0.7423429489135742,62,63,39,38,85,89
359,1,0.742142379283905,62,63,39,38,85,89
360,1,0.742450475692749,62,63,39,38,85,89
361,1,0.7426960468292236,62,63,39,38,85,89
362,1,0.7413454055786133,62,63,39,38,85,89
363,1,0.7425746917724609,62,63,39,38,85,89
364,1,0.7414300441741943,62,63,39,38,85,89
365,1,0.7424588799476624,62,63,39,38,86,89
366,1,0.7435021996498108,62,63,39,38,85,89
367,1,0.743108332157135,62,63,39,38,86,89
368,1,0.7449178695678711,62,63,39,37,86,89
369,1,0.7455587983131409,62,63,39,37,86,89
370,1,0.743756890296936,62,63,39,37,86,89
371,1,0.7439236640930176,62,63,39,37,86,89
372,1,0.7452605962753296,62,63,39,37,86,89
373,1,0.7448924779891968,62,63,39,37,86,89
374,1,0.7451950907707214,62,63,39,37,86,89
375,1,0.7443463206291199,62,63,39,37,86,89
376,1,0.7448275089263916,62,63,39,37,86,89
377,1,0.7448604702949524,62,63,39,37,86,89
378,1,0.7448038458824158,62,63,39,37,86,89
379,1,0.7442201972007751,62,63,39,37,86,89
380,1,0.743471086025238,62,63,39,37,86,89
381,1,0.7433451414108276,62,63,39,37,86,89
382,1,0.7439412474632263,62,63,39,37,86,89
383,1,0.744113028049469,62,63,39,37,86,89
384,1,0.7445898056030273,62,63,39,37,86,89
385,1,0.7447622418403625,62,63,39,37,86,89
386,1,0.7438462376594543,62,63,39,37,86,89
387,1,0.7438836693763733,62,63,39,37,86,89
388,1,0.7421337366104126,62,63,39,37,86,89
389,1,0.7431838512420654,62,63,39,37,86,89
390,1,0.7433647513389587,62,63,39,37,86,89
391,1,0.7427399158477783,62,63,39,37,86,89
392,1,0.744196355342865,62,63,39,37,86,89
393,1,0.7437365055084229,62,63,39,37,85,89
394,1,0.744499683380127,62,63,39,37,85,89
395,1,0.7440795302391052,62,63,39,37,85,89
396,1,0.7445130348205566,62,63,39,37,85,89
397,1,0.7438837289810181,62,63,39,37,85,89
398,1,0.7440569996833801,62,63,39,37,85,89
399,1,0.7434694766998291,62,63,39,37,85,89
400,1,0.7435068488121033,62,63,39,37,85,89
401,1,0.7425962090492249,62,63,39,37,85,89
402,1,0.7427074313163757,62,63,39,37,85,89
403,1,0.7428736686706543,62,63,39,37,85,89
404,1,0.7430436015129089,62,63,39,37,85,89
405,1,0.7436000108718872,62,63,39,37,85,89
406,1,0.7426618933677673,62,63,39,37,85,89
407,1,0.743175745010376,62,63,39,37,85,89
408,1,0.7430010437965393,62,63,39,37,85,89
409,1,0.743403434753418,62,63,39,37,85,89
410,1,0.7450323104858398,62,63,39,37,85,89
411,1,0.743968665599823,62,63,39,37,85,89
412,1,0.744114875793457,62,63,39,37,85,89
413,1,0.7437260150909424,62,63,39,37,85,89
414,1,0.7439120411872864,62,63,39,37,85,89
415,1,0.7391387224197388,62,63,39,37,85,89
416,1,0.7391607165336609,62,63,39,37,85,89
417,1,0.7400168776512146,62,63,39,37,85,89
418,1,0.7403959631919861,62,63,39,37,85,89
419,1,0.7397484183311462,62,63,39,37,85,89
420,1,0.7393521070480347,62,63,39,37,85,89
421,1,0.7401849031448364,62,63,39,37,85,89
422,1,0.7398130297660828,62,63,39,37,85,89
423,1,0.7415561079978943,62,63,39,37,85,89
424,1,0.7397409677505493,62,63,39,37,85,89
425,1,0.7406991720199585,62,63,39,37,85,89
426,1,0.7394314408302307,62,63,39,37,85,89
427,1,0.7406857013702393,62,63,39,37,85,89
428,1,0.7363554239273071,62,63,39,37,85,89
429,1,0.7379262447357178,62,63,39,38,85,89
430,71,0.7530463933944702,1256,221,1226,193,1287,249
431,71,0.7519950866699219,1256,221,1226,193,1287,249
432,71,0.7682906985282898,1257,221,1228,192,1287,250
433,71,0.7691298127174377,1258,221,1229,192,1288,250
434,71,0.759609580039978,1258,221,1229,193,1288,250
435,71,0.7660728693008423,1258,221,1229,192,1288,250
436,71,0.7730677127838135,1258,220,1229,191,1288,250
437,71,0.7774954438209534,1258,221,1229,191,1288,251
438,71,0.7670718431472778,1259,220,1230,190,1288,250
439,71,0.7581809163093567,1260,220,1232,190,1289,250
440,71,0.7720978856086731,1262,220,1235,190,1289,250
441,71,0.7590577006340027,1263,220,1237,190,1289,251
442,1,0.73720782995224,62,63,39,37,85,89
443,1,0.7393333911895752,62,63,39,37,86,89
444,1,0.7381574511528015,62,63,39,37,86,89
445,1,0.7404508590698242,62,63,39,37,86,89
446,1,0.7373157143592834,62,63,39,37,86,89
447,1,0.7390252351760864,62,63,39,37,86,89
448,1,0.737269937992096,62,63,39,37,86,89
449,1,0.7355160713195801,62,63,39,37,85,89
450,1,0.7355353236198425,62,63,39,37,86,89
451,1,0.7346792221069336,62,63,39,37,86,89
452,1,0.7365511059761047,62,63,39,37,86,89
453,1,0.7347404956817627,62,63,39,37,86,89
454,1,0.7368513941764832,62,63,39,37,86,89
455,1,0.7349590063095093,62,63,39,37,86,89
456,1,0.7367133498191833,62,63,39,37,86,89
457,1,0.7342938184738159,62,63,39,37,85,89
458,1,0.7347017526626587,62,63,39,37,85,89
459,1,0.7341077327728271,62,63,39,37,85,89
460,1,0.7377271056175232,62,63,39,37,85,89
461,1,0.7360836267471313,62,63,39,37,86,89
462,1,0.7349680066108704,62,63,39,37,86,89
463,1,0.7352520823478699,62,63,39,37,86,89
464,1,0.7359939217567444,62,63,39,37,86,89
465,1,0.7329391837120056,62,63,39,37,85,89
466,1,0.734373152256012,62,63,39,37,86,89
467,1,0.7326325178146362,62,63,39,37,86,89
468,1,0.7351371049880981,62,63,39,37,86,89
469,1,0.732904851436615,62,63,39,37,85,89
470,1,0.7358332276344299,62,63,39,37,86,89
471,1,0.734435498714447,62,63,39,37,85,89
472,1,0.734922468662262,62,63,39,37,86,89
473,1,0.734818696975708,62,63,39,37,85,89
474,1,0.7362051010131836,62,63,39,37,85,89
475,1,0.7357299327850342,62,63,39,37,85,89
476,1,0.7361283898353577,62,63,39,37,85,89
477,1,0.7366521954536438,62,63,39,37,85,89
478,1,0.7371774911880493,62,63,39,37,85,89
479,1,0.7348412275314331,62,63,39,37,85,89
480,1,0.7361725568771362,62,63,39,37,85,89
481,1,0.7349432706832886,62,63,39,37,85,89
482,1,0.737025797367096,62,63,39,37,85,89
483,1,0.7351169586181641,62,63,39,37,85,89
484,1,0.7369198203086853,62,63,39,37,85,89
485,1,0.7351117134094238,62,63,39,37,85,89
486,1,0.7368161678314209,62,63,39,37,85,89
487,1,0.7356534004211426,62,63,39,37,85,89
488,1,0.7362403869628906,62,63,39,37,85,89
489,1,0.7351656556129456,62,63,39,37,85,89
490,1,0.7334476709365845,62,63,39,37,85,89
491,1,0.7334086894989014,62,63,39,37,85,89
492,1,0.732578456401825,62,63,39,37,86,89
493,1,0.733554482460022,62,63,39,37,86,89
494,1,0.7327486276626587,62,63,39,37,86,89
495,1,0.7356876730918884,62,63,39,37,85,89
496,1,0.7353190779685974,62,63,39,37,85,89
497,1,0.7327975034713745,62,63,39,37,85,89
498,1,0.7329875826835632,62,63,39,37,85,89
499,1,0.7322737574577332,62,63,39,37,85,89
500,1,0.7358542680740356,62,63,39,38,85,89
501,1,0.7364864349365234,62,63,39,38,85,89
502,1,0.7356356382369995,62,63,39,38,85,89
503,1,0.7365916967391968,62,63,40,38,85,89
504,1,0.7365331053733826,62,63,39,38,85,89
505,1,0.7370537519454956,62,63,39,38,85,89
506,1,0.7360005974769592,62,63,39,37,85,89
507,1,0.7361600399017334,62,63,39,37,85,89
508,1,0.7349573373794556,62,63,39,37,85,89
509,1,0.7330796718597412,62,63,39,37,85,89
510,1,0.7329524159431458,62,63,39,37,85,89
511,1,0.7329655885696411,62,63,39,37,86,89
512,1,0.7346405982971191,62,63,39,37,86,89
513,1,0.7354928851127625,62,63,39,37,86,89
514,1,0.7368701696395874,62,63,39,37,86,89
515,1,0.7368288636207581,62,63,39,37,86,89
516,1,0.7371533513069153,62,63,39,37,86,89
517,1,0.7348095178604126,62,63,39,37,86,89
518,1,0.7352498769760132,62,63,39,37,86,89
519,1,0.7349709272384644,62,63,39,37,86,89
520,1,0.7349739074707031,62,63,39,37,86,89
521,1,0.7346176505088806,62,63,39,37,85,89
522,1,0.734434187412262,62,63,39,37,85,89
523,1,0.7362955808639526,62,63,39,37,85,89
524,1,0.7356438636779785,62,63,39,37,85,89
525,1,0.7339596152305603,62,63,39,37,85,89
526,1,0.7342411279678345,62,63,39,37,85,89
527,1,0.7354012727737427,62,63,39,37,85,89
528,1,0.7361903190612793,62,63,39,37,85,89
529,1,0.7353923320770264,62,63,39,37,85,89
530,1,0.7355632781982422,62,63,39,37,85,89
531,1,0.7359569668769836,62,63,39,37,85,89
532,1,0.7345559597015381,62,63,39,37,85,89
533,1,0.7381482124328613,62,63,39,37,85,89
534,1,0.7383151054382324,62,63,39,37,86,89
535,1,0.7371375560760498,62,63,39,37,86,89
536,1,0.737190842628479,62,63,39,37,86,89
537,1,0.7364470958709717,62,63,39,37,86,89
538,1,0.7363843321800232,62,63,39,37,86,89
539,1,0.7372696399688721,62,63,39,37,86,89
540,1,0.7375139594078064,62,63,39,37,86,89
541,1,0.737403154373169,62,63,39,37,86,89
542,1,0.7364464402198792,62,63,39,37,86,89
543,1,0.7355979681015015,62,63,39,37,86,89
544,1,0.7342855334281921,62,63,39,37,86,89
545,1,0.7356812357902527,62,63,39,37,86,89
546,1,0.7367187738418579,62,63,39,37,86,89
547,1,0.7367629408836365,62,63,39,37,86,89
548,1,0.7378602623939514,62,63,39,37,86,89
549,1,0.7399575710296631,62,63,39,37,86,89
550,1,0.7343411445617676,62,63,40,38,85,89
551,1,0.73521888256073,62,63,40,38,85,89
552,1,0.7337384819984436,62,63,40,38,85,89
553,1,0.7349989414215088,62,63,40,38,85,89
554,1,0.7354385256767273,62,63,40,38,85,89
