frame,track_id,bbox_x1,bbox_y1,bbox_x2,bbox_y2,center_x,center_y,timestamp_sec
378,2,588,710,666,869,627,869,12.6
378,3,1000,662,1083,874,1041,874,12.6
378,4,1328,670,1391,818,1359,818,12.6
379,2,850,661,920,822,885,822,12.633333333333333
379,2,590,708,674,869,632,869,12.633333333333333
379,3,1006,665,1078,869,1042,869,12.633333333333333
379,4,1333,671,1391,811,1362,811,12.633333333333333
380,2,859,650,927,825,893,825,12.666666666666666
380,2,594,705,682,871,638,871,12.666666666666666
380,3,1007,664,1077,869,1042,869,12.666666666666666
380,4,1333,671,1396,816,1364,816,12.666666666666666
380,2,862,648,949,840,905,840,12.666666666666666
381,2,869,644,924,825,896,825,12.7
381,2,600,703,690,870,645,870,12.7
381,3,1007,663,1077,863,1042,863,12.7
381,4,1335,675,1406,822,1370,822,12.7
381,2,869,654,942,845,905,845,12.7
382,2,873,643,925,826,899,826,12.733333333333333
382,2,602,702,699,871,650,871,12.733333333333333
382,3,1006,657,1078,873,1042,873,12.733333333333333
382,4,1339,678,1411,826,1375,826,12.733333333333333
382,4,1342,680,1444,834,1393,834,12.733333333333333
383,2,877,644,931,825,904,825,12.766666666666667
383,2,605,704,718,876,661,876,12.766666666666667
383,3,1006,652,1076,856,1041,856,12.766666666666667
383,4,1347,682,1415,833,1381,833,12.766666666666667
384,2,610,704,732,882,671,882,12.8
384,3,1006,650,1076,844,1041,844,12.8
384,4,1348,688,1424,836,1386,836,12.8
384,2,879,646,948,838,913,838,12.8
385,2,618,706,740,886,679,886,12.833333333333334
385,3,1005,649,1076,835,1040,835,12.833333333333334
385,4,1347,694,1434,838,1390,838,12.833333333333334
385,2,881,652,949,835,915,835,12.833333333333334
386,2,624,710,743,884,683,884,12.866666666666667
386,3,1004,648,1075,837,1039,837,12.866666666666667
386,2,885,660,956,838,920,838,12.866666666666667
386,4,1343,703,1463,850,1403,850,12.866666666666667
387,2,631,711,739,876,685,876,12.9
387,3,1003,647,1075,837,1039,837,12.9
387,2,886,659,966,839,926,839,12.9
387,4,1346,708,1466,855,1406,855,12.9
388,2,643,714,736,872,689,872,12.933333333333334
388,3,1002,645,1075,837,1038,837,12.933333333333334
388,2,883,672,964,842,923,842,12.933333333333334
388,4,1353,712,1466,857,1409,857,12.933333333333334
389,2,656,718,739,871,697,871,12.966666666666667
389,3,1001,646,1075,840,1038,840,12.966666666666667
389,2,881,678,962,842,921,842,12.966666666666667
389,4,1361,716,1466,858,1413,858,12.966666666666667
390,2,667,719,745,874,706,874,13.0
390,3,995,648,1075,841,1035,841,13.0
390,2,876,673,972,845,924,845,13.0
390,4,1368,722,1465,859,1416,859,13.0
391,2,677,719,757,881,717,881,13.033333333333333
391,3,992,645,1075,841,1033,841,13.033333333333333
391,2,878,687,969,842,923,842,13.033333333333333
391,4,1372,728,1464,859,1418,859,13.033333333333333
392,2,681,717,758,880,719,880,13.066666666666666
392,3,987,636,1074,841,1030,841,13.066666666666666
392,2,879,696,967,843,923,843,13.066666666666666
392,4,1377,732,1460,859,1418,859,13.066666666666666
393,2,686,715,758,878,722,878,13.1
393,3,988,637,1073,843,1030,843,13.1
393,2,881,699,967,842,924,842,13.1
393,4,1383,735,1458,858,1420,858,13.1
394,2,689,712,765,886,727,886,13.133333333333333
394,3,982,643,1073,850,1027,850,13.133333333333333
394,2,883,700,966,842,924,842,13.133333333333333
394,4,1386,736,1458,855,1422,855,13.133333333333333
395,2,690,708,768,887,729,887,13.166666666666666
395,3,981,644,1073,852,1027,852,13.166666666666666
395,2,885,700,966,842,925,842,13.166666666666666
395,4,1387,736,1461,856,1424,856,13.166666666666666
395,2,689,707,746,879,717,879,13.166666666666666
396,3,980,644,1073,852,1026,852,13.2
396,2,885,697,966,844,925,844,13.2
396,4,1387,736,1460,853,1423,853,13.2
396,2,690,705,755,881,722,881,13.2
397,3,983,644,1074,842,1028,842,13.233333333333333
397,2,885,691,965,849,925,849,13.233333333333333
397,4,1384,735,1461,856,1422,856,13.233333333333333
397,2,691,702,760,880,725,880,13.233333333333333
398,3,984,650,1075,850,1029,850,13.266666666666667
398,2,891,688,963,849,927,849,13.266666666666667
398,4,1385,735,1460,858,1422,858,13.266666666666667
398,2,691,697,759,883,725,883,13.266666666666667
399,3,987,648,1075,856,1031,856,13.3
399,2,894,687,961,850,927,850,13.3
399,4,1383,734,1461,857,1422,857,13.3
399,2,690,695,756,880,723,880,13.3
399,2,694,699,780,884,737,884,13.3
400,3,987,650,1076,858,1031,858,13.333333333333334
400,2,893,684,962,850,927,850,13.333333333333334
400,4,1384,734,1462,856,1423,856,13.333333333333334
400,2,690,694,752,880,721,880,13.333333333333334
400,2,694,698,782,886,738,886,13.333333333333334
401,3,987,658,1075,857,1031,857,13.366666666666667
401,2,890,681,962,850,926,850,13.366666666666667
401,4,1385,732,1463,855,1424,855,13.366666666666667
401,2,690,694,749,877,719,877,13.366666666666667
401,2,694,697,782,881,738,881,13.366666666666667
401,3,992,676,1059,850,1025,850,13.366666666666667
402,3,975,668,1070,862,1022,862,13.4
402,2,885,679,961,848,923,848,13.4
402,4,1385,731,1466,858,1425,858,13.4
402,2,690,694,747,876,718,876,13.4
402,2,694,698,780,878,737,878,13.4
402,3,989,678,1059,854,1024,854,13.4
403,3,978,672,1073,855,1025,855,13.433333333333334
403,2,879,680,958,846,918,846,13.433333333333334
403,4,1385,729,1468,860,1426,860,13.433333333333334
403,2,690,695,751,875,720,875,13.433333333333334
403,2,693,697,781,878,737,878,13.433333333333334
403,3,988,679,1055,850,1021,850,13.433333333333334
404,3,978,670,1075,852,1026,852,13.466666666666667
404,2,876,678,956,846,916,846,13.466666666666667
404,4,1386,729,1474,860,1430,860,13.466666666666667
404,2,691,696,752,875,721,875,13.466666666666667
404,2,694,699,778,876,736,876,13.466666666666667
404,3,986,678,1055,849,1020,849,13.466666666666667
405,3,981,670,1077,855,1029,855,13.5
405,2,874,676,949,844,911,844,13.5
405,4,1388,728,1479,862,1433,862,13.5
405,2,691,696,750,875,720,875,13.5
405,2,694,699,777,875,735,875,13.5
405,3,988,679,1054,850,1021,850,13.5
406,3,986,670,1078,855,1032,855,13.533333333333333
406,2,874,675,940,840,907,840,13.533333333333333
406,4,1388,722,1481,862,1434,862,13.533333333333333
406,2,691,696,745,875,718,875,13.533333333333333
406,2,694,700,779,875,736,875,13.533333333333333
406,3,994,680,1052,849,1023,849,13.533333333333333
407,3,989,671,1078,856,1033,856,13.566666666666666
407,2,875,674,929,838,902,838,13.566666666666666
407,4,1389,720,1481,862,1435,862,13.566666666666666
407,2,691,696,741,874,716,874,13.566666666666666
407,2,695,701,783,875,739,875,13.566666666666666
407,3,995,679,1055,849,1025,849,13.566666666666666
408,2,875,671,922,837,898,837,13.6
408,4,1373,702,1483,863,1428,863,13.6
408,2,691,696,740,874,715,874,13.6
408,2,695,700,785,876,740,876,13.6
408,3,996,677,1062,851,1029,851,13.6
409,2,874,671,919,837,896,837,13.633333333333333
409,4,1381,704,1480,863,1430,863,13.633333333333333
409,2,692,695,739,873,715,873,13.633333333333333
409,2,695,699,785,875,740,875,13.633333333333333
409,3,999,678,1070,851,1034,851,13.633333333333333
410,2,868,670,918,840,893,840,13.666666666666666
410,4,1390,708,1479,862,1434,862,13.666666666666666
410,2,692,696,739,872,715,872,13.666666666666666
410,2,695,699,786,874,740,874,13.666666666666666
410,3,1003,679,1073,854,1038,854,13.666666666666666
410,2,872,668,940,843,906,843,13.666666666666666
411,2,862,671,922,843,892,843,13.7
411,4,1395,711,1476,862,1435,862,13.7
411,2,692,696,738,872,715,872,13.7
411,2,695,699,788,874,741,874,13.7
411,3,1004,679,1075,857,1039,857,13.7
411,2,865,670,949,848,907,848,13.7
412,2,857,672,926,845,891,845,13.733333333333333
412,4,1398,712,1474,862,1436,862,13.733333333333333
412,2,692,696,738,872,715,872,13.733333333333333
412,2,695,699,788,874,741,874,13.733333333333333
412,3,1006,681,1076,856,1041,856,13.733333333333333
413,2,853,671,929,846,891,846,13.766666666666667
413,4,1398,712,1476,863,1437,863,13.766666666666667
413,2,692,696,738,872,715,872,13.766666666666667
413,2,695,699,787,874,741,874,13.766666666666667
413,3,1009,683,1078,858,1043,858,13.766666666666667
414,2,846,671,935,846,890,846,13.8
414,4,1400,711,1481,865,1440,865,13.8
414,2,692,696,738,872,715,872,13.8
414,2,695,699,786,874,740,874,13.8
414,3,1009,683,1078,860,1043,860,13.8
415,2,840,671,937,847,888,847,13.833333333333334
415,4,1400,711,1479,865,1439,865,13.833333333333334
415,2,693,696,738,872,715,872,13.833333333333334
415,2,695,699,787,874,741,874,13.833333333333334
415,3,1010,681,1080,858,1045,858,13.833333333333334
416,2,834,672,935,844,884,844,13.866666666666667
416,4,1400,709,1477,864,1438,864,13.866666666666667
416,2,692,696,738,872,715,872,13.866666666666667
416,2,695,699,783,874,739,874,13.866666666666667
416,3,1012,681,1079,854,1045,854,13.866666666666667
417,2,827,671,934,845,880,845,13.9
417,4,1401,711,1474,864,1437,864,13.9
417,2,693,696,738,871,715,871,13.9
417,2,695,700,782,873,738,873,13.9
417,3,1015,680,1080,851,1047,851,13.9
418,2,821,671,930,845,875,845,13.933333333333334
418,4,1401,711,1474,865,1437,865,13.933333333333334
418,2,693,696,738,870,715,870,13.933333333333334
418,2,695,700,778,873,736,873,13.933333333333334
418,3,1017,679,1079,849,1048,849,13.933333333333334
419,2,815,671,923,844,869,844,13.966666666666667
419,4,1402,710,1473,864,1437,864,13.966666666666667
419,2,693,696,739,870,716,870,13.966666666666667
419,2,695,699,777,872,736,872,13.966666666666667
419,3,1018,678,1079,846,1048,846,13.966666666666667
420,2,814,671,921,844,867,844,14.0
420,4,1402,710,1474,864,1438,864,14.0
420,2,693,696,739,870,716,870,14.0
420,2,694,699,774,872,734,872,14.0
420,3,1017,675,1080,847,1048,847,14.0
421,2,811,670,924,845,867,845,14.033333333333333
421,4,1402,711,1474,864,1438,864,14.033333333333333
421,2,693,696,739,869,716,869,14.033333333333333
421,2,694,699,772,871,733,871,14.033333333333333
421,3,1017,672,1080,846,1048,846,14.033333333333333
422,2,811,669,918,846,864,846,14.066666666666666
422,4,1402,711,1472,864,1437,864,14.066666666666666
422,2,692,696,741,869,716,869,14.066666666666666
422,2,694,698,763,871,728,871,14.066666666666666
422,3,1017,671,1079,853,1048,853,14.066666666666666
423,2,808,670,913,846,860,846,14.1
423,4,1402,710,1473,864,1437,864,14.1
423,2,692,695,742,869,717,869,14.1
423,2,693,698,766,870,729,870,14.1
423,3,1019,670,1078,854,1048,854,14.1
424,2,805,670,885,843,845,843,14.133333333333333
424,4,1403,710,1473,864,1438,864,14.133333333333333
424,2,692,696,744,869,718,869,14.133333333333333
424,3,1019,669,1080,861,1049,861,14.133333333333333
425,2,803,671,875,840,839,840,14.166666666666666
425,4,1403,710,1474,864,1438,864,14.166666666666666
425,2,692,696,746,869,719,869,14.166666666666666
425,3,1021,668,1080,855,1050,855,14.166666666666666
426,2,795,671,876,843,835,843,14.2
426,4,1402,710,1474,865,1438,865,14.2
426,2,692,696,747,869,719,869,14.2
426,3,1022,669,1082,847,1052,847,14.2
426,2,804,668,909,845,856,845,14.2
426,2,693,696,779,871,736,871,14.2
427,2,792,670,876,844,834,844,14.233333333333333
427,4,1402,709,1476,866,1439,866,14.233333333333333
427,2,692,696,748,870,720,870,14.233333333333333
427,3,1022,668,1083,846,1052,846,14.233333333333333
427,2,693,696,775,871,734,871,14.233333333333333
428,2,791,670,886,846,838,846,14.266666666666667
428,4,1402,709,1480,867,1441,867,14.266666666666667
428,2,691,695,748,871,719,871,14.266666666666667
428,3,1023,668,1085,848,1054,848,14.266666666666667
428,2,693,696,775,872,734,872,14.266666666666667
429,2,789,670,888,847,838,847,14.3
429,4,1402,709,1479,866,1440,866,14.3
429,2,691,695,748,871,719,871,14.3
429,3,1023,667,1085,848,1054,848,14.3
429,2,692,695,773,871,732,871,14.3
430,2,789,671,885,847,837,847,14.333333333333334
430,4,1401,709,1477,866,1439,866,14.333333333333334
430,2,691,695,747,872,719,872,14.333333333333334
430,3,1024,667,1086,849,1055,849,14.333333333333334
430,2,692,695,772,871,732,871,14.333333333333334
431,2,787,673,884,847,835,847,14.366666666666667
431,4,1401,709,1477,866,1439,866,14.366666666666667
431,2,690,695,746,872,718,872,14.366666666666667
431,3,1026,667,1087,846,1056,846,14.366666666666667
431,2,690,695,778,873,734,873,14.366666666666667
432,2,785,675,878,846,831,846,14.4
432,4,1401,709,1479,866,1440,866,14.4
432,2,690,695,746,873,718,873,14.4
432,3,1028,667,1091,845,1059,845,14.4
432,2,690,695,780,874,735,874,14.4
433,2,783,678,874,846,828,846,14.433333333333334
433,4,1400,710,1484,865,1442,865,14.433333333333334
433,2,689,695,745,873,717,873,14.433333333333334
433,3,1029,667,1097,842,1063,842,14.433333333333334
434,2,779,678,875,850,827,850,14.466666666666667
434,4,1400,710,1482,863,1441,863,14.466666666666667
434,2,689,696,743,874,716,874,14.466666666666667
434,3,1032,668,1105,844,1068,844,14.466666666666667
435,2,780,678,863,844,821,844,14.5
435,4,1399,709,1481,864,1440,864,14.5
435,2,689,697,742,874,715,874,14.5
435,3,1034,669,1110,845,1072,845,14.5
436,2,774,674,849,840,811,840,14.533333333333333
436,4,1397,708,1479,864,1438,864,14.533333333333333
436,2,688,698,743,874,715,874,14.533333333333333
436,3,1034,670,1112,847,1073,847,14.533333333333333
437,2,769,676,844,837,806,837,14.566666666666666
437,4,1396,707,1477,863,1436,863,14.566666666666666
437,2,688,698,744,874,716,874,14.566666666666666
437,3,1038,670,1115,847,1076,847,14.566666666666666
438,2,766,676,839,837,802,837,14.6
438,4,1395,706,1476,862,1435,862,14.6
438,2,688,699,746,874,717,874,14.6
438,3,1041,669,1117,844,1079,844,14.6
438,2,783,678,833,836,808,836,14.6
439,2,768,676,830,838,799,838,14.633333333333333
439,4,1395,705,1473,860,1434,860,14.633333333333333
439,2,688,699,748,874,718,874,14.633333333333333
439,3,1048,668,1117,834,1082,834,14.633333333333333
440,2,765,675,821,839,793,839,14.666666666666666
440,4,1395,704,1475,860,1435,860,14.666666666666666
440,2,689,699,757,874,723,874,14.666666666666666
440,3,1052,668,1116,831,1084,831,14.666666666666666
440,2,768,675,838,847,803,847,14.666666666666666
441,2,764,676,820,843,792,843,14.7
441,4,1396,704,1477,860,1436,860,14.7
441,2,689,702,757,873,723,873,14.7
441,3,1055,667,1115,832,1085,832,14.7
441,2,690,700,785,875,737,875,14.7
442,2,762,676,815,843,788,843,14.733333333333333
442,4,1396,699,1468,860,1432,860,14.733333333333333
442,2,689,702,755,872,722,872,14.733333333333333
442,3,1058,666,1114,827,1086,827,14.733333333333333
442,2,692,697,782,869,737,869,14.733333333333333
443,2,756,677,811,851,783,851,14.766666666666667
443,4,1395,698,1458,860,1426,860,14.766666666666667
443,2,689,698,748,872,718,872,14.766666666666667
443,3,1059,665,1115,824,1087,824,14.766666666666667
443,2,692,696,781,870,736,870,14.766666666666667
444,2,751,677,811,851,781,851,14.8
444,4,1395,696,1454,859,1424,859,14.8
444,2,691,696,746,870,718,870,14.8
444,3,1062,664,1118,823,1090,823,14.8
444,2,695,693,778,866,736,866,14.8
444,4,1396,698,1483,860,1439,860,14.8
445,2,747,677,812,851,779,851,14.833333333333334
445,4,1395,694,1446,858,1420,858,14.833333333333334
445,2,691,695,744,870,717,870,14.833333333333334
445,3,1066,664,1122,817,1094,817,14.833333333333334
445,2,696,692,781,862,738,862,14.833333333333334
445,4,1396,696,1479,859,1437,859,14.833333333333334
446,2,743,680,817,853,780,853,14.866666666666667
446,4,1395,693,1440,858,1417,858,14.866666666666667
446,2,692,694,743,870,717,870,14.866666666666667
446,3,1068,663,1127,817,1097,817,14.866666666666667
446,2,698,690,787,864,742,864,14.866666666666667
446,4,1395,693,1478,861,1436,861,14.866666666666667
447,2,739,682,811,850,775,850,14.9
447,4,1392,691,1440,858,1416,858,14.9
447,2,692,694,742,870,717,870,14.9
447,3,1072,663,1132,817,1102,817,14.9
447,4,1393,692,1486,861,1439,861,14.9
448,4,1389,690,1443,859,1416,859,14.933333333333334
448,2,692,693,741,869,716,869,14.933333333333334
448,3,1071,663,1135,819,1103,819,14.933333333333334
448,4,1390,690,1490,863,1440,863,14.933333333333334
448,2,739,682,826,856,782,856,14.933333333333334
449,4,1382,689,1439,857,1410,857,14.966666666666667
449,2,691,693,744,868,717,868,14.966666666666667
449,3,1071,664,1140,824,1105,824,14.966666666666667
449,4,1384,689,1484,860,1434,860,14.966666666666667
449,2,741,682,822,853,781,853,14.966666666666667
450,4,1377,690,1437,856,1407,856,15.0
450,2,689,692,742,867,715,867,15.0
450,3,1076,665,1144,825,1110,825,15.0
450,4,1379,689,1480,859,1429,859,15.0
450,2,738,682,813,855,775,855,15.0
451,4,1372,690,1435,853,1403,853,15.033333333333333
451,2,687,691,741,867,714,867,15.033333333333333
451,3,1078,666,1149,825,1113,825,15.033333333333333
451,4,1375,691,1488,861,1431,861,15.033333333333333
451,2,728,686,803,856,765,856,15.033333333333333
452,4,1372,690,1434,853,1403,853,15.066666666666666
452,2,685,692,742,868,713,868,15.066666666666666
452,3,1079,667,1150,825,1114,825,15.066666666666666
452,4,1374,690,1475,860,1424,860,15.066666666666666
452,2,729,686,817,865,773,865,15.066666666666666
453,4,1369,690,1433,853,1401,853,15.1
453,2,683,693,741,868,712,868,15.1
453,3,1078,668,1153,823,1115,823,15.1
453,4,1369,690,1468,860,1418,860,15.1
453,2,726,688,801,865,763,865,15.1
454,4,1366,689,1433,848,1399,848,15.133333333333333
454,2,678,692,739,868,708,868,15.133333333333333
454,3,1078,668,1156,824,1117,824,15.133333333333333
454,2,724,686,798,868,761,868,15.133333333333333
455,4,1369,690,1434,846,1401,846,15.166666666666666
455,2,674,691,738,868,706,868,15.166666666666666
455,3,1078,668,1158,824,1118,824,15.166666666666666
455,2,721,682,794,869,757,869,15.166666666666666
456,4,1373,689,1434,845,1403,845,15.2
456,2,671,688,748,870,709,870,15.2
456,3,1080,666,1160,826,1120,826,15.2
456,2,718,682,792,868,755,868,15.2
456,2,674,681,791,871,732,871,15.2
457,4,1372,688,1434,845,1403,845,15.233333333333333
457,3,1083,664,1161,826,1122,826,15.233333333333333
457,2,708,685,790,868,749,868,15.233333333333333
457,2,672,683,782,871,727,871,15.233333333333333
458,4,1365,689,1433,844,1399,844,15.266666666666667
458,3,1085,663,1161,823,1123,823,15.266666666666667
458,2,667,683,781,872,724,872,15.266666666666667
459,4,1361,689,1433,844,1397,844,15.3
459,3,1090,661,1161,822,1125,822,15.3
459,2,667,685,778,872,722,872,15.3
460,4,1353,687,1432,843,1392,843,15.333333333333334
460,3,1095,660,1159,821,1127,821,15.333333333333334
460,2,668,685,778,871,723,871,15.333333333333334
461,4,1346,688,1430,844,1388,844,15.366666666666667
461,3,1102,659,1162,819,1132,819,15.366666666666667
461,2,672,685,775,871,723,871,15.366666666666667
462,4,1349,687,1430,844,1389,844,15.4
462,3,1110,660,1166,820,1138,820,15.4
462,2,673,686,770,871,721,871,15.4
463,4,1342,687,1431,845,1386,845,15.433333333333334
463,3,1120,659,1174,820,1147,820,15.433333333333334
463,2,673,687,764,872,718,872,15.433333333333334
464,4,1339,688,1431,846,1385,846,15.466666666666667
464,3,1126,659,1182,821,1154,821,15.466666666666667
464,2,670,689,766,873,718,873,15.466666666666667
465,4,1336,688,1430,847,1383,847,15.5
465,3,1125,660,1188,821,1156,821,15.5
465,2,660,691,769,873,714,873,15.5
466,4,1337,687,1428,848,1382,848,15.533333333333333
466,3,1122,660,1193,822,1157,822,15.533333333333333
466,2,663,692,767,873,715,873,15.533333333333333
467,4,1335,686,1427,848,1381,848,15.566666666666666
467,3,1116,661,1196,823,1156,823,15.566666666666666
467,2,669,692,746,872,707,872,15.566666666666666
468,4,1336,685,1424,847,1380,847,15.6
468,3,1113,662,1201,823,1157,823,15.6
468,2,679,693,744,872,711,872,15.6
469,4,1334,684,1423,846,1378,846,15.633333333333333
469,3,1112,661,1217,827,1164,827,15.633333333333333
469,2,683,693,742,872,712,872,15.633333333333333
469,2,685,692,772,875,728,875,15.633333333333333
470,4,1329,682,1420,846,1374,846,15.666666666666666
470,3,1114,662,1222,828,1168,828,15.666666666666666
470,2,684,693,740,872,712,872,15.666666666666666
470,2,684,691,774,875,729,875,15.666666666666666
470,4,1362,684,1419,844,1390,844,15.666666666666666
471,4,1325,681,1418,845,1371,845,15.7
471,3,1117,662,1224,826,1170,826,15.7
471,2,683,693,738,872,710,872,15.7
471,2,682,692,768,875,725,875,15.7
471,4,1361,684,1418,844,1389,844,15.7
472,4,1326,681,1416,845,1371,845,15.733333333333333
472,3,1120,663,1218,824,1169,824,15.733333333333333
472,2,682,694,738,872,710,872,15.733333333333333
472,4,1362,683,1416,844,1389,844,15.733333333333333
473,4,1336,680,1415,844,1375,844,15.766666666666667
473,3,1122,662,1214,823,1168,823,15.766666666666667
473,2,678,694,738,872,708,872,15.766666666666667
474,4,1329,679,1413,843,1371,843,15.8
474,3,1128,663,1213,823,1170,823,15.8
474,2,676,694,738,872,707,872,15.8
475,4,1325,678,1413,842,1369,842,15.833333333333334
475,3,1133,661,1212,824,1172,824,15.833333333333334
475,2,673,694,739,871,706,871,15.833333333333334
476,4,1322,677,1415,842,1368,842,15.866666666666667
476,3,1140,660,1208,824,1174,824,15.866666666666667
476,2,669,694,740,868,704,868,15.866666666666667
477,4,1324,677,1416,841,1370,841,15.9
477,3,1148,659,1209,822,1178,822,15.9
477,2,665,694,741,865,703,865,15.9
478,4,1337,678,1417,839,1377,839,15.933333333333334
478,3,1160,660,1215,818,1187,818,15.933333333333334
478,2,664,695,740,865,702,865,15.933333333333334
479,4,1318,680,1420,837,1369,837,15.966666666666667
479,3,1171,660,1221,816,1196,816,15.966666666666667
479,2,672,697,739,864,705,864,15.966666666666667
479,4,1345,679,1419,838,1382,838,15.966666666666667
480,3,1178,659,1227,818,1202,818,16.0
480,2,677,697,738,865,707,865,16.0
480,4,1348,678,1420,838,1384,838,16.0
481,3,1182,659,1247,820,1214,820,16.033333333333335
481,2,680,696,737,865,708,865,16.033333333333335
481,4,1351,678,1422,838,1386,838,16.033333333333335
481,2,649,699,701,858,675,858,16.033333333333335
482,3,1185,661,1245,818,1215,818,16.066666666666666
482,2,683,696,736,867,709,867,16.066666666666666
482,4,1353,678,1424,836,1388,836,16.066666666666666
482,2,644,701,699,860,671,860,16.066666666666666
483,3,1186,661,1252,818,1219,818,16.1
483,2,683,695,738,868,710,868,16.1
483,4,1354,678,1427,838,1390,838,16.1
483,2,643,703,722,865,682,865,16.1
483,4,1311,680,1429,840,1370,840,16.1
484,3,1185,661,1263,819,1224,819,16.133333333333333
484,2,683,695,739,869,711,869,16.133333333333333
484,4,1356,677,1429,840,1392,840,16.133333333333333
484,2,641,702,719,863,680,863,16.133333333333333
484,4,1318,680,1430,842,1374,842,16.133333333333333
485,3,1184,662,1270,822,1227,822,16.166666666666668
485,2,682,694,738,869,710,869,16.166666666666668
485,4,1358,677,1429,841,1393,841,16.166666666666668
485,2,639,701,707,861,673,861,16.166666666666668
485,4,1314,680,1431,841,1372,841,16.166666666666668
485,2,637,698,725,868,681,868,16.166666666666668
486,3,1184,662,1273,824,1228,824,16.2
486,2,683,694,737,865,710,865,16.2
486,4,1356,677,1430,840,1393,840,16.2
486,2,637,700,700,860,668,860,16.2
486,4,1313,680,1432,840,1372,840,16.2
486,2,636,698,722,865,679,865,16.2
487,3,1184,663,1279,825,1231,825,16.233333333333334
487,2,682,694,736,865,709,865,16.233333333333334
487,4,1358,677,1431,838,1394,838,16.233333333333334
487,2,633,700,698,862,665,862,16.233333333333334
487,4,1324,679,1432,839,1378,839,16.233333333333334
488,3,1183,664,1282,824,1232,824,16.266666666666666
488,2,683,694,736,867,709,867,16.266666666666666
488,4,1359,675,1431,838,1395,838,16.266666666666666
488,4,1324,678,1433,839,1378,839,16.266666666666666
488,2,628,699,707,867,667,867,16.266666666666666
