frame,track_id,class,x,y,x1,y1,x2,y2
7,7,0,1436,770,1414,677,1459,770
8,1,0,1039,1025,1000,822,1078,1025
8,2,0,828,813,800,655,856,813
8,3,0,305,749,277,611,334,749
8,4,0,317,750,280,617,354,750
8,5,0,1448,779,1414,675,1482,779
8,6,0,1529,856,1486,735,1572,856
8,7,0,1436,769,1414,677,1458,769
9,1,0,1039,1025,1001,823,1077,1025
9,2,0,830,813,802,656,859,813
9,3,0,306,749,279,612,333,749
9,4,0,316,750,281,618,352,750
9,5,0,1448,778,1414,675,1482,778
9,6,0,1529,856,1486,736,1572,856
10,1,0,1039,1025,1001,822,1077,1025
10,2,0,832,813,804,657,861,813
10,3,0,309,750,280,612,338,750
10,5,0,1448,778,1414,675,1482,778
10,6,0,1528,857,1486,736,1571,857
11,1,0,1039,1025,1001,822,1077,1025
11,2,0,835,813,807,657,863,813
11,3,0,310,750,280,613,341,750
11,5,0,1448,778,1414,675,1482,778
11,6,0,1528,857,1486,736,1571,857
11,7,0,1439,771,1414,676,1464,771
12,1,0,1039,1026,1002,822,1076,1026
12,2,0,837,813,810,657,865,813
12,3,0,311,750,280,614,342,750
12,5,0,1448,778,1414,675,1482,778
12,6,0,1527,856,1486,736,1569,856
12,7,0,1439,771,1414,676,1464,771
13,1,0,1039,1026,1002,821,1077,1026
13,2,0,839,813,812,657,867,813
13,3,0,310,750,280,614,340,750
13,5,0,1448,777,1414,674,1482,777
13,6,0,1527,855,1486,736,1568,855
13,7,0,1439,771,1414,676,1464,771
14,1,0,1039,1026,1002,822,1077,1026
14,2,0,842,815,814,658,871,815
14,3,0,310,749,280,613,340,749
14,5,0,1447,777,1414,674,1481,777
14,6,0,1527,856,1486,736,1569,856
14,7,0,1438,770,1414,676,1463,770
15,1,0,1039,1026,1002,822,1077,1026
15,2,0,845,819,816,658,875,819
15,3,0,309,749,279,614,339,749
15,5,0,1447,777,1414,674,1481,777
15,6,0,1528,856,1486,736,1570,856
15,7,0,1438,770,1414,676,1463,770
16,1,0,1039,1026,1002,822,1077,1026
16,2,0,847,817,818,658,876,817
16,3,0,309,748,280,615,339,748
16,5,0,1448,777,1415,674,1481,777
16,6,0,1527,856,1486,736,1569,856
16,7,0,1438,770,1414,676,1462,770
17,1,0,1039,1026,1002,822,1077,1026
17,2,0,847,816,817,659,877,816
17,3,0,310,748,279,614,341,748
17,5,0,1448,777,1415,674,1481,777
17,6,0,1528,856,1486,736,1570,856
17,7,0,1438,770,1414,676,1462,770
18,1,0,1039,1026,1002,822,1077,1026
18,2,0,848,818,819,659,877,818
18,3,0,311,748,278,613,344,748
18,5,0,1447,778,1414,673,1481,778
18,6,0,1528,855,1487,736,1569,855
18,7,0,1438,771,1414,675,1463,771
19,1,0,1039,1026,1002,822,1077,1026
19,2,0,849,819,822,660,877,819
19,3,0,311,747,277,614,345,747
19,5,0,1447,779,1415,672,1480,779
19,6,0,1527,855,1487,736,1568,855
19,7,0,1438,770,1414,674,1463,770
20,1,0,1039,1025,1002,822,1077,1025
20,2,0,850,818,824,662,876,818
20,5,0,1447,780,1415,671,1480,780
20,6,0,1528,855,1487,736,1569,855
20,7,0,1438,771,1415,672,1462,771
20,4,0,315,749,279,618,352,749
21,1,0,1039,1026,1002,822,1077,1026
21,2,0,851,818,825,662,877,818
21,5,0,1447,781,1415,670,1480,781
21,6,0,1527,855,1486,736,1569,855
21,7,0,1436,772,1415,671,1458,772
21,4,0,316,749,280,620,352,749
22,1,0,1039,1025,1002,822,1077,1025
22,2,0,852,819,826,662,879,819
22,5,0,1448,784,1416,667,1480,784
22,6,0,1528,856,1487,735,1570,856
22,7,0,1436,772,1416,668,1457,772
22,4,0,314,749,277,622,351,749
23,1,0,1039,1025,1001,822,1077,1025
23,2,0,853,818,828,662,879,818
23,5,0,1448,784,1417,666,1479,784
23,6,0,1528,856,1487,735,1570,856
23,7,0,1435,772,1416,666,1455,772
23,4,0,320,750,284,628,357,750
23,9,0,1455,783,1433,674,1478,783
24,1,0,1039,1025,1001,822,1078,1025
24,2,0,855,818,830,662,880,818
24,5,0,1448,783,1417,665,1479,783
24,6,0,1528,856,1487,734,1570,856
24,7,0,1438,772,1417,664,1460,772
24,4,0,321,750,281,630,361,750
24,9,0,1457,782,1437,674,1477,782
25,1,0,1039,1025,1001,822,1078,1025
25,2,0,856,818,832,661,881,818
25,5,0,1448,782,1418,663,1478,782
25,6,0,1529,857,1487,733,1571,857
25,7,0,1438,773,1417,662,1460,773
25,4,0,325,749,290,632,361,749
25,9,0,1451,779,1428,675,1475,779
26,1,0,1040,1025,1001,822,1079,1025
26,2,0,857,819,833,661,882,819
26,5,0,1446,782,1417,660,1476,782
26,6,0,1528,857,1487,733,1570,857
26,4,0,329,749,295,636,363,749
27,1,0,1041,1026,1002,822,1080,1026
27,2,0,858,821,833,662,884,821
27,5,0,1447,783,1418,659,1476,783
27,6,0,1527,856,1486,732,1568,856
27,4,0,330,748,298,640,363,748
27,11,0,973,521,951,459,995,521
28,1,0,1041,1026,1002,822,1080,1026
28,2,0,860,823,834,662,886,823
28,5,0,1449,784,1419,658,1479,784
28,6,0,1526,857,1485,732,1568,857
28,4,0,331,747,299,642,364,747
28,11,0,973,521,951,460,995,521
29,1,0,1041,1026,1002,821,1081,1026
29,2,0,860,822,834,662,887,822
29,5,0,1449,784,1419,656,1480,784
29,6,0,1527,857,1485,732,1570,857
29,4,0,333,748,300,641,366,748
29,11,0,973,521,951,460,995,521
30,1,0,1041,1026,1002,821,1081,1026
30,2,0,861,821,834,663,888,821
30,5,0,1450,784,1419,653,1481,784
30,6,0,1527,857,1485,732,1569,857
30,4,0,333,748,299,635,368,748
30,11,0,973,521,951,460,995,521
31,1,0,1041,1026,1002,822,1081,1026
31,2,0,861,821,834,663,888,821
31,5,0,1449,783,1419,651,1480,783
31,6,0,1528,857,1486,732,1570,857
31,4,0,332,747,298,630,367,747
31,11,0,973,521,951,460,995,521
32,1,0,1041,1026,1002,821,1081,1026
32,2,0,862,823,835,663,890,823
32,5,0,1451,784,1418,649,1484,784
32,6,0,1528,857,1486,733,1571,857
32,4,0,329,746,298,627,360,746
32,11,0,973,521,951,460,995,521
32,7,0,1440,780,1416,651,1465,780
33,1,0,1041,1026,1002,821,1081,1026
33,2,0,863,822,836,664,890,822
33,5,0,1449,783,1417,648,1481,783
33,6,0,1530,858,1486,733,1575,858
33,4,0,329,744,299,620,360,744
33,11,0,973,521,951,460,996,521
34,1,0,1041,1026,1002,820,1081,1026
34,2,0,863,824,836,665,891,824
34,5,0,1447,784,1416,645,1479,784
34,6,0,1534,858,1485,734,1584,858
34,4,0,330,744,300,609,361,744
34,11,0,974,521,952,460,996,521
35,1,0,1041,1026,1002,821,1081,1026
35,2,0,864,827,837,666,892,827
35,5,0,1444,784,1415,642,1474,784
35,6,0,1536,858,1485,734,1587,858
35,4,0,330,744,300,605,360,744
35,11,0,974,521,952,460,996,521
36,1,0,1041,1026,1002,821,1081,1026
36,2,0,864,828,837,666,892,828
36,6,0,1533,858,1482,735,1585,858
36,4,0,331,743,303,603,360,743
36,11,0,974,521,952,461,997,521
36,7,0,1439,778,1415,641,1463,778
37,1,0,1041,1026,1001,821,1081,1026
37,2,0,865,829,838,667,893,829
37,6,0,1530,858,1478,735,1583,858
37,4,0,336,741,312,601,360,741
37,11,0,974,521,952,461,997,521
37,7,0,1439,777,1415,638,1463,777
38,1,0,1041,1026,1001,821,1081,1026
38,2,0,866,832,839,668,894,832
38,6,0,1528,858,1475,735,1581,858
38,4,0,342,737,322,596,363,737
38,11,0,974,521,952,461,997,521
38,7,0,1437,774,1413,636,1462,774
39,1,0,1041,1026,1001,820,1081,1026
39,2,0,867,833,840,668,895,833
39,6,0,1527,858,1473,735,1581,858
39,4,0,347,739,330,595,365,739
39,11,0,975,521,953,461,997,521
39,7,0,1436,773,1412,634,1461,773
40,1,0,1041,1026,1001,820,1081,1026
40,2,0,868,832,842,669,895,832
40,6,0,1528,859,1475,735,1581,859
40,4,0,356,740,334,598,378,740
40,11,0,975,521,953,461,997,521
40,7,0,1435,772,1412,633,1458,772
41,1,0,1040,1025,1000,820,1081,1025
41,2,0,869,833,843,669,896,833
41,6,0,1526,858,1468,736,1585,858
41,4,0,356,741,339,606,374,741
41,11,0,975,521,953,461,997,521
41,7,0,1433,775,1410,633,1456,775
42,1,0,1040,1025,1000,819,1081,1025
42,2,0,870,833,844,668,897,833
42,6,0,1523,858,1463,735,1583,858
42,4,0,358,743,341,612,376,743
42,11,0,974,521,952,461,996,521
42,7,0,1432,772,1410,633,1454,772
43,1,0,1040,1025,1000,820,1080,1025
43,2,0,872,833,846,669,899,833
43,6,0,1524,858,1462,735,1587,858
43,4,0,362,743,344,608,381,743
43,11,0,974,521,952,461,996,521
43,7,0,1430,769,1408,634,1453,769
44,1,0,1039,1025,999,820,1080,1025
44,2,0,874,834,847,668,902,834
44,6,0,1525,859,1462,735,1589,859
44,4,0,369,749,347,602,391,749
44,11,0,975,521,953,461,997,521
44,7,0,1429,770,1407,635,1451,770
45,1,0,1039,1025,998,820,1080,1025
45,2,0,878,834,850,668,906,834
45,6,0,1529,859,1470,734,1588,859
45,4,0,373,752,349,604,398,752
45,11,0,975,521,953,461,997,521
45,7,0,1427,771,1405,638,1449,771
46,1,0,1039,1025,998,820,1080,1025
46,2,0,880,833,852,668,909,833
46,6,0,1531,860,1474,733,1588,860
46,4,0,379,756,353,608,405,756
46,11,0,975,521,953,461,997,521
46,7,0,1426,772,1404,640,1449,772
47,1,0,1039,1025,998,820,1080,1025
47,2,0,882,834,853,668,912,834
47,6,0,1531,860,1476,732,1587,860
47,4,0,385,760,354,607,417,760
47,11,0,974,520,953,461,996,520
47,7,0,1425,774,1402,643,1448,774
48,1,0,1039,1025,998,820,1080,1025
48,2,0,885,834,856,668,915,834
48,6,0,1530,860,1476,731,1585,860
48,4,0,388,759,355,616,421,759
48,11,0,975,520,953,461,997,520
48,7,0,1423,776,1400,646,1447,776
48,17,0,377,756,353,617,401,756
49,1,0,1039,1025,998,820,1080,1025
49,2,0,888,834,859,668,917,834
49,6,0,1524,860,1466,730,1583,860
49,11,0,975,521,953,461,997,521
49,7,0,1422,776,1397,648,1448,776
49,17,0,379,756,355,620,403,756
50,1,0,1039,1025,998,820,1081,1025
50,2,0,890,835,861,668,920,835
50,6,0,1523,860,1464,729,1583,860
50,11,0,975,521,953,461,997,521
50,7,0,1422,776,1395,648,1450,776
50,17,0,382,756,357,625,408,756
51,1,0,1040,1025,998,820,1082,1025
51,2,0,892,836,863,668,921,836
51,6,0,1520,859,1463,727,1578,859
51,11,0,975,521,953,461,997,521
51,7,0,1422,776,1393,648,1451,776
51,17,0,384,757,360,626,409,757
51,19,0,1537,858,1502,752,1572,858
52,1,0,1041,1025,998,820,1084,1025
52,2,0,893,835,865,668,922,835
52,6,0,1519,860,1464,725,1574,860
52,11,0,975,521,953,461,997,521
52,7,0,1422,776,1392,648,1452,776
52,17,0,386,757,363,625,410,757
53,1,0,1042,1025,998,820,1086,1025
53,2,0,897,834,866,668,929,834
53,6,0,1517,860,1464,724,1571,860
53,11,0,975,521,953,462,998,521
53,7,0,1422,778,1390,646,1455,778
53,17,0,387,755,366,624,409,755
53,9,0,1411,765,1390,645,1432,765
54,1,0,1042,1026,998,820,1086,1026
54,2,0,896,833,867,668,925,833
54,6,0,1517,860,1466,723,1568,860
54,11,0,975,519,953,462,998,519
54,7,0,1421,779,1387,646,1455,779
54,17,0,390,753,371,624,410,753
54,4,0,400,755,373,623,427,755
55,1,0,1042,1026,998,820,1086,1026
55,2,0,896,833,868,668,924,833
55,6,0,1515,860,1465,723,1565,860
55,11,0,975,519,953,463,998,519
55,7,0,1416,776,1380,643,1452,776
55,17,0,393,753,374,622,413,753
55,4,0,403,755,376,622,430,755
56,1,0,1042,1026,998,819,1086,1026
56,2,0,897,832,869,668,925,832
56,6,0,1511,859,1461,723,1561,859
56,11,0,975,519,953,463,998,519
56,7,0,1405,772,1365,645,1446,772
56,17,0,396,755,375,621,417,755
56,4,0,407,760,377,621,438,760
57,1,0,1041,1027,998,819,1085,1027
57,2,0,897,832,870,668,925,832
57,6,0,1505,858,1456,723,1554,858
57,11,0,976,519,954,463,998,519
57,7,0,1396,768,1354,646,1439,768
57,17,0,397,756,376,621,418,756
57,4,0,412,766,379,621,445,766
58,1,0,1041,1027,998,819,1084,1027
58,2,0,897,833,870,668,925,833
58,6,0,1503,858,1454,722,1552,858
58,11,0,976,519,954,463,998,519
58,7,0,1395,765,1358,648,1433,765
58,17,0,398,759,377,621,420,759
58,4,0,414,766,380,621,448,766
59,1,0,1040,1027,998,819,1082,1027
59,2,0,898,833,872,668,925,833
59,6,0,1502,858,1456,722,1549,858
59,11,0,976,519,954,462,998,519
59,7,0,1380,764,1335,646,1426,764
59,17,0,399,760,377,623,422,760
59,4,0,414,765,379,621,449,765
60,1,0,1039,1027,998,818,1080,1027
60,2,0,899,833,873,668,925,833
60,6,0,1499,859,1452,719,1546,859
60,11,0,976,519,954,462,998,519
60,7,0,1373,764,1323,646,1423,764
60,17,0,403,761,378,624,429,761
61,1,0,1037,1026,997,819,1078,1026
61,2,0,899,832,874,668,925,832
61,6,0,1494,859,1448,716,1541,859
61,11,0,976,519,954,462,998,519
61,7,0,1370,763,1315,646,1425,763
61,17,0,403,760,378,626,429,760
62,1,0,1037,1026,997,819,1077,1026
62,2,0,901,832,877,668,926,832
62,6,0,1489,859,1444,714,1535,859
62,11,0,976,519,954,462,998,519
62,7,0,1366,763,1309,644,1423,763
62,17,0,404,758,379,626,430,758
63,1,0,1035,1026,996,820,1075,1026
63,2,0,904,830,881,668,928,830
63,6,0,1483,859,1438,712,1528,859
63,11,0,976,519,954,462,998,519
63,7,0,1361,761,1304,643,1419,761
63,17,0,405,758,379,625,431,758
64,1,0,1034,1026,995,820,1074,1026
64,2,0,908,830,885,668,931,830
64,6,0,1478,859,1434,710,1522,859
64,11,0,976,519,954,462,998,519
64,7,0,1357,758,1300,642,1415,758
64,17,0,407,758,380,625,434,758
65,1,0,1033,1026,993,820,1073,1026
65,2,0,911,832,888,668,935,832
65,6,0,1474,858,1428,708,1520,858
65,11,0,976,519,954,462,998,519
65,7,0,1352,753,1297,641,1407,753
65,17,0,409,759,382,624,437,759
66,1,0,1032,1026,992,820,1072,1026
66,2,0,913,833,890,667,937,833
66,6,0,1467,856,1422,706,1512,856
66,11,0,976,519,954,462,998,519
66,7,0,1340,739,1295,642,1385,739
66,17,0,411,759,385,626,438,759
67,1,0,1031,1026,992,819,1071,1026
67,2,0,915,835,891,667,939,835
67,6,0,1461,854,1417,706,1505,854
67,11,0,976,519,954,462,998,519
67,7,0,1334,748,1290,643,1379,748
67,17,0,411,759,386,625,437,759
68,1,0,1030,1026,991,819,1070,1026
68,2,0,915,834,891,668,939,834
68,6,0,1448,843,1412,702,1485,843
68,11,0,976,519,954,463,998,519
68,7,0,1325,749,1280,641,1371,749
68,17,0,412,758,387,626,437,758
69,1,0,1029,1026,990,821,1068,1026
69,2,0,916,833,892,670,940,833
69,6,0,1444,843,1405,701,1483,843
69,11,0,976,518,953,462,999,518
69,7,0,1317,747,1269,642,1366,747
69,17,0,412,758,388,627,437,758
70,1,0,1028,1026,989,821,1067,1026
70,2,0,916,833,893,672,940,833
70,6,0,1436,845,1393,699,1479,845
70,11,0,976,518,953,462,999,518
70,7,0,1310,748,1259,641,1361,748
70,17,0,412,757,388,628,437,757
71,1,0,1026,1026,987,821,1066,1026
71,2,0,916,833,893,674,940,833
71,6,0,1431,844,1388,696,1474,844
71,11,0,975,518,952,462,999,518
71,7,0,1303,747,1248,641,1358,747
71,17,0,412,755,388,629,437,755
72,1,0,1025,1026,985,821,1065,1026
72,2,0,918,834,893,673,943,834
72,6,0,1424,845,1380,693,1469,845
72,11,0,976,518,953,462,1000,518
72,7,0,1299,746,1244,640,1354,746
72,17,0,413,752,388,630,438,752
73,1,0,1024,1026,984,818,1065,1026
73,2,0,919,835,893,674,946,835
73,6,0,1418,841,1372,690,1465,841
73,11,0,976,547,952,462,1001,547
73,7,0,1293,745,1234,640,1352,745
73,17,0,412,753,388,634,437,753
74,1,0,1023,1026,982,819,1065,1026
74,2,0,920,834,893,674,948,834
74,6,0,1412,838,1365,689,1460,838
74,11,0,977,582,952,462,1002,582
74,7,0,1279,745,1226,642,1333,745
74,17,0,413,756,387,637,439,756
75,1,0,1022,1026,981,820,1064,1026
75,2,0,921,833,891,673,952,833
75,6,0,1404,837,1355,688,1453,837
75,7,0,1266,740,1217,642,1315,740
75,17,0,413,757,387,641,439,757
76,1,0,1022,1026,980,820,1064,1026
76,2,0,919,833,890,673,948,833
76,6,0,1391,836,1343,687,1439,836
76,7,0,1256,735,1208,643,1304,735
76,17,0,413,758,386,643,441,758
77,1,0,1021,1026,979,820,1064,1026
77,2,0,917,832,889,671,946,832
77,6,0,1375,832,1329,686,1421,832
77,7,0,1243,723,1200,643,1287,723
77,17,0,414,758,386,644,442,758
78,1,0,1021,1026,978,820,1064,1026
78,2,0,916,830,888,669,945,830
78,6,0,1368,830,1326,684,1410,830
78,7,0,1228,720,1192,641,1264,720
78,17,0,415,758,387,643,444,758
79,1,0,1019,1026,977,821,1062,1026
79,2,0,916,828,887,666,946,828
79,6,0,1362,831,1318,682,1407,831
79,7,0,1229,728,1183,642,1275,728
79,17,0,418,757,390,643,446,757
80,1,0,1018,1025,976,821,1060,1025
80,2,0,915,828,886,665,945,828
80,6,0,1356,833,1310,678,1402,833
80,7,0,1224,732,1172,643,1276,732
80,17,0,420,756,393,643,447,756
81,1,0,1016,1026,974,820,1059,1026
81,2,0,915,830,886,664,944,830
81,6,0,1347,831,1299,676,1396,831
81,7,0,1219,732,1163,643,1276,732
81,17,0,422,756,395,644,450,756
82,1,0,1016,1025,973,821,1059,1025
82,2,0,913,829,885,663,942,829
82,6,0,1329,827,1269,674,1389,827
82,7,0,1212,732,1151,644,1274,732
82,17,0,425,757,397,643,454,757
83,1,0,1015,1026,972,821,1058,1026
83,2,0,913,824,885,661,942,824
83,6,0,1319,826,1254,674,1385,826
83,7,0,1202,732,1144,645,1260,732
83,17,0,429,758,402,644,456,758
84,1,0,1013,1026,970,822,1057,1026
84,2,0,913,821,886,661,941,821
84,6,0,1316,820,1264,672,1369,820
84,7,0,1190,732,1136,646,1245,732
84,17,0,435,759,411,643,460,759
84,33,0,1174,730,1138,645,1210,730
85,1,0,1012,1026,970,823,1055,1026
85,2,0,914,818,887,659,941,818
85,6,0,1310,820,1263,672,1357,820
85,17,0,442,764,419,644,465,764
85,33,0,1170,729,1134,645,1206,729
85,4,0,462,784,422,644,502,784
86,1,0,1011,1026,969,824,1053,1026
86,2,0,915,817,888,657,942,817
86,6,0,1299,816,1259,672,1339,816
86,17,0,446,764,422,644,470,764
86,33,0,1163,733,1125,641,1201,733
86,4,0,458,777,423,645,494,777
87,1,0,1010,1027,969,825,1051,1027
87,2,0,915,816,889,655,942,816
87,6,0,1285,814,1256,668,1314,814
87,17,0,452,768,426,644,478,768
87,33,0,1157,735,1118,637,1197,735
87,4,0,462,777,427,646,498,777
88,1,0,1008,1027,968,825,1049,1027
88,2,0,916,815,890,653,942,815
88,6,0,1277,814,1249,666,1305,814
88,33,0,1151,734,1111,631,1192,734
88,4,0,462,766,429,644,496,766
89,1,0,1006,1028,966,825,1047,1028
89,2,0,917,814,890,651,944,814
89,6,0,1269,812,1241,665,1297,812
89,33,0,1147,736,1107,631,1187,736
89,4,0,465,767,430,643,501,767
89,7,0,1162,739,1106,633,1219,739
90,1,0,1005,1027,965,827,1045,1027
90,2,0,917,813,890,648,944,813
90,6,0,1264,812,1232,663,1297,812
90,33,0,1142,731,1105,632,1179,731
90,4,0,468,763,431,644,505,763
90,7,0,1159,733,1103,628,1216,733
91,1,0,1004,1028,964,828,1044,1028
91,2,0,918,813,889,646,947,813
91,6,0,1262,814,1223,660,1301,814
91,4,0,471,763,432,644,510,763
91,7,0,1157,730,1101,624,1213,730
92,1,0,1002,1028,962,829,1042,1028
92,2,0,918,813,888,646,949,813
92,6,0,1250,811,1215,657,1285,811
92,4,0,474,770,435,645,513,770
92,7,0,1153,730,1097,624,1210,730
93,1,0,1000,1028,960,830,1041,1028
93,2,0,921,813,888,646,955,813
93,6,0,1237,811,1208,653,1266,811
93,4,0,477,780,438,646,517,780
93,7,0,1147,728,1090,626,1205,728
94,1,0,998,1029,959,831,1038,1029
94,2,0,922,813,887,646,957,813
94,6,0,1228,811,1201,653,1255,811
94,4,0,480,782,440,647,520,782
94,7,0,1139,725,1085,633,1193,725
95,1,0,996,1029,958,831,1035,1029
95,2,0,920,813,886,647,955,813
95,6,0,1219,808,1191,655,1248,808
95,4,0,484,781,448,647,521,781
95,7,0,1131,722,1076,639,1186,722
95,33,0,1110,718,1075,641,1145,718
96,1,0,994,1029,956,832,1033,1029
96,2,0,918,811,885,648,952,811
96,6,0,1212,810,1180,657,1244,810
96,4,0,489,780,457,650,521,780
96,7,0,1117,720,1066,649,1169,720
96,33,0,1100,719,1067,651,1133,719
97,1,0,993,1029,954,832,1032,1029
97,2,0,917,808,883,648,952,808
97,6,0,1204,808,1170,657,1239,808
97,4,0,501,784,464,654,538,784
97,33,0,1088,715,1059,658,1118,715
98,1,0,990,1029,952,833,1029,1029
98,2,0,917,804,880,649,954,804
98,6,0,1188,800,1148,658,1228,800
98,4,0,506,786,470,658,542,786
98,7,0,1111,720,1054,657,1168,720
99,1,0,989,1029,951,833,1027,1029
99,2,0,915,803,876,650,955,803
99,6,0,1178,793,1138,661,1219,793
99,4,0,509,782,474,663,545,782
99,7,0,1109,720,1055,658,1164,720
100,1,0,987,1029,949,834,1025,1029
100,2,0,912,800,872,650,953,800
100,6,0,1174,790,1139,665,1209,790
100,4,0,519,791,480,665,558,791
100,33,0,1072,719,1048,670,1097,719
101,1,0,985,1028,947,834,1023,1028
101,2,0,908,801,868,650,949,801
101,6,0,1166,792,1131,666,1201,792
101,4,0,520,793,485,665,555,793
101,33,0,1070,720,1046,671,1095,720
102,1,0,984,1028,946,834,1022,1028
102,2,0,905,800,864,652,946,800
102,6,0,1153,786,1113,668,1193,786
102,4,0,528,799,489,665,567,799
102,33,0,1070,720,1047,671,1094,720
103,1,0,983,1027,945,834,1022,1027
103,2,0,902,800,859,653,946,800
103,6,0,1149,793,1111,670,1187,793
103,4,0,527,797,493,665,561,797
103,33,0,1069,721,1046,670,1093,721
104,1,0,982,1027,944,834,1021,1027
104,2,0,899,797,853,654,946,797
104,6,0,1145,790,1113,672,1178,790
104,4,0,534,804,495,666,573,804
104,33,0,1069,720,1046,669,1093,720
105,1,0,981,1028,943,835,1020,1028
105,2,0,898,796,851,654,945,796
105,6,0,1134,801,1097,662,1172,801
105,4,0,534,801,498,667,570,801
105,33,0,1071,720,1048,668,1094,720
106,1,0,980,1027,942,835,1018,1027
106,2,0,893,800,844,653,943,800
106,6,0,1134,801,1102,670,1166,801
106,4,0,538,803,501,668,576,803
106,33,0,1072,719,1050,666,1094,719
107,1,0,979,1027,941,836,1017,1027
107,2,0,890,800,840,650,941,800
107,6,0,1130,802,1098,668,1163,802
107,4,0,543,804,509,672,577,804
107,33,0,1072,719,1050,666,1094,719
108,1,0,978,1027,940,838,1016,1027
108,2,0,887,799,837,648,938,799
108,6,0,1131,801,1101,658,1161,801
108,4,0,550,810,512,673,588,810
108,33,0,1072,718,1050,666,1095,718
108,44,0,541,807,514,673,568,807
109,1,0,975,1028,938,838,1013,1028
109,2,0,882,796,832,647,932,796
109,6,0,1132,800,1106,662,1159,800
109,4,0,553,812,517,675,590,812
109,33,0,1074,717,1051,665,1097,717
110,1,0,973,1028,935,838,1011,1028
110,2,0,878,796,829,647,928,796
110,6,0,1136,797,1110,664,1162,797
110,4,0,561,821,520,676,603,821
110,33,0,1076,717,1051,665,1102,717
111,1,0,970,1028,932,838,1009,1028
111,2,0,872,795,825,647,919,795
111,6,0,1137,797,1110,664,1164,797
111,4,0,567,822,523,676,611,822
111,33,0,1078,716,1053,663,1103,716
112,1,0,968,1029,929,839,1008,1029
112,2,0,865,797,819,647,911,797
112,6,0,1134,798,1107,659,1162,798
112,4,0,563,816,526,678,601,816
112,33,0,1078,716,1054,662,1103,716
113,1,0,966,1029,926,840,1007,1029
113,2,0,852,797,810,646,894,797
113,6,0,1133,799,1096,660,1170,799
113,4,0,570,820,531,681,610,820
113,33,0,1082,717,1054,660,1110,717
114,1,0,963,1029,922,840,1005,1029
114,2,0,841,792,801,645,881,792
114,6,0,1135,800,1097,662,1174,800
114,4,0,574,824,534,683,615,824
114,33,0,1085,717,1054,658,1116,717
114,48,0,561,819,532,683,591,819
115,1,0,962,1029,920,841,1004,1029
115,2,0,838,792,794,643,882,792
115,6,0,1124,798,1071,660,1178,798
115,4,0,577,824,538,685,616,824
115,33,0,1084,717,1054,658,1115,717
115,48,0,563,821,535,685,591,821
116,1,0,961,1029,919,841,1003,1029
116,2,0,832,795,787,641,878,795
116,6,0,1121,795,1065,657,1178,795
116,4,0,579,828,541,687,618,828
116,48,0,565,824,538,688,592,824
117,1,0,959,1028,918,841,1000,1028
117,2,0,829,796,781,640,877,796
117,6,0,1121,803,1065,660,1178,803
117,48,0,571,827,542,690,601,827
118,1,0,956,1028,916,842,997,1028
118,2,0,825,796,776,640,874,796
118,6,0,1126,814,1073,665,1180,814
118,48,0,575,828,545,693,605,828
119,1,0,953,1028,913,843,993,1028
119,2,0,820,791,773,639,867,791
119,6,0,1127,815,1070,664,1184,815
