frame,track_id,class,x,y,x1,y1,x2,y2
119,48,0,574,826,546,695,603,826
120,1,0,949,1028,909,843,990,1028
120,2,0,815,789,771,640,860,789
120,6,0,1133,817,1082,663,1184,817
120,48,0,576,826,548,697,604,826
121,1,0,945,1028,905,842,986,1028
121,2,0,802,788,769,640,836,788
121,6,0,1142,819,1100,661,1185,819
121,48,0,575,827,549,698,602,827
122,1,0,943,1028,902,841,984,1028
122,2,0,794,788,767,640,822,788
122,6,0,1147,819,1109,667,1185,819
122,48,0,575,831,549,699,602,831
123,1,0,939,1029,898,841,981,1029
123,2,0,786,790,762,640,811,790
123,6,0,1149,819,1111,655,1187,819
123,48,0,575,837,549,699,602,837
124,1,0,937,1028,896,841,978,1028
124,2,0,779,791,752,639,806,791
124,6,0,1150,819,1114,654,1186,819
124,48,0,576,844,549,701,604,844
125,1,0,934,1029,893,842,975,1029
125,2,0,780,794,742,639,818,794
125,6,0,1135,820,1090,652,1181,820
125,48,0,586,850,549,702,623,850
126,1,0,931,1029,889,842,974,1029
126,2,0,773,795,731,639,815,795
126,6,0,1144,821,1107,651,1181,821
126,48,0,591,854,548,703,634,854
127,1,0,929,1029,886,843,972,1029
127,2,0,764,791,724,639,804,791
127,6,0,1150,821,1116,633,1184,821
127,48,0,593,858,548,704,639,858
128,1,0,926,1029,882,843,971,1029
128,2,0,759,791,718,640,800,791
128,6,0,1140,822,1093,639,1187,822
128,48,0,594,859,548,705,641,859
129,1,0,924,1029,879,842,970,1029
129,2,0,761,793,714,641,808,793
129,6,0,1139,825,1088,640,1190,825
129,48,0,592,860,546,705,639,860
130,1,0,923,1029,876,842,970,1029
130,2,0,753,786,711,643,796,786
130,6,0,1140,822,1088,640,1193,822
130,48,0,592,861,546,705,639,861
131,1,0,921,1029,873,842,970,1029
131,2,0,746,777,708,645,784,777
131,6,0,1150,816,1105,643,1196,816
131,48,0,592,862,545,705,640,862
132,1,0,921,1029,872,842,970,1029
132,2,0,744,782,707,646,782,782
132,6,0,1156,819,1112,645,1200,819
132,48,0,591,861,546,704,637,861
132,58,0,573,855,544,701,603,855
133,1,0,921,1029,872,842,970,1029
133,2,0,735,779,703,646,768,779
133,6,0,1158,828,1110,642,1207,828
133,48,0,588,861,546,703,630,861
133,58,0,571,855,545,703,598,855
134,1,0,921,1028,872,842,970,1028
134,2,0,732,785,692,646,773,785
134,6,0,1163,834,1110,659,1217,834
134,58,0,570,856,545,701,596,856
135,1,0,921,1028,873,842,970,1028
135,2,0,719,784,682,647,757,784
135,6,0,1168,840,1112,680,1225,840
135,58,0,571,855,547,699,595,855
135,60,0,1130,723,1104,633,1157,723
136,1,0,922,1028,874,842,971,1028
136,2,0,716,786,671,647,762,786
136,6,0,1176,852,1115,692,1238,852
136,58,0,572,852,548,698,596,852
136,60,0,1131,724,1104,631,1158,724
137,1,0,923,1028,876,842,971,1028
137,2,0,702,786,661,647,744,786
137,6,0,1190,860,1128,719,1253,860
137,58,0,573,853,548,698,598,853
137,60,0,1139,730,1103,625,1176,730
138,1,0,925,1028,878,842,972,1028
138,2,0,693,786,652,647,734,786
138,6,0,1200,862,1136,740,1264,862
138,58,0,573,851,548,699,599,851
138,60,0,1140,732,1101,621,1180,732
138,63,0,1171,860,1135,745,1207,860
139,1,0,926,1028,880,841,972,1028
139,2,0,697,790,647,647,747,790
139,6,0,1203,867,1133,754,1274,867
139,58,0,576,856,549,702,604,856
139,60,0,1139,733,1099,617,1180,733
139,63,0,1175,862,1131,752,1220,862
140,1,0,926,1027,880,841,972,1027
140,2,0,690,789,644,647,736,789
140,6,0,1205,869,1137,764,1273,869
140,58,0,579,861,549,704,609,861
140,60,0,1138,735,1098,611,1179,735
140,48,0,594,867,549,706,639,867
141,1,0,926,1027,880,841,972,1027
141,2,0,692,792,643,647,742,792
141,6,0,1201,865,1136,771,1266,865
141,58,0,579,865,549,707,610,865
141,60,0,1132,733,1096,608,1168,733
141,48,0,592,869,549,708,636,869
142,1,0,926,1028,881,841,971,1028
142,2,0,690,791,642,646,738,791
142,6,0,1199,877,1142,781,1257,877
142,58,0,580,869,549,708,611,869
142,60,0,1124,729,1094,607,1155,729
143,1,0,925,1028,881,841,970,1028
143,2,0,684,788,641,646,728,788
143,6,0,1197,881,1137,790,1258,881
143,58,0,579,870,548,711,610,870
143,60,0,1124,730,1092,607,1157,730
143,63,0,1190,876,1146,790,1234,876
144,1,0,925,1028,881,842,970,1028
144,2,0,682,788,643,644,721,788
144,6,0,1195,882,1137,799,1254,882
144,58,0,579,870,550,712,608,870
144,60,0,1120,727,1091,607,1149,727
145,1,0,925,1028,881,842,969,1028
145,2,0,681,787,643,643,719,787
145,6,0,1184,881,1124,805,1245,881
145,58,0,579,867,552,713,606,867
145,60,0,1116,728,1088,607,1144,728
145,63,0,1195,881,1153,804,1238,881
146,1,0,925,1028,881,842,969,1028
146,2,0,676,787,642,643,710,787
146,6,0,1179,886,1114,809,1245,886
146,58,0,579,869,554,714,605,869
146,60,0,1114,729,1087,607,1141,729
146,63,0,1198,887,1153,809,1243,887
147,1,0,924,1028,880,842,968,1028
147,2,0,669,785,640,643,699,785
147,6,0,1175,892,1106,810,1244,892
147,58,0,580,870,554,715,606,870
147,60,0,1110,730,1085,608,1135,730
147,63,0,1199,890,1156,811,1242,890
148,1,0,924,1028,880,842,968,1028
148,2,0,663,787,637,642,689,787
148,6,0,1175,896,1108,811,1243,896
148,58,0,581,872,555,717,608,872
148,60,0,1105,734,1083,607,1128,734
148,63,0,1201,895,1159,811,1244,895
149,1,0,924,1028,880,842,968,1028
149,2,0,657,787,632,641,682,787
149,6,0,1177,895,1111,811,1243,895
149,58,0,582,875,555,717,610,875
149,60,0,1102,735,1079,606,1126,735
149,63,0,1201,896,1158,812,1244,896
149,65,0,667,792,635,642,699,792
149,48,0,601,877,555,717,648,877
150,1,0,923,1028,879,842,967,1028
150,2,0,650,789,623,641,677,789
150,6,0,1180,897,1118,810,1242,897
150,58,0,583,877,555,717,612,877
150,60,0,1099,734,1075,606,1124,734
150,63,0,1205,897,1166,812,1244,897
150,48,0,601,879,555,717,648,879
151,1,0,922,1027,878,842,967,1027
151,2,0,643,791,613,640,673,791
151,6,0,1182,897,1122,810,1243,897
151,58,0,583,878,555,716,612,878
151,60,0,1097,734,1069,607,1125,734
151,48,0,599,880,555,717,644,880
152,1,0,922,1027,878,842,967,1027
152,2,0,635,791,604,641,667,791
152,6,0,1184,897,1127,810,1241,897
152,58,0,583,879,555,717,611,879
152,60,0,1093,736,1060,607,1127,736
152,48,0,606,882,554,718,658,882
153,1,0,922,1027,878,842,967,1027
153,2,0,634,793,596,641,672,793
153,6,0,1185,897,1130,809,1240,897
153,58,0,586,881,555,720,617,881
153,60,0,1093,737,1054,609,1132,737
153,48,0,609,884,554,720,665,884
154,1,0,922,1027,877,842,967,1027
154,2,0,632,795,589,642,675,795
154,6,0,1189,897,1139,809,1240,897
154,60,0,1094,738,1050,611,1138,738
154,48,0,611,886,555,718,668,886
155,1,0,922,1027,877,842,967,1027
155,2,0,628,795,585,642,671,795
155,6,0,1194,897,1149,808,1240,897
155,60,0,1093,739,1050,614,1137,739
155,48,0,611,886,555,718,668,886
156,1,0,922,1026,877,842,967,1026
156,2,0,624,794,582,642,666,794
156,6,0,1199,897,1158,807,1241,897
156,60,0,1093,739,1059,614,1127,739
156,48,0,606,884,554,719,658,884
157,1,0,922,1027,877,842,967,1027
157,2,0,621,794,577,642,666,794
157,6,0,1202,897,1163,807,1241,897
157,60,0,1088,739,1059,617,1118,739
157,48,0,611,882,555,720,667,882
157,58,0,581,875,553,724,610,875
158,1,0,922,1027,877,842,968,1027
158,2,0,619,794,574,643,665,794
158,6,0,1203,896,1165,807,1241,896
158,60,0,1085,739,1056,615,1114,739
158,48,0,611,880,556,668,666,880
158,58,0,580,875,553,726,608,875
159,1,0,922,1027,877,842,968,1027
159,2,0,616,792,574,643,659,792
159,6,0,1203,896,1165,807,1241,896
159,60,0,1080,740,1054,612,1107,740
159,58,0,579,872,552,732,607,872
160,1,0,922,1027,877,842,968,1027
160,2,0,613,791,574,643,653,791
160,6,0,1203,896,1165,806,1242,896
160,60,0,1079,741,1053,615,1105,741
160,58,0,578,872,551,729,606,872
161,1,0,923,1027,878,842,968,1027
161,2,0,611,784,574,642,648,784
161,6,0,1204,897,1166,805,1242,897
161,60,0,1078,740,1054,618,1103,740
161,58,0,582,875,553,729,612,875
161,48,0,602,875,558,645,646,875
162,1,0,923,1027,878,842,968,1027
162,2,0,598,803,562,642,634,803
162,6,0,1204,895,1166,805,1242,895
162,60,0,1078,738,1053,622,1103,738
162,58,0,586,877,554,727,619,877
162,70,0,1091,739,1054,624,1129,739
162,48,0,594,875,554,642,634,875
163,1,0,924,1027,879,842,969,1027
163,2,0,594,796,561,642,628,796
163,6,0,1204,894,1166,803,1242,894
163,60,0,1087,741,1051,625,1124,741
163,58,0,584,876,555,731,614,876
163,70,0,1085,738,1053,626,1118,738
163,48,0,591,876,553,642,630,876
164,1,0,924,1027,879,842,969,1027
164,2,0,595,782,567,642,623,782
164,6,0,1205,894,1167,802,1243,894
164,60,0,1088,745,1049,626,1127,745
164,58,0,584,878,555,734,614,878
164,70,0,1076,738,1050,627,1103,738
164,48,0,593,862,561,641,625,862
165,1,0,924,1027,880,843,968,1027
165,2,0,590,788,559,644,621,788
165,6,0,1205,893,1166,800,1244,893
165,58,0,582,877,555,721,610,877
165,70,0,1071,740,1047,627,1095,740
165,48,0,598,875,556,643,641,875
166,1,0,924,1027,880,843,968,1027
166,2,0,595,785,557,647,633,785
166,6,0,1205,891,1165,799,1245,891
166,58,0,586,878,555,716,617,878
166,70,0,1065,745,1038,626,1093,745
166,48,0,593,877,555,645,631,877
167,1,0,924,1027,880,843,968,1027
167,2,0,597,778,564,648,631,778
167,6,0,1205,888,1164,796,1246,888
167,58,0,587,878,555,719,620,878
167,70,0,1057,743,1023,624,1092,743
167,48,0,599,879,556,694,643,879
168,1,0,924,1027,880,843,968,1027
168,2,0,599,777,567,651,631,777
168,6,0,1205,886,1164,794,1246,886
168,58,0,586,879,554,722,619,879
168,70,0,1058,743,1024,621,1092,743
168,48,0,603,881,556,664,651,881
169,1,0,924,1027,880,842,968,1027
169,2,0,607,784,568,653,647,784
169,6,0,1203,883,1162,793,1245,883
169,58,0,585,878,552,721,618,878
169,70,0,1064,741,1036,618,1092,741
169,48,0,604,880,554,657,655,880
170,1,0,924,1027,880,842,968,1027
170,2,0,609,787,567,654,652,787
170,6,0,1202,882,1160,792,1245,882
170,58,0,581,877,551,719,612,877
170,70,0,1067,742,1044,608,1091,742
170,48,0,605,879,553,654,657,879
170,60,0,1093,751,1047,606,1140,751
171,1,0,923,1027,880,842,967,1027
171,2,0,610,786,568,654,653,786
171,6,0,1203,881,1161,790,1245,881
171,58,0,580,877,551,724,609,877
171,70,0,1069,742,1047,599,1091,742
172,1,0,923,1027,880,842,967,1027
172,2,0,609,781,571,653,648,781
172,6,0,1204,879,1163,788,1245,879
172,58,0,581,877,551,722,611,877
172,70,0,1071,742,1049,596,1094,742
173,1,0,923,1027,880,842,967,1027
173,2,0,608,776,573,650,644,776
173,6,0,1204,878,1164,786,1245,878
173,58,0,584,877,552,718,616,877
173,70,0,1071,741,1050,594,1092,741
174,1,0,923,1027,880,842,966,1027
174,2,0,611,774,578,649,645,774
174,6,0,1204,877,1163,783,1245,877
174,58,0,583,877,553,719,614,877
174,70,0,1070,741,1051,594,1090,741
175,1,0,922,1027,879,842,965,1027
175,2,0,610,773,582,647,639,773
175,6,0,1203,876,1161,781,1245,876
175,58,0,583,877,553,713,614,877
175,70,0,1076,743,1052,584,1100,743
176,1,0,922,1027,879,842,965,1027
176,2,0,609,780,579,647,639,780
176,6,0,1203,876,1160,779,1246,876
176,58,0,583,878,552,715,615,878
176,70,0,1077,746,1051,577,1104,746
176,48,0,601,872,562,647,640,872
177,1,0,922,1027,879,842,965,1027
177,2,0,613,768,584,647,642,768
177,6,0,1202,877,1160,778,1245,877
177,58,0,587,879,555,714,619,879
177,70,0,1077,735,1051,577,1103,735
178,1,0,922,1027,879,842,966,1027
178,2,0,615,766,587,647,644,766
178,6,0,1202,877,1159,776,1245,877
178,58,0,589,879,556,714,623,879
178,70,0,1077,733,1052,570,1103,733
178,60,0,1076,752,1044,546,1108,752
179,1,0,922,1027,879,842,966,1027
179,2,0,620,763,590,648,651,763
179,6,0,1202,876,1160,774,1245,876
179,58,0,589,880,556,716,623,880
179,70,0,1076,731,1051,583,1102,731
180,1,0,922,1027,879,842,966,1027
180,2,0,622,764,590,649,655,764
180,6,0,1202,876,1160,772,1245,876
180,58,0,592,882,555,720,630,882
180,70,0,1077,732,1051,584,1104,732
181,1,0,922,1027,879,842,966,1027
181,2,0,624,762,591,651,657,762
181,6,0,1202,876,1160,771,1245,876
181,58,0,591,878,555,726,628,878
181,70,0,1074,735,1045,588,1103,735
182,1,0,922,1027,879,842,966,1027
182,2,0,625,768,591,652,659,768
182,6,0,1202,875,1160,770,1245,875
182,58,0,591,872,556,731,626,872
182,70,0,1073,734,1043,593,1103,734
183,1,0,922,1027,879,842,966,1027
183,2,0,626,770,591,652,662,770
183,6,0,1202,875,1160,769,1245,875
183,58,0,592,870,558,736,626,870
183,70,0,1072,740,1040,595,1104,740
184,1,0,922,1027,879,842,966,1027
184,2,0,627,771,593,652,662,771
184,6,0,1202,873,1160,769,1245,873
184,58,0,599,882,559,740,639,882
184,70,0,1074,740,1039,598,1109,740
185,1,0,922,1027,879,842,966,1027
185,2,0,628,772,594,652,662,772
185,6,0,1202,872,1160,768,1245,872
185,58,0,596,882,559,740,634,882
185,70,0,1076,741,1040,606,1113,741
185,48,0,607,886,558,737,657,886
186,1,0,922,1027,879,842,966,1027
186,2,0,628,772,595,653,661,772
186,6,0,1202,871,1160,768,1244,871
186,58,0,593,882,558,739,629,882
186,70,0,1078,741,1042,608,1114,741
187,1,0,922,1027,879,842,965,1027
187,2,0,628,779,596,653,660,779
187,6,0,1203,872,1161,768,1245,872
187,58,0,591,883,557,739,626,883
187,70,0,1079,742,1043,608,1115,742
188,1,0,922,1027,879,842,966,1027
188,2,0,627,780,598,653,657,780
188,6,0,1201,871,1160,768,1242,871
188,58,0,590,881,557,737,624,881
188,70,0,1076,742,1038,609,1115,742
189,1,0,922,1027,879,841,965,1027
189,2,0,626,771,598,651,654,771
189,6,0,1195,867,1160,767,1230,867
189,70,0,1079,743,1042,615,1116,743
189,48,0,605,881,558,731,652,881
190,1,0,921,1027,879,841,964,1027
190,2,0,627,778,600,649,654,778
190,6,0,1192,866,1160,767,1225,866
190,70,0,1082,741,1046,612,1119,741
190,48,0,603,880,555,728,651,880
190,58,0,589,879,555,727,624,879
191,1,0,921,1027,879,841,964,1027
191,2,0,626,782,598,648,655,782
191,6,0,1192,866,1160,767,1224,866
191,70,0,1086,740,1052,610,1121,740
191,58,0,590,879,552,720,628,879
192,1,0,921,1027,879,840,964,1027
192,2,0,631,789,594,648,669,789
192,6,0,1192,866,1161,768,1224,866
192,70,0,1091,741,1058,608,1124,741
192,58,0,591,879,550,715,632,879
193,1,0,921,1027,879,841,964,1027
193,2,0,633,793,592,648,675,793
193,6,0,1194,867,1162,768,1226,867
193,70,0,1094,740,1064,608,1125,740
193,58,0,589,879,546,710,632,879
194,1,0,921,1027,879,842,964,1027
194,2,0,633,793,589,647,678,793
194,6,0,1194,867,1162,769,1227,867
194,70,0,1097,741,1069,607,1126,741
194,58,0,579,875,542,707,616,875
195,1,0,921,1027,879,842,964,1027
195,2,0,629,790,587,646,672,790
195,6,0,1196,867,1164,768,1228,867
195,70,0,1100,740,1073,607,1128,740
195,58,0,573,868,538,701,608,868
196,1,0,921,1027,879,842,964,1027
196,2,0,625,788,586,645,664,788
196,6,0,1197,867,1167,768,1228,867
196,70,0,1103,740,1075,609,1132,740
196,58,0,568,864,533,692,603,864
197,1,0,921,1027,879,842,964,1027
197,2,0,629,790,588,644,670,790
197,6,0,1198,866,1168,767,1229,866
197,70,0,1108,740,1078,609,1138,740
197,58,0,564,862,529,676,600,862
198,1,0,921,1027,879,842,964,1027
198,2,0,629,791,588,643,671,791
198,6,0,1201,866,1170,765,1232,866
198,70,0,1110,740,1080,608,1140,740
198,58,0,560,863,525,665,596,863
198,87,0,616,785,587,643,645,785
199,1,0,921,1027,879,842,964,1027
199,2,0,632,793,588,642,677,793
199,6,0,1202,865,1170,764,1235,865
199,70,0,1112,740,1083,608,1141,740
199,58,0,555,865,521,659,590,865
199,87,0,618,789,587,643,650,789
200,1,0,921,1027,878,842,964,1027
200,2,0,634,794,587,642,681,794
200,6,0,1202,863,1171,761,1234,863
200,70,0,1114,740,1085,607,1143,740
200,58,0,549,863,515,658,584,863
200,87,0,621,792,588,643,654,792
201,1,0,921,1027,878,842,964,1027
201,2,0,635,797,587,643,684,797
201,6,0,1203,862,1172,757,1235,862
201,70,0,1116,739,1088,606,1144,739
201,58,0,544,865,509,654,579,865
201,87,0,621,794,587,644,655,794
202,1,0,921,1027,878,842,964,1027
202,2,0,637,799,589,645,686,799
202,6,0,1203,861,1172,752,1234,861
202,70,0,1119,738,1094,606,1145,738
202,58,0,542,864,506,642,578,864
202,87,0,622,796,587,646,658,796
203,1,0,921,1027,878,842,964,1027
203,2,0,637,799,588,647,686,799
203,6,0,1203,861,1172,746,1234,861
203,70,0,1123,738,1099,606,1147,738
203,58,0,543,868,503,644,584,868
203,87,0,622,796,587,647,657,796
203,90,0,1213,865,1170,746,1256,865
204,1,0,921,1027,878,842,964,1027
204,6,0,1202,861,1169,743,1236,861
204,70,0,1125,732,1102,605,1149,732
204,58,0,545,873,499,647,591,873
204,87,0,620,793,585,649,655,793
204,90,0,1210,867,1163,743,1257,867
205,1,0,921,1027,878,842,964,1027
205,6,0,1201,861,1167,742,1235,861
205,70,0,1127,730,1103,603,1151,730
205,58,0,546,873,496,652,596,873
205,87,0,617,792,581,651,653,792
206,1,0,921,1027,878,842,964,1027
206,6,0,1199,860,1165,739,1233,860
206,70,0,1128,730,1103,601,1153,730
206,58,0,543,867,492,658,594,867
206,87,0,614,795,578,653,651,795
207,1,0,920,1027,877,842,964,1027
207,6,0,1197,860,1162,737,1232,860
207,70,0,1130,731,1105,603,1156,731
207,58,0,539,864,489,662,589,864
207,87,0,612,799,575,654,650,799
207,90,0,1197,861,1147,735,1248,861
208,1,0,920,1027,877,842,964,1027
208,6,0,1197,860,1159,734,1235,860
208,70,0,1135,732,1110,604,1161,732
208,58,0,533,863,487,668,580,863
208,87,0,610,801,572,656,649,801
209,1,0,920,1027,877,842,963,1027
209,70,0,1140,735,1114,605,1167,735
209,58,0,529,862,484,679,575,862
209,87,0,607,804,569,658,646,804
209,90,0,1196,862,1146,730,1246,862
210,1,0,920,1027,877,842,963,1027
210,70,0,1141,736,1117,605,1166,736
210,58,0,527,863,484,695,570,863
210,87,0,605,806,567,660,644,806
210,90,0,1196,863,1148,719,1244,863
211,1,0,920,1027,877,842,963,1027
211,70,0,1144,736,1123,607,1166,736
211,58,0,521,863,485,705,558,863
211,87,0,603,810,563,663,643,810
211,90,0,1192,864,1141,710,1243,864
212,1,0,920,1027,877,842,963,1027
212,70,0,1147,736,1127,609,1168,736
212,58,0,515,863,484,708,547,863
212,87,0,604,813,563,665,646,813
212,90,0,1190,865,1137,711,1243,865
213,1,0,920,1028,877,842,963,1028
213,58,0,508,861,481,708,536,861
213,87,0,604,813,565,668,644,813
213,90,0,1186,865,1135,714,1237,865
213,102,0,1182,864,1130,618,1235,864
214,1,0,920,1028,877,842,963,1028
214,58,0,502,866,472,708,532,866
214,87,0,608,814,567,671,649,814
214,90,0,1184,866,1135,711,1233,866
214,102,0,1183,867,1132,619,1234,867
215,1,0,920,1028,877,842,964,1028
215,58,0,498,867,464,708,532,867
215,87,0,615,816,571,673,659,816
215,90,0,1181,865,1133,713,1230,865
215,102,0,1182,865,1133,620,1231,865
216,1,0,921,1028,878,842,964,1028
216,58,0,495,867,457,710,533,867
216,87,0,617,816,573,676,662,816
216,90,0,1180,865,1131,713,1229,865
216,102,0,1177,780,1132,619,1223,780
217,1,0,921,1028,878,842,965,1028
217,58,0,492,866,451,713,533,866
217,87,0,619,819,576,679,662,819
217,90,0,1179,864,1129,711,1229,864
217,102,0,1172,747,1131,618,1214,747
218,1,0,922,1028,879,843,966,1028
218,58,0,492,867,448,715,536,867
218,87,0,624,818,578,680,670,818
218,90,0,1175,861,1123,706,1227,861
218,70,0,1169,743,1141,616,1197,743
219,1,0,923,1028,880,842,967,1028
219,58,0,492,867,446,717,538,867
219,87,0,625,815,581,678,670,815
219,90,0,1171,862,1119,702,1224,862
219,70,0,1173,744,1144,616,1202,744
220,1,0,925,1029,881,842,969,1029
220,58,0,494,867,446,718,543,867
220,87,0,627,815,584,677,670,815
220,90,0,1166,863,1113,699,1219,863
220,70,0,1175,746,1144,616,1207,746
221,1,0,926,1029,882,843,970,1029
221,58,0,495,867,446,719,544,867
221,87,0,629,814,589,675,669,814
221,90,0,1156,853,1110,697,1202,853
221,70,0,1180,745,1147,616,1213,745
222,1,0,927,1028,883,843,971,1028
222,58,0,497,866,447,717,548,866
222,87,0,632,812,597,675,668,812
222,90,0,1148,849,1106,696,1191,849
222,70,0,1186,745,1153,613,1219,745
223,1,0,928,1028,884,843,972,1028
223,58,0,499,866,447,716,552,866
223,87,0,635,812,601,673,670,812
223,90,0,1140,849,1103,696,1178,849
223,70,0,1194,745,1163,611,1226,745
224,1,0,929,1028,886,843,973,1028
224,58,0,502,866,448,713,556,866
224,87,0,639,814,604,672,675,814
224,90,0,1133,851,1101,696,1166,851
224,70,0,1201,744,1170,611,1232,744
225,1,0,930,1028,887,843,974,1028
225,58,0,502,865,448,710,557,865
225,87,0,639,813,606,671,672,813
225,90,0,1132,855,1099,694,1165,855
225,70,0,1206,746,1175,608,1237,746
226,1,0,932,1028,889,843,975,1028
226,58,0,505,865,453,706,558,865
226,87,0,637,813,605,671,670,813
226,90,0,1130,858,1094,693,1166,858
226,70,0,1211,748,1180,607,1242,748
227,1,0,933,1028,891,843,976,1028
227,58,0,508,860,459,703,558,860
227,87,0,639,808,609,672,669,808
227,90,0,1134,860,1090,692,1178,860
227,70,0,1214,746,1183,607,1245,746
228,1,0,936,1028,894,843,978,1028
228,58,0,511,852,468,699,555,852
228,87,0,642,804,613,672,672,804
228,90,0,1133,861,1086,692,1180,861
228,70,0,1218,745,1188,607,1248,745
229,1,0,938,1027,896,843,980,1027
229,58,0,515,846,476,698,555,846
229,87,0,646,799,616,672,676,799
229,90,0,1128,862,1081,693,1176,862
229,70,0,1222,747,1193,609,1251,747
230,1,0,940,1027,899,843,982,1027
230,58,0,526,844,487,694,566,844
230,87,0,648,796,615,673,681,796
230,90,0,1123,861,1076,693,1171,861
230,70,0,1226,750,1199,611,1254,750
231,1,0,943,1027,902,843,984,1027
231,58,0,535,843,494,691,576,843
231,87,0,649,801,616,673,683,801
231,90,0,1120,861,1074,693,1167,861
231,70,0,1229,755,1202,614,1256,755
232,1,0,946,1027,905,843,987,1027
232,58,0,540,843,497,688,583,843
232,87,0,649,799,617,672,682,799
232,90,0,1114,859,1070,693,1159,859
232,70,0,1233,755,1208,616,1258,755
233,1,0,949,1027,909,843,989,1027
233,58,0,544,842,499,685,589,842
233,87,0,652,803,622,671,682,803
233,90,0,1111,857,1067,693,1155,857
233,70,0,1237,754,1212,619,1262,754
234,1,0,952,1028,912,843,993,1028
234,58,0,546,842,501,683,592,842
234,87,0,655,804,627,670,684,804
234,90,0,1110,857,1066,693,1155,857
234,70,0,1241,756,1217,623,1266,756
235,1,0,955,1028,915,843,996,1028
235,58,0,549,842,504,682,594,842
235,87,0,661,804,634,665,688,804
235,90,0,1108,855,1064,693,1153,855
235,70,0,1248,759,1221,626,1275,759
235,113,0,1259,761,1221,627,1298,761
236,1,0,957,1028,917,843,998,1028
236,58,0,551,840,507,683,595,840
236,87,0,665,804,635,662,696,804
236,90,0,1107,855,1063,692,1151,855
236,70,0,1255,758,1226,625,1284,758
237,1,0,961,1029,920,843,1002,1029
237,58,0,555,831,516,684,595,831
237,87,0,673,803,636,662,710,803
237,90,0,1105,856,1062,692,1149,856
237,70,0,1260,758,1230,625,1290,758
238,1,0,965,1028,922,843,1008,1028
238,58,0,561,821,529,686,594,821
238,87,0,677,801,638,662,717,801
238,90,0,1103,857,1058,692,1149,857
238,70,0,1263,761,1233,626,1294,761
239,1,0,967,1028,924,843,1011,1028
239,58,0,567,816,539,687,596,816
239,87,0,679,801,639,660,720,801
239,90,0,1101,858,1056,691,1147,858
239,70,0,1266,761,1234,625,1299,761
240,1,0,970,1028,927,843,1014,1028
240,58,0,572,816,544,688,600,816
240,87,0,681,802,641,660,722,802
240,90,0,1101,858,1054,691,1148,858
240,70,0,1269,761,1238,625,1300,761
241,1,0,973,1027,930,843,1017,1027
241,58,0,576,819,544,690,608,819
241,87,0,675,802,643,648,708,802
241,90,0,1102,859,1053,691,1151,859
241,113,0,1266,760,1235,623,1297,760
242,1,0,975,1028,933,843,1017,1028
242,58,0,580,819,544,690,617,819
242,87,0,675,801,646,642,704,801
242,90,0,1103,859,1052,690,1155,859
242,70,0,1274,761,1249,626,1300,761
243,1,0,977,1028,935,843,1019,1028
243,58,0,587,819,544,689,630,819
243,87,0,676,799,650,639,703,799
243,90,0,1105,860,1052,690,1159,860
243,70,0,1280,761,1257,625,1303,761
244,1,0,978,1028,937,843,1020,1028
244,58,0,590,819,544,686,637,819
244,87,0,679,797,655,635,703,797
244,90,0,1107,860,1053,690,1162,860
244,70,0,1287,762,1265,625,1309,762
245,1,0,979,1027,938,842,1021,1027
245,58,0,593,819,544,684,643,819
245,87,0,680,791,657,639,703,791
245,90,0,1108,861,1054,690,1163,861
245,70,0,1293,761,1267,626,1319,761
246,1,0,980,1027,939,841,1021,1027
246,58,0,595,818,544,683,647,818
246,87,0,683,786,659,642,707,786
246,90,0,1110,860,1057,690,1164,860
246,70,0,1300,762,1270,626,1330,762
247,1,0,981,1027,941,841,1021,1027
247,58,0,597,817,545,682,650,817
247,87,0,685,783,658,653,713,783
247,90,0,1112,860,1060,690,1165,860
247,70,0,1309,762,1278,627,1340,762
248,1,0,981,1027,942,841,1021,1027
248,58,0,608,816,556,682,660,816
248,87,0,685,780,657,660,714,780
248,90,0,1114,860,1063,691,1166,860
248,70,0,1314,764,1281,628,1348,764
249,1,0,983,1027,944,841,1022,1027
249,87,0,685,777,653,663,718,777
249,90,0,1114,859,1063,692,1165,859
249,70,0,1319,768,1283,629,1356,768
250,1,0,983,1027,945,841,1022,1027
250,87,0,675,800,631,661,719,800
250,90,0,1114,858,1065,694,1163,858
250,70,0,1325,771,1287,633,1363,771
250,116,0,642,510,621,428,663,510
251,1,0,984,1027,946,841,1023,1027
251,87,0,666,811,621,666,712,811
251,90,0,1112,856,1065,696,1160,856
251,70,0,1330,773,1293,636,1368,773
251,116,0,642,511,621,428,663,511
252,1,0,985,1027,947,841,1024,1027
252,87,0,665,814,616,661,714,814
252,90,0,1111,854,1066,697,1157,854
252,70,0,1332,774,1297,638,1367,774
252,116,0,642,511,621,427,663,511
253,1,0,986,1027,947,841,1026,1027
253,87,0,669,813,617,660,722,813
253,90,0,1111,854,1066,698,1157,854
253,70,0,1334,774,1302,639,1366,774
253,116,0,642,512,622,427,663,512
254,1,0,988,1028,948,839,1029,1028
254,87,0,675,815,621,660,730,815
254,90,0,1115,857,1067,698,1163,857
254,70,0,1333,775,1305,641,1362,775
254,116,0,642,512,622,428,662,512
255,1,0,990,1028,949,838,1031,1028
255,87,0,683,819,626,659,741,819
255,90,0,1121,857,1069,698,1173,857
255,70,0,1334,777,1307,641,1362,777
255,116,0,642,512,622,428,662,512
