frame,x,y,xg,yg,area,diam
213,890.1683417085427,648.3693467336683,888.5,659.0,398,24.0
214,895.1977011494253,667.0367816091954,895.5,678.0,435,25.0
215,902.4495412844037,684.7400611620795,905.5,693.0,327,24.0
216,909.7157190635452,696.7357859531772,911.0,704.0,299,27.0
217,913.5558510638298,696.0664893617021,917.5,706.0,376,29.0
218,915.175519630485,688.6720554272517,917.5,699.0,433,36.0
219,912.840206185567,673.860824742268,910.5,682.0,388,35.0
220,907.159891598916,657.3035230352303,907.0,666.0,369,23.0
221,904.479262672811,639.6290322580645,903.5,651.0,434,24.0
222,900.9382716049382,624.8941798941798,903.0,639.0,567,28.0
223,898.216796875,612.53125,902.5,625.0,512,26.0
224,896.7798165137615,597.5091743119266,903.5,611.0,436,26.0
225,893.3653395784544,584.8594847775175,902.5,596.0,427,25.0
226,889.9192399049881,573.6413301662708,891.0,584.0,421,23.0
227,886.4975,562.8325,887.5,574.0,400,23.0
228,884.9521640091116,554.8496583143508,885.5,566.0,439,24.0
229,881.3603773584906,548.0528301886792,881.0,560.0,530,29.0
230,878.7239165329053,542.2921348314607,879.5,554.0,623,30.0
231,877.5133333333333,539.696,882.0,553.0,750,33.0
232,873.8701492537314,536.2343283582089,873.5,551.0,670,32.0
233,870.2173202614379,532.5784313725491,866.5,550.0,612,33.0
234,867.1114599686028,530.8006279434851,866.0,551.0,637,37.0
235,865.0837359098228,530.1916264090177,866.0,550.0,621,37.0
236,861.4844290657439,528.2664359861592,866.0,548.0,578,35.0
237,858.8321678321678,528.4755244755245,861.0,541.0,572,27.0
238,856.5883306320908,531.2009724473257,857.5,544.0,617,28.0
239,854.8958944281525,534.7888563049853,855.5,548.0,682,30.0
240,850.1845425867508,540.7129337539432,849.5,554.0,634,30.0
241,847.5443037974684,545.75226039783,844.5,558.0,553,27.0
242,844.1452991452992,554.0649572649572,843.5,567.0,585,28.0
243,841.5819327731092,561.0378151260504,843.0,573.0,476,25.0
244,839.6868250539957,569.9719222462203,842.0,581.0,463,26.0
245,836.1895424836601,581.7102396514161,836.5,591.0,459,30.0
246,834.3634577603143,594.8408644400786,835.5,606.0,509,29.0
247,829.398406374502,610.0252324037184,821.0,624.0,753,33.0
248,829.2455621301775,625.8801775147929,830.0,639.0,676,31.0
249,826.7916666666666,640.143115942029,827.5,653.0,552,27.0
250,824.709055876686,658.6859344894027,827.5,671.0,519,27.0
251,823.2047619047619,677.0904761904762,825.0,686.0,420,28.0
252,820.2937062937064,696.8624708624709,827.0,706.0,429,28.0
253,818.6864406779661,718.3919491525423,821.0,769.0,472,61.0
254,821.5996275605214,729.9236499068901,823.5,741.0,537,29.0
255,846.2636363636364,715.2654545454545,847.5,727.0,550,30.0
256,871.7064393939394,699.1363636363636,873.5,712.0,528,27.0
257,895.8,683.5096774193548,896.0,696.0,465,31.0
258,919.1597510373444,672.4688796680498,918.0,684.0,482,26.0
259,944.8904593639576,659.1166077738516,943.5,671.0,566,28.0
260,969.6178343949044,647.5435244161359,968.0,658.0,471,25.0
261,996.435,640.29,994.5,654.0,600,28.0
262,1020.1238779174147,632.4147217235188,1020.0,645.0,557,28.0
263,1043.3867120954003,627.0868824531516,1039.5,640.0,587,27.0
264,1068.4929356357927,622.8178963893249,1068.5,636.0,637,28.0
265,1093.9598145285936,619.3323029366306,1095.0,632.0,647,29.0
266,1117.2798789712556,617.6838124054462,1118.0,631.0,661,30.0
267,1141.2295597484276,616.9874213836478,1142.5,630.0,636,29.0
268,1165.062968515742,617.7901049475263,1166.5,632.0,667,29.0
269,1188.5866013071895,618.8169934640523,1189.0,632.0,612,29.0
270,1210.0544554455446,620.0965346534654,1210.5,631.0,404,23.0
271,1234.8703703703704,627.587542087542,1238.0,639.0,594,28.0
272,1256.8190045248869,630.8597285067873,1260.0,643.0,442,26.0
273,1280.9611992945327,638.7037037037037,1284.5,652.0,567,27.0
274,1302.272072072072,646.6648648648649,1301.5,659.0,555,28.0
275,1325.1561264822135,655.9249011857708,1324.5,667.0,506,29.0
276,1347.4533333333334,666.6742857142857,1346.0,679.0,525,26.0
277,1367.8971428571429,678.5714285714286,1367.0,690.0,525,27.0
278,1389.0717131474103,691.5099601593625,1388.5,703.0,502,24.0
279,1409.1447368421052,705.484649122807,1407.0,718.0,456,26.0
280,1427.6830985915492,718.5422535211268,1424.0,728.0,426,29.0
281,1449.2246220302375,734.8704103671706,1451.5,746.0,463,26.0
282,1467.1883116883116,752.8809523809524,1466.0,765.0,462,25.0
283,1485.796442687747,770.2450592885375,1485.0,782.0,506,26.0
284,1504.407643312102,788.6539278131635,1505.5,800.0,471,25.0
285,1521.2044943820224,808.1033707865168,1518.5,820.0,445,25.0
286,1540.3333333333333,826.6796536796537,1542.0,837.0,462,25.0
287,1556.6728110599079,849.7857142857143,1556.0,862.0,434,26.0
288,1572.642857142857,870.7761904761904,1574.5,881.0,420,24.0
289,1587.522,893.918,1588.0,905.0,500,26.0
290,1602.898245614035,908.8771929824561,1602.0,922.0,570,28.0
291,1610.4061810154526,888.1147902869757,1609.0,900.0,453,26.0
292,1620.1050119331742,872.8472553699283,1616.5,884.0,419,24.0
293,1628.1431623931624,858.6388888888889,1624.5,871.0,468,26.0
294,1636.075294117647,844.6470588235294,1635.0,855.0,425,26.0
295,1643.8148984198644,830.6794582392777,1645.0,842.0,443,24.0
296,1652.1295336787564,820.0310880829015,1652.5,831.0,386,24.0
297,1660.19,809.8275,1659.5,820.0,400,24.0
298,1669.1781472684086,799.8313539192399,1668.0,812.0,421,25.0
299,1675.8875598086124,792.9258373205741,1674.5,804.0,418,23.0
300,1683.4067357512954,786.8445595854922,1683.0,797.0,386,24.0
301,1688.4968684759917,780.929018789144,1687.5,792.0,479,24.0
302,1696.2769953051643,776.9037558685446,1698.0,788.0,426,27.0
303,1704.2724719101125,772.7977528089888,1702.0,783.0,356,22.0
304,1710.3129411764705,771.0047058823529,1712.0,782.0,425,25.0
305,1717.254004576659,769.9267734553775,1720.0,782.0,437,24.0
306,1723.0581655480985,769.8545861297539,1721.0,781.0,447,25.0
307,1729.0911214953271,771.3411214953271,1729.0,782.0,428,25.0
308,1734.324644549763,773.3056872037914,1735.5,784.0,422,23.0
